gameId,date,sport,teamName,isHome,playerName,playerNumber,playerPosition,playerId,ab,r,h,doubles,triples,tb,hr,rbi,bb,hbp,sf,sh,k,oppDp,cs,picked,sb,ibb
6532847,2/28/26,softball,Azusa Pacific,1.0,Bella Fraser,7,RF,9656083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6532847,2/28/26,softball,Azusa Pacific,1.0,Abigail Milton,34,RF,11227529,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6532847,2/28/26,softball,Azusa Pacific,1.0,Celeste Camarena,6,2B,11227518,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6532847,2/28/26,softball,Azusa Pacific,1.0,Reagan Kunkle,26,3B,11227528,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6532847,2/28/26,softball,Azusa Pacific,1.0,Jocelyn Guzman,88,SS,11227522,3,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Megan Ireland,2,2B,9669097,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Lily Roth,25,CF,9660715,5,2,2,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
6532849,2/28/26,softball,Vanguard,,Tiffany Pope,29,LF,9664729,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6532849,2/28/26,softball,Vanguard,,Adriana Portillo,9,3B,9665380,5,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
6532849,2/28/26,softball,Vanguard,,Kayla Jade Rodriguez,10,1B,11228267,5,1,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,ChaCha Miranda,14,C,9654133,3,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Leah Mays,18,SS,11228273,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Ava Jo McGowan,7,PH,11228263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Andrea Connor,21,DP,9668000,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6532849,2/28/26,softball,Vanguard,,Preslee Brower,3,RF,9669668,3,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Julia Doan,77,LF,9667489,4,2,3,1,1,6,0,3,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Hailey Burns,12,CF,9669355,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Hannah Tipton,5,1B,9655368,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Maddy Debs,99,DP,9658202,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Alexus Corona,18,C,9660230,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Abigail Milton,34,RF,11227529,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Bella Fraser,7,PH,9656083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Celeste Camarena,6,2B,11227518,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Reagan Kunkle,26,3B,11227528,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6532849,2/28/26,softball,Azusa Pacific,1.0,Jocelyn Guzman,88,SS,11227522,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Joryie McKnight,8,CF,11219622,4,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
6565039,2/10/26,softball,Delta St.,,Calli McConnell,17,3B,9654963,3,0,1,0,1,3,0,2,0,1,0,0,0,0,0,0,1,0
6565039,2/10/26,softball,Delta St.,,Kyleigh Wheaton,7,1B,9670587,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
6565039,2/10/26,softball,Delta St.,,Hallie Turner,5,2B,11219620,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Kendall Harper,3,PH,11219616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Mary Teague,10,RF,9668200,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Shelby Allen,2,RF,11219614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Rylee Leonard,14,C,9656196,3,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Rebecca Martinez,30,C,11219639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Carly Dunigan,21,LF,11219635,2,1,1,0,1,3,0,2,1,0,0,0,0,0,1,0,0,0
6565039,2/10/26,softball,Delta St.,,Maya Mills,22,SS,11219636,3,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0
6565039,2/10/26,softball,Delta St.,,Alyssa Wilson,24,DP,11219637,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,Delta St.,,Jayden Reyes,18,PH,11219634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Kennedi Brownlee,24,LF,9657160,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Jaci Joiner,5,CF,9658565,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Kelby Harvey,3,SS,9657031,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Khaylani Bailey,20,1B,9654877,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Aysia Lewis,11,RF,9657642,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Aidan Hughes,0,P,11249955,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Ki-Litta Sowell,15,2B,9655720,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Kerrielle Brown,6,C,11249956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565039,2/10/26,softball,LeMoyne-Owen,1.0,Alexis Vigil,10,3B,9658711,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Joryie McKnight,8,CF,11219622,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Calli McConnell,17,3B,9654963,2,1,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Shelby Allen,2,PR,11219614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Kyleigh Wheaton,7,1B,9670587,4,2,2,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Hallie Turner,5,2B,11219620,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Mary Teague,10,RF,9668200,4,1,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Ally Agner,1,SS,9655122,4,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
6565040,2/10/26,softball,Delta St.,,Carly Dunigan,21,LF,11219635,4,1,3,0,1,8,1,2,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Rebecca Martinez,30,C,11219639,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,Delta St.,,Dharma Woodruff,9,DP,11219624,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Kennedi Brownlee,24,2B,9657160,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Jaci Joiner,5,CF,9658565,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Kelby Harvey,3,SS,9657031,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Khaylani Bailey,20,P,9654877,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Aysia Lewis,11,RF,9657642,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Aidan Hughes,0,LF,11249955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Ki-Litta Sowell,15,1B,9655720,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Kerrielle Brown,6,C,11249956,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
6565040,2/10/26,softball,LeMoyne-Owen,1.0,Alexis Vigil,10,3B,9658711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Erikha Ibarra-Subia,1,RF,11222399,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Hayeli Acosta,7,SS,11222446,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Tatum Waller,24,CF,9667645,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Chipper Mayorga,2,2B,11222429,4,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Marisela Landa,77,1B,11222496,2,1,1,1,0,2,0,0,2,0,0,0,1,0,1,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Mia Sanchez,3,PH,11222432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Paige Scanlin,8,LF,11222450,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Sydnie Rios,11,3B,11222454,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Stormy Daniel,6,PR,11222444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Madison Stewart,12,C,9654326,3,1,3,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Midwestern St.,,Myka Riley,14,DP,11222456,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Chloe Broussard,3,RF,11238777,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Brynn Webber,7,CF,11238778,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Kyndel McDaniel,6,C,9667435,3,1,1,0,0,4,1,3,1,0,0,0,0,1,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Haley Gardella,25,DP,9657639,4,3,3,1,0,7,1,3,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Payton Dickerson,5,PR,9667939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Madysen Boutwell,9,1B,9657810,4,1,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Rylee Ross,2,2B,9666855,4,0,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Camryn Hunkins,11,LF,11238781,3,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Alyssa Morgan,22,3B,11238792,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Ashdyn Fulfer,18,PH,11238787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565563,2/26/26,softball,Cameron,1.0,Kassidy Langeland,14,SS,11238784,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Ella Zucchero,29,SS,9669184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Taylor Hodson,8,3B,9659970,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Cali Masters,11,DH,11227900,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Alex Hurley,1,PR,9658223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Kayla Moran,17,RF,11227906,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Danielle Pici,31,1B,11227915,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Sophia Compton,3,PH,11227917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Maddie Entler,38,LF,11227920,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Aubriana Espinoza,10,CF,11227899,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Kaleigh Serra,2,C,9662771,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Charleston (WV),,Emma Smith,9,2B,11227901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Shelby Mcdaniels,11,LF,9667425,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Zailees Seda,25,2B,9663883,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Delaney Warnick,4,SS,9657270,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Addie Hicks,2,PR,9668972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6566062,3/22/26,softball,Glenville St.,1.0,Emily Nolan,30,C,9661605,2,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Macie Duvall,88,PR,11243350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Kylee Goodman,44,3B,9668991,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Hannah Howe,17,1B,9666720,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,AndiJo Howard,32,PH,9668498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Alli Hypes,10,DH,9654652,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6566062,3/22/26,softball,Glenville St.,1.0,Emma McLean,13,CF,9668914,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6566062,3/22/26,softball,Glenville St.,1.0,Alexis Harward,6,RF,11243327,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Mia Arndt,9,CF,9657752,5,2,2,0,0,5,1,1,0,0,0,0,1,0,0,0,1,0
6566070,3/22/26,softball,Point Park,,Lenina Ebert,0,PH,11250887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Cam Man,17,SS,11250904,4,3,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Corrine Wright,23,2B,11250927,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Emma Henry,33,DP/PH,9656036,3,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Jana Hess,4,1B,9657926,4,2,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,0
6566070,3/22/26,softball,Point Park,,Gia LaBrie,15,3B,9670529,4,1,3,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0
6566070,3/22/26,softball,Point Park,,Ava Hubble,5,LF,9662095,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Payton Haller,13,C,11251544,3,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Gianna Welsh,14,PH,9669172,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Bella Moudy,11,PR,11250911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Kaylee Fabiano,32,RF,11251543,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6566070,3/22/26,softball,Point Park,,Shania Cope,21,PH,11250884,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Paytyn Tucker,5,CF,9659682,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0
6566070,3/22/26,softball,West Liberty,1.0,Delaney Deitrick,13,LF,11233276,3,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,1,0
6566070,3/22/26,softball,West Liberty,1.0,Sara Simon,99,RF/SS,9658068,3,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Kadence Pettit,6,P/DP,9668257,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Rylee Mangold,20,3B/PH,11233280,4,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Kassydi Harris,38,PR,9664222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6566070,3/22/26,softball,West Liberty,1.0,Heavenlee Pall,19,RF,11233283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Alaina Pass,24,PR,11233286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Jaden Conrad,3,2B,9668020,5,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Jillian Morr,37,C,9655608,4,2,3,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0
6566070,3/22/26,softball,West Liberty,1.0,Isabella McKee,12,1B,9658270,4,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Reese Ward,16,PR,11233289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566070,3/22/26,softball,West Liberty,1.0,Annaliese Davis,8,DP/P,11233273,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
6566109,3/22/26,softball,Charleston (WV),,Ella Zucchero,29,SS,9669184,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6566109,3/22/26,softball,Charleston (WV),,Taylor Hodson,8,3B,9659970,3,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0
6566109,3/22/26,softball,Charleston (WV),,Kayla Moran,17,RF,11227906,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6566109,3/22/26,softball,Charleston (WV),,Danielle Pici,31,C,11227915,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6566109,3/22/26,softball,Charleston (WV),,Alex Hurley,1,PR,9658223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566109,3/22/26,softball,Charleston (WV),,Caraline Dunn,26,1B,11227910,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
