ncaa_id,first_name,last_name,portal_name,institution,conference,division,transfer_date,update_date,status,year,sport,team_id,player_id_64a,player_id_ncaa_stats,matched_name,match_score,match_method,confidence,position,class_year,player_csv_team_id
2309124155,MADISYN,WEATHERS,Madisyn Weathers,Jacksonville University,Atlantic Sun Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1334,142460,3232161,Madisyn Weathers,100.0,team+lastname,HIGH,1B,Fr,1334
2105178044,JEWELS,HANAWAHINE,Jewels Hanawahine,University of New Mexico,Mountain West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1288,88155,2940885,Jewels Hanawahine,100.0,team+lastname,HIGH,2B,Jr,1288
2311162037,KATIE,HEISEY,Katie Heisey,Iona University,Metro Atlantic Athletic Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1314,142414,3223749,Katie Heisey,100.0,team+lastname,HIGH,LF,Fr,1314
2308987762,ANNIKA,HOLLINGSWORTH,Annika Hollingsworth,California Baptist University,Western Athletic Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1105,107365,3098993,Annika Hollingsworth,100.0,team+lastname,HIGH,P,So,1105
2308996772,ISABELLA,RAMON,Isabella Ramon,The University of Southern Mississippi,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1292,116368,3097753,Bella Ramon,82.0,team+lastname_diff_first+confirmed,HIGH,1B,So,1292
2201425775,BROOKE,SUBIA,Brooke Subia,Long Beach State University,Big West Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1315,82201,2965602,Brooke Subia,100.0,team+lastname,HIGH,2B,Jr,1315
2410441023,HANNAH,LEBERT,Hannah Lebert,Towson University,Coastal Athletic Association,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1326,145566,3235882,Hannah Lebert,100.0,team+lastname,HIGH,2B,Fr,1326
2401199822,LEILAH,DOMINGUEZ,Leilah Dominguez,Delaware State University,Mid-Eastern Athletic Conf.,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1251,117902,3093451,Leilah Dominguez,100.0,team+lastname,HIGH,C,So,1251
2409405948,CAILYN,HEYL,Cailyn Heyl,University of South Alabama,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1316,144848,3227671,Cailyn Heyl,100.0,team+lastname,HIGH,P,Jr,1316
2209659792,AURORA,LEVESQUE,Aurora Levesque,Springfield College,New England Women's and Men's Athletic Conference,III,06/08/2026,06/08/2026,Active,2025-26,Softball,1670,123555,3125055,Aurora Levesque,100.0,team+lastname,HIGH,C,So,1670
2303811655,ALISSA,WEST,Alissa West,Bryant University,America East Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1135,140425,3232254,Alissa West,100.0,team+lastname,HIGH,C,Fr,1135
2310147794,HANNAH,LANGE,Hannah Lange,Tennessee Technological University,Ohio Valley Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1166,116380,3103735,Hannah Lange,100.0,team+lastname,HIGH,P,So,1166
2206592691,RUBY,TARR,Ruby Tarr,Western Illinois University,Ohio Valley Conference,I,06/07/2026,06/07/2026,Active,2025-26,Softball,1337,108189,3093244,Ruby Tarr,100.0,team+lastname,HIGH,3B,So,1337
2309102116,JURNEY,MADISON,Jurney Madison,Tuskegee University,Southern Intercol. Ath. Conf.,II,06/07/2026,06/07/2026,Active,2025-26,Softball,1540,118075,3119362,Jurney Madison,100.0,team+lastname,HIGH,OF,So,1540
