ncaa_id,first_name,last_name,portal_name,institution,conference,division,transfer_date,update_date,status,year,sport,team_id,player_id_64a,player_id_ncaa_stats,matched_name,match_score,match_method,confidence,position,class_year,player_csv_team_id,hitting_sum,pitching_sum,has_hitting,has_pitching,hitting_sum_f,pitching_sum_f,hitting_rank,pitching_rank,stat_percentile,twp,conf_adjust,hs_adjust,mlb_adjust,fielding_rank,prod_term,sixty_four_rating_portal_player,portal_rank
2209679848,MARISSA,FARIAS,Marissa Farias,"California State University, East Bay",California Collegiate Athletic Association,II,05/22/2026,05/22/2026,Active,2025-26,Softball,1593,105217,3101949,Marissa Farias,100.0,team+lastname,HIGH,C,So,1593,0.688356,0.0,True,False,0.688356,0.0,0.7259,0.0,0.7259,0.0,0.074996,0.0,0.0,0.0,0.151238,0.9521,492
2408376182,REESE,UPTON,Reese Upton,Salem College (North Carolina),USA South Athletic Conference,III,05/01/2026,05/13/2026,Active,2025-26,Softball,1925,115627,3101836,Reese Upton,100.0,team+lastname,HIGH,C,So,1925,0.829888,0.0,True,False,0.829888,0.0,0.772,0.0,0.772,0.0,-0.067755,0.0,0.0,0.0,0.2478,0.952,493
2201404230,JASMINE,SIERRA,Jasmine Sierra,University of the Incarnate Word,Southland Conference,I,05/29/2026,07/18/2026,Signed,2025-26,Softball,1109,87668,2802094,Jasmine Sierra,100.0,team+lastname,HIGH,DH,Sr,1109,0.991654,0.0,True,False,0.991654,0.0,0.8222,0.0,0.8222,0.0,0.125805,0.0,0.0,0.0,0.0,0.948,494
2208649779,JULIA,SULLO,Julia Sullo,Washington University in St. Louis,University Athletic Association,III,05/26/2026,07/14/2026,Signed,2025-26,Softball,1721,145827,3233576,Julia Sullo,100.0,team+lastname,HIGH,RF,Fr,1721,0.614229,0.0,True,False,0.614229,0.0,0.6904,0.0,0.6904,0.0,0.024186,0.0,0.0,0.0,0.232775,0.9474,495
2403250964,HALEY,INMAN,Haley Inman,Barton College,Conference Carolinas,II,05/08/2026,06/04/2026,Active,2025-26,Softball,1525,140149,3238965,Haley Inman,100.0,team+lastname,HIGH,P,Fr,1525,0.0,1.064713,False,True,0.0,1.064713,0.0,0.7189,0.7189,0.0,0.05322,0.0,0.0,0.0,0.173212,0.9453,496
2312176153,MARTHA,HURT,Martha Hurt,Tuskegee University,Southern Intercol. Ath. Conf.,II,05/08/2026,05/08/2026,Active,2025-26,Softball,1540,116396,3117413,Martha Hurt,100.0,team+lastname,HIGH,SS,So,1540,0.590006,0.0,True,False,0.590006,0.0,0.6774,0.0,0.6774,0.0,0.026605,0.0,0.0,0.0,0.240338,0.9443,497
1901393874,MALLORY,CLARK,Mallory Clark,Young Harris College,Conference Carolinas,II,06/29/2026,06/29/2026,Active,2025-26,Softball,1419,106229,3103822,Mallory Clark,100.0,team+lastname,HIGH,C,Jr,1419,0.641592,0.0,True,False,0.641592,0.0,0.7025,0.0,0.7025,0.0,0.05322,0.0,0.0,0.0,0.185288,0.941,498
2110355871,GABRIELLA,TERRONES,Gabriella Terrones,San Diego State University,Mountain West Conference,I,06/18/2026,07/22/2026,Signed,2025-26,Softball,1168,107982,3091545,Gabriella Terrones,100.0,team+lastname,HIGH,C,So,1168,0.752544,0.0,True,False,0.752544,0.0,0.7478,0.0,0.7478,0.0,0.123386,0.0,0.0,0.0,0.06905,0.9402,499
2408383174,TAYLOR,LUNDIEN,Taylor Lundien,Pittsburg State University,Mid-America Intercollegiate Athletics Association,II,06/16/2026,07/15/2026,Signed,2025-26,Softball,1390,144292,3227609,Taylor Lundien,100.0,team+lastname,HIGH,1B,Jr,1390,0.525228,0.0,True,False,0.525228,0.0,0.6427,0.0,0.6427,0.0,0.067737,0.0,0.0,0.0,0.229575,0.94,500
2206580975,DELAINEY,BARGFREDE,Delainey Bargfrede,Western Kentucky University,Conference USA,I,06/08/2026,07/14/2026,Signed,2025-26,Softball,1143,108191,3092023,Delainey Bargfrede,100.0,team+lastname,HIGH,P,So,1143,0.0,0.674447,False,True,0.0,0.674447,0.0,0.5536,0.5536,0.0,0.130644,0.0,0.0,0.0,0.2553,0.9395,501
