sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
baseball,unknown,Wittenberg,2026-04-17,John Carroll,W 17-8,17.0,8.0,615403,615234.0
baseball,unknown,Wm. Paterson,2026-04-02,Montclair St.,L 0-8,0.0,8.0,615394,615267.0
baseball,unknown,Wm. Paterson,2026-04-04,New Jersey City,W 7-5,7.0,5.0,615394,615233.0
baseball,unknown,Wm. Paterson,2026-04-04,New Jersey City,W 10-1,10.0,1.0,615394,615233.0
baseball,unknown,Wm. Paterson,2026-04-17,Ramapo,L 1-6,1.0,6.0,615394,615322.0
baseball,D1,Wofford,2026-04-02,VMI,W 16-5,16.0,5.0,614765,614805.0
baseball,unknown,Wooster,2026-04-04,DePauw,L 6-10,6.0,10.0,615404,615192.0
baseball,unknown,Wooster,2026-04-04,DePauw,L 12-18,12.0,18.0,615404,615192.0
baseball,unknown,Worcester St.,2026-04-04,Salem St.,L 0-4,0.0,4.0,615406,615346.0
baseball,unknown,Worcester St.,2026-04-04,Salem St.,W 8-4,8.0,4.0,615406,615346.0
baseball,D1,Wright St.,2026-04-02,Northern Ky.,W 9-5,9.0,5.0,614821,614695.0
baseball,D1,Xavier,2026-04-02,Georgetown,W 5-1 (12),5.0,1.0,614822,614611.0
baseball,unknown,Yeshiva,2026-03-06,WestConn,L 3-16,3.0,16.0,615407,615383.0
baseball,unknown,Yeshiva,2026-03-06,WestConn,L 1-14,1.0,14.0,615407,615383.0
baseball,unknown,Yeshiva,2026-04-17,Purchase,L 2-30,2.0,30.0,615407,615491.0
baseball,unknown,Yeshiva,2026-04-17,Purchase,L 3-26,3.0,26.0,615407,615491.0
baseball,unknown,York (PA),2026-04-02,Messiah,L 1-7,1.0,7.0,615408,615261.0
baseball,unknown,York (PA),2026-04-04,Messiah,L 2-11,2.0,11.0,615408,615261.0
baseball,unknown,York (PA),2026-04-04,Messiah,L 5-14,5.0,14.0,615408,615261.0
baseball,unknown,York (PA),2026-04-17,Alvernia,W 7-3,7.0,3.0,615408,615409.0
baseball,unknown,Young Harris,2026-03-10,Mars Hill,L 3-5,3.0,5.0,614979,614887.0
softball,unknown,AUM,2026-03-15,Christian Brothers,W 10-2,10.0,2.0,614119,614077.0
softball,unknown,AUM,2026-03-28,West Florida,W 6-5 (10),6.0,5.0,614119,613906.0
softball,unknown,Adams St.,2026-03-28,Fort Lewis,L 3-5,3.0,5.0,613978,614085.0
softball,unknown,Adams St.,2026-03-28,Fort Lewis,W 11-2,11.0,2.0,613978,614085.0
softball,unknown,Adelphi,2026-03-28,Assumption,L 0-7,0.0,7.0,614001,614007.0
softball,unknown,Adelphi,2026-03-28,Assumption,W 3-0,3.0,0.0,614001,614007.0
softball,unknown,Agnes Scott,2026-04-10,Asbury,L 0-9,0.0,9.0,614501,614511.0
softball,unknown,Agnes Scott,2026-04-10,Asbury,L 5-13,5.0,13.0,614501,614511.0
softball,D1,Alabama A&M,2026-02-28,ETSU,L 3-4,3.0,4.0,613775,613740.0
softball,D1,Alabama A&M,2026-02-28,ETSU,L 0-2,0.0,2.0,613775,613740.0
softball,D1,Alabama St.,2026-02-15,"Loyola Chicago @Leesburg, FL",L 4-7,4.0,7.0,613776,613854.0
softball,D1,Alabama St.,2026-04-17,Bethune-Cookman,L 0-9,0.0,9.0,613776,613789.0
softball,unknown,Albany St. (GA),2026-02-10,Talladega,W 14-5,14.0,5.0,614003,
softball,unknown,Albany St. (GA),2026-02-10,Talladega,W 11-0,11.0,0.0,614003,
softball,unknown,Albany St. (GA),2026-02-14,"Bowie St. @Covington, Ga.",W 8-7,8.0,7.0,614003,614014.0
softball,unknown,Albany St. (GA),2026-02-14,"Virginia St. @Covington, GA",W 10-6,10.0,6.0,614003,613972.0
softball,unknown,Albany St. (GA),2026-02-20,Wesleyan (GA),W 8-4,8.0,4.0,614003,614507.0
softball,unknown,Albany St. (GA),2026-02-20,Wesleyan (GA),W 10-2,10.0,2.0,614003,614507.0
softball,unknown,Albany St. (GA),2026-02-24,Baptist U. (FL),W 6-2,6.0,2.0,614003,
softball,unknown,Albany St. (GA),2026-02-24,Baptist U. (FL),W 12-0,12.0,0.0,614003,
softball,unknown,Albany St. (GA),2026-03-06,Savannah St.,L 2-3,2.0,3.0,614003,614101.0
softball,unknown,Albany St. (GA),2026-03-06,Savannah St.,W 7-6,7.0,6.0,614003,614101.0
softball,unknown,Albany St. (GA),2026-03-07,Savannah St.,W 2-1,2.0,1.0,614003,614101.0
softball,unknown,Albany St. (GA),2026-03-12,"LeMoyne-Owen @Gardendale, Ala.",W 9-5,9.0,5.0,614003,614055.0
softball,unknown,Albany St. (GA),2026-03-12,"Kentucky St. @Gardendale, Ala.",W 9-1,9.0,1.0,614003,614051.0
softball,unknown,Albany St. (GA),2026-03-31,Talladega,W 19-0,19.0,0.0,614003,
softball,unknown,Albany St. (GA),2026-03-31,Talladega,W 10-4,10.0,4.0,614003,
softball,unknown,Albany St. (GA),2026-04-03,Allen,W 23-8,23.0,8.0,614003,614108.0
softball,unknown,Alfred,2026-03-13,Calvin,L 0-6,0.0,6.0,614196,614222.0
softball,unknown,Alfred,2026-03-13,"Pitt.-Greensburg @Clermont, FL",W 9-1,9.0,1.0,614196,614503.0
softball,unknown,Allegheny,2026-03-31,Grove City,W 1-0 (8),1.0,0.0,614197,614268.0
softball,unknown,Allegheny,2026-03-31,Grove City,L 1-6,1.0,6.0,614197,614268.0
softball,unknown,Allen,2026-02-28,Fort Valley St.,L 2-10,2.0,10.0,614108,614042.0
softball,unknown,Allen,2026-03-01,Fort Valley St.,L 1-18,1.0,18.0,614108,614042.0
softball,unknown,Allen,2026-03-01,Fort Valley St.,L 3-13,3.0,13.0,614108,614042.0
softball,unknown,Allen,2026-03-27,Savannah St.,L 2-5,2.0,5.0,614108,614101.0
softball,unknown,Allen,2026-03-27,Savannah St.,L 0-10,0.0,10.0,614108,614101.0
softball,unknown,Allen,2026-03-28,Savannah St.,L 1-15,1.0,15.0,614108,614101.0
softball,unknown,Allen,2026-04-03,Albany St. (GA),L 8-23,8.0,23.0,614108,614003.0
softball,unknown,Allen,2026-04-10,Edward Waters,L 2-10,2.0,10.0,614108,614034.0
softball,unknown,Allen,2026-04-10,Edward Waters,L 10-11,10.0,11.0,614108,614034.0
softball,unknown,Alvernia,2026-04-16,Dickinson,W 12-3,12.0,3.0,614437,614246.0
softball,unknown,Alvernia,2026-04-16,Dickinson,W 2-0,2.0,0.0,614437,614246.0
softball,unknown,Alverno,2026-03-31,Maranatha Baptist,W 16-1,16.0,1.0,614155,614510.0
softball,unknown,Alverno,2026-03-31,Maranatha Baptist,W 12-1,12.0,1.0,614155,614510.0
softball,unknown,American Int'l,2026-04-14,Southern Conn. St.,W 7-6,7.0,6.0,614004,613965.0
softball,unknown,American Int'l,2026-04-14,Southern Conn. St.,L 0-10,0.0,10.0,614004,613965.0
softball,unknown,Anderson (SC),2026-03-28,UVA Wise,W 8-5 (8),8.0,5.0,613910,613996.0
softball,unknown,Anderson (SC),2026-03-28,UVA Wise,W 9-7 (9),9.0,7.0,613910,613996.0
softball,unknown,Angelo St.,2026-03-28,Tex. A&M-Kingsville,L 3-5,3.0,5.0,614005,613967.0
softball,unknown,Angelo St.,2026-03-28,Tex. A&M-Kingsville,L 2-8,2.0,8.0,614005,613967.0
softball,unknown,Ark.-Monticello,2026-03-28,Harding,L 0-2,0.0,2.0,613885,614090.0
softball,unknown,Ark.-Monticello,2026-03-28,Harding,L 0-7,0.0,7.0,613885,614090.0
softball,D1,Arkansas,2026-04-06,Auburn,W 4-1,4.0,1.0,613783,613784.0
softball,unknown,Arkansas Tech,2026-03-28,Ouachita Baptist,W 9-0,9.0,0.0,613979,613860.0
softball,unknown,Arkansas Tech,2026-03-28,Ouachita Baptist,W 3-2,3.0,2.0,613979,613860.0
softball,unknown,Asbury,2026-02-25,Kentucky St.,W 8-0,8.0,0.0,614511,614051.0
softball,unknown,Asbury,2026-02-25,Kentucky St.,W 11-3,11.0,3.0,614511,614051.0
softball,unknown,Asbury,2026-03-26,Transylvania,L 2-10,2.0,10.0,614511,614519.0
softball,unknown,Asbury,2026-03-26,Transylvania,L 2-8,2.0,8.0,614511,614519.0
softball,unknown,Asbury,2026-04-10,Agnes Scott,W 9-0,9.0,0.0,614511,614501.0
softball,unknown,Asbury,2026-04-10,Agnes Scott,W 13-5,13.0,5.0,614511,614501.0
softball,unknown,Ashland,2026-04-02,Thomas More,W 2-1,2.0,1.0,614006,614036.0
softball,unknown,Ashland,2026-04-02,Thomas More,L 2-8,2.0,8.0,614006,614036.0
softball,unknown,Assumption,2026-03-28,Adelphi,W 7-0,7.0,0.0,614007,614001.0
softball,unknown,Assumption,2026-03-28,Adelphi,L 0-3,0.0,3.0,614007,614001.0
softball,D1,Auburn,2026-04-06,Arkansas,L 1-4,1.0,4.0,613784,613783.0
softball,unknown,Augusta,2026-02-11,Newberry,L 1-2,1.0,2.0,614008,614109.0
softball,unknown,Augusta,2026-02-11,Newberry,L 2-10,2.0,10.0,614008,614109.0
softball,unknown,Augusta,2026-03-28,Columbus St.,L 3-11,3.0,11.0,614008,614131.0
softball,unknown,Augusta,2026-03-28,Columbus St.,L 3-8,3.0,8.0,614008,614131.0
softball,unknown,Augustana (SD),2026-03-28,MSU Moorhead,W 7-4,7.0,4.0,614130,614106.0
softball,unknown,Augustana (SD),2026-03-28,MSU Moorhead,W 10-1,10.0,1.0,614130,614106.0
softball,unknown,Aurora,2026-03-30,Wheaton (IL),W 8-4,8.0,4.0,614204,614416.0
softball,unknown,Aurora,2026-03-30,Wheaton (IL),W 4-2,4.0,2.0,614204,614416.0
softball,unknown,Austin,2026-03-31,Howard Payne,W 7-4,7.0,4.0,614439,614480.0
softball,unknown,Austin,2026-03-31,Howard Payne,W 3-0,3.0,0.0,614439,614480.0
softball,unknown,Azusa Pacific,2026-03-28,Biola,L 0-5,0.0,5.0,613989,613999.0
softball,unknown,Azusa Pacific,2026-03-28,Biola,L 6-12,6.0,12.0,613989,613999.0
softball,unknown,Barry,2026-03-28,Eckerd,L 6-8,6.0,8.0,614009,614032.0
softball,unknown,Barry,2026-03-28,Eckerd,L 3-5,3.0,5.0,614009,614032.0
softball,unknown,Barry,2026-03-31,Edward Waters,W 13-4,13.0,4.0,614009,614034.0
softball,unknown,Barry,2026-03-31,Edward Waters,W 7-2,7.0,2.0,614009,614034.0
softball,unknown,Barton,2026-03-28,Ferrum,W 8-0,8.0,0.0,613912,614259.0
softball,unknown,Barton,2026-03-28,Ferrum,L 6-8,6.0,8.0,613912,614259.0
softball,unknown,Barton,2026-04-02,Winston-Salem,W 2-0,2.0,0.0,613912,613976.0
softball,unknown,Barton,2026-04-02,Winston-Salem,W 8-2,8.0,2.0,613912,613976.0
softball,D1,Baylor,2026-04-06,Lamar University,L 8-10 (9),8.0,10.0,613788,613845.0
softball,unknown,Belmont Abbey,2026-03-28,Converse,W 8-2,8.0,2.0,613877,613890.0
softball,unknown,Belmont Abbey,2026-03-28,Converse,W 5-3,5.0,3.0,613877,613890.0
softball,unknown,Bemidji St.,2026-03-28,Southwest Minn. St.,L 2-10,2.0,10.0,614010,613887.0
softball,unknown,Bemidji St.,2026-03-28,Southwest Minn. St.,L 1-8,1.0,8.0,614010,613887.0
softball,unknown,Benedict,2026-02-22,Fort Valley St.,L 1-10,1.0,10.0,614011,614042.0
softball,unknown,Benedict,2026-02-23,Fort Valley St.,L 1-22,1.0,22.0,614011,614042.0
softball,unknown,Benedict,2026-02-23,Fort Valley St.,L 1-17,1.0,17.0,614011,614042.0
softball,unknown,Benedict,2026-03-04,Voorhees,W 10-2,10.0,2.0,614011,
softball,unknown,Benedict,2026-03-04,Voorhees,W 21-2,21.0,2.0,614011,
softball,unknown,Benedict,2026-03-28,Edward Waters,L 1-13,1.0,13.0,614011,614034.0
softball,unknown,Benedict,2026-03-28,Edward Waters,L 5-7,5.0,7.0,614011,614034.0
softball,unknown,Benedict,2026-04-15,Johnson C. Smith,W 12-11,12.0,11.0,614011,614050.0
softball,unknown,Benedictine (IL),2026-03-21,Wis. Lutheran,L 4-6,4.0,6.0,614279,614494.0
softball,unknown,Benedictine (IL),2026-03-21,Wis. Lutheran,W 10-1,10.0,1.0,614279,614494.0
softball,unknown,Benedictine (IL),2026-03-22,Concordia Chicago,W 6-5,6.0,5.0,614279,614240.0
softball,unknown,Benedictine (IL),2026-03-22,Concordia Chicago,W 17-14,17.0,14.0,614279,614240.0
softball,unknown,Benedictine (IL),2026-04-01,Kalamazoo,W 7-0,7.0,0.0,614279,614289.0
softball,unknown,Benedictine (IL),2026-04-01,Kalamazoo,W 5-2,5.0,2.0,614279,614289.0
softball,unknown,Bentley,2026-03-28,Saint Michael's,W 8-4,8.0,4.0,614012,613959.0
softball,unknown,Bentley,2026-03-28,Saint Michael's,L 2-6,2.0,6.0,614012,613959.0
softball,unknown,Berea,2026-03-06,Wesleyan (GA),L 4-5,4.0,5.0,614186,614507.0
softball,unknown,Berea,2026-03-06,Wesleyan (GA),L 10-11,10.0,11.0,614186,614507.0
softball,D1,Bethune-Cookman,2026-02-05,"Illinois St. @Tampa, FL",L 1-10,1.0,10.0,613789,613829.0
softball,D1,Bethune-Cookman,2026-04-17,Alabama St.,W 9-0,9.0,0.0,613789,613776.0
softball,D1,Binghamton,2026-03-06,Niagara,W 16-3,16.0,3.0,613790,613576.0
softball,D1,Binghamton,2026-03-06,Niagara,W 12-0,12.0,0.0,613790,613576.0
softball,D1,Binghamton,2026-03-07,Lehigh,L 5-7,5.0,7.0,613790,613846.0
softball,D1,Binghamton,2026-03-07,Lehigh,L 3-11,3.0,11.0,613790,613846.0
softball,unknown,Biola,2026-03-28,Azusa Pacific,W 5-0,5.0,0.0,613999,613989.0
softball,unknown,Biola,2026-03-28,Azusa Pacific,W 12-6,12.0,6.0,613999,613989.0
softball,unknown,Black Hills St.,2026-03-28,MSU Denver,W 6-5,6.0,5.0,613941,614066.0
softball,unknown,Black Hills St.,2026-03-28,MSU Denver,W 11-9,11.0,9.0,613941,614066.0
softball,unknown,Blackburn,2026-03-07,Lawrence,W 6-4,6.0,4.0,614212,614297.0
softball,unknown,Blackburn,2026-03-07,Lawrence,L 5-7,5.0,7.0,614212,614297.0
softball,unknown,Blackburn,2026-03-24,Maranatha Baptist,W 21-0,21.0,0.0,614212,614510.0
softball,unknown,Blackburn,2026-03-24,Maranatha Baptist,W 18-3,18.0,3.0,614212,614510.0
softball,unknown,Blackburn,2026-03-31,Westminster (MO),L 0-1,0.0,1.0,614212,614473.0
softball,unknown,Blackburn,2026-03-31,Westminster (MO),W 2-1,2.0,1.0,614212,614473.0
softball,unknown,Bluefield St.,2026-03-27,"Claflin @Raleigh, NC",L 2-6,2.0,6.0,613981,614118.0
softball,unknown,Bluefield St.,2026-03-27,"Shaw @Raleigh, NC",L 3-10,3.0,10.0,613981,613961.0
softball,unknown,Bluefield St.,2026-03-28,"Johnson C. Smith @Raleigh, NC",W 5-4,5.0,4.0,613981,614050.0
softball,unknown,Bluefield St.,2026-03-28,"Fayetteville St. @Raleigh, NC",L 3-6 (8),3.0,6.0,613981,614038.0
softball,unknown,Bowie St.,2026-03-28,"Shaw @Raleigh, N.C.",W 2-0,2.0,0.0,614014,613961.0
softball,unknown,Bowie St.,2026-03-28,"Johnson C. Smith @Raleigh, NC",W 12-5,12.0,5.0,614014,614050.0
softball,D1,Bowling Green,2026-02-20,ETSU,W 5-2,5.0,2.0,613793,613740.0
softball,D1,Bradley,2026-02-06,"Prairie View @San Antonio, TX",W 16-6,16.0,6.0,613794,613648.0
softball,D1,Bradley,2026-02-06,UIW,L 0-9,0.0,9.0,613794,613768.0
softball,unknown,Brandeis,2026-03-31,UMass Dartmouth,W 7-1,7.0,1.0,614214,614387.0
softball,unknown,Brandeis,2026-03-31,UMass Dartmouth,L 4-5,4.0,5.0,614214,614387.0
softball,unknown,Bridgeport,2026-03-28,Goldey-Beacom,W 6-5,6.0,5.0,614015,613884.0
softball,unknown,Bridgeport,2026-03-28,Goldey-Beacom,W 7-4,7.0,4.0,614015,613884.0
softball,unknown,Bridgewater St.,2026-03-31,Plymouth St.,L 1-2,1.0,2.0,614216,614349.0
softball,unknown,Bridgewater St.,2026-03-31,Plymouth St.,L 3-9,3.0,9.0,614216,614349.0
softball,D1,Bucknell,2026-02-08,"St. Bonaventure @Commerce, TX",W 7-3,7.0,3.0,613798,613659.0
softball,unknown,CSU Pueblo,2026-03-28,N.M. Highlands,W 13-3,13.0,3.0,613880,613886.0
softball,unknown,CSU Pueblo,2026-03-28,N.M. Highlands,W 2-1,2.0,1.0,613880,613886.0
softball,unknown,CSUSB,2026-01-30,"Menlo @Irvine, CA",W 9-2,9.0,2.0,614017,614115.0
softball,unknown,CSUSB,2026-01-30,"Jessup @Irvine, CA",L 3-7,3.0,7.0,614017,614112.0
softball,unknown,CSUSB,2026-03-28,Cal St. Dom. Hills,W 5-4,5.0,4.0,614017,614016.0
softball,unknown,CSUSB,2026-03-28,Cal St. Dom. Hills,L 2-3,2.0,3.0,614017,614016.0
softball,unknown,CWRU,2026-02-28,Catholic,W 10-4,10.0,4.0,614227,614229.0
softball,unknown,CWRU,2026-03-28,Muskingum,L 4-7,4.0,7.0,614227,614325.0
softball,unknown,CWRU,2026-03-28,Muskingum,W 7-3,7.0,3.0,614227,614325.0
softball,unknown,Cairn,2026-03-21,Penn St.-Abington,W 9-8,9.0,8.0,614466,614178.0
softball,unknown,Cairn,2026-03-21,Penn St.-Abington,L 4-12,4.0,12.0,614466,614178.0
softball,unknown,Cairn,2026-03-26,Lehman,W 16-1,16.0,1.0,614466,614275.0
softball,unknown,Cairn,2026-03-26,Lehman,W 10-4,10.0,4.0,614466,614275.0
softball,unknown,Cairn,2026-03-28,Penn College,L 1-8,1.0,8.0,614466,614521.0
softball,unknown,Cairn,2026-03-28,Penn College,L 0-10,0.0,10.0,614466,614521.0
softball,unknown,Cairn,2026-04-04,Gallaudet,W 10-0,10.0,0.0,614466,614264.0
softball,unknown,Cairn,2026-04-04,Gallaudet,W 12-3,12.0,3.0,614466,614264.0
softball,unknown,Cal Lutheran,2026-02-09,La Sierra,L 1-2,1.0,2.0,614221,
softball,unknown,Cal Lutheran,2026-02-09,La Sierra,W 11-4,11.0,4.0,614221,
softball,unknown,Cal Poly Humboldt,2026-03-28,Cal St. East Bay,W 8-2,8.0,2.0,614047,614019.0
softball,unknown,Cal Poly Humboldt,2026-03-28,Cal St. East Bay,L 5-11,5.0,11.0,614047,614019.0
softball,unknown,Cal St. Dom. Hills,2026-03-28,CSUSB,L 4-5,4.0,5.0,614016,614017.0
softball,unknown,Cal St. Dom. Hills,2026-03-28,CSUSB,W 3-2,3.0,2.0,614016,614017.0
softball,unknown,Cal St. East Bay,2026-03-28,Cal Poly Humboldt,L 2-8,2.0,8.0,614019,614047.0
softball,unknown,Cal St. East Bay,2026-03-28,Cal Poly Humboldt,W 11-5,11.0,5.0,614019,614047.0
softball,unknown,Cal St. Monterey Bay,2026-03-28,Cal St. San Marcos,L 6-10,6.0,10.0,613926,614128.0
softball,unknown,Cal St. Monterey Bay,2026-03-28,Cal St. San Marcos,L 3-5,3.0,5.0,613926,614128.0
softball,unknown,Cal St. San Marcos,2026-03-28,Cal St. Monterey Bay,W 10-6,10.0,6.0,614128,613926.0
softball,unknown,Cal St. San Marcos,2026-03-28,Cal St. Monterey Bay,W 5-3,5.0,3.0,614128,613926.0
softball,unknown,California (PA),2026-03-28,Slippery Rock,L 2-3,2.0,3.0,614021,613963.0
softball,unknown,California (PA),2026-03-28,Slippery Rock,L 1-11,1.0,11.0,614021,613963.0
softball,unknown,California (PA),2026-04-17,Edinboro,W 12-11,12.0,11.0,614021,614033.0
softball,unknown,California (PA),2026-04-17,Edinboro,W 5-3,5.0,3.0,614021,614033.0
softball,unknown,Calvin,2026-03-09,Westminster (PA),W 8-0,8.0,0.0,614222,614474.0
softball,unknown,Calvin,2026-03-09,"Carthage @Clermont, FL",L 2-8,2.0,8.0,614222,614226.0
softball,unknown,Calvin,2026-03-13,Alfred,W 6-0,6.0,0.0,614222,614196.0
softball,unknown,Calvin,2026-03-13,"Hiram @Clermont, FL",W 11-1,11.0,1.0,614222,614276.0
softball,unknown,Calvin,2026-03-14,"Simpson @Clermont, FL",L 2-4,2.0,4.0,614222,614383.0
softball,unknown,Calvin,2026-03-14,"Wis.-Stout @Clermont, FL",W 7-6 (8),7.0,6.0,614222,614429.0
softball,unknown,Calvin,2026-03-24,UChicago,W 1-0,1.0,0.0,614222,614234.0
softball,unknown,Calvin,2026-03-24,UChicago,W 18-1,18.0,1.0,614222,614234.0
softball,unknown,Calvin,2026-04-08,St. Mary's (IN),W 10-2,10.0,2.0,614222,614492.0
softball,unknown,Calvin,2026-04-08,St. Mary's (IN),W 3-1,3.0,1.0,614222,614492.0
softball,unknown,Carleton,2026-04-08,Gustavus Adolphus,L 3-8,3.0,8.0,614224,614269.0
softball,unknown,Carleton,2026-04-08,Gustavus Adolphus,L 0-6,0.0,6.0,614224,614269.0
softball,unknown,Carnegie Mellon,2026-04-04,UChicago,W 14-5,14.0,5.0,614190,614234.0
softball,unknown,Carson-Newman,2026-03-28,Mars Hill,W 2-1 (8),2.0,1.0,613984,614103.0
softball,unknown,Carson-Newman,2026-03-28,Mars Hill,W 5-4 (8),5.0,4.0,613984,614103.0
softball,unknown,Catawba,2026-03-28,Emory & Henry,W 3-0,3.0,0.0,614073,614100.0
softball,unknown,Catawba,2026-03-28,Emory & Henry,W 2-1,2.0,1.0,614073,614100.0
softball,unknown,Catholic,2026-03-01,Roanoke,L 2-6,2.0,6.0,614229,614529.0
softball,unknown,Catholic,2026-03-31,Gettysburg,W 3-1,3.0,1.0,614229,614526.0
softball,unknown,Catholic,2026-03-31,Gettysburg,W 11-6,11.0,6.0,614229,614526.0
softball,unknown,Central Mo.,2026-03-28,Northwest Mo. St.,W 10-1,10.0,1.0,614022,613946.0
softball,unknown,Central Mo.,2026-03-28,Northwest Mo. St.,L 2-6,2.0,6.0,614022,613946.0
softball,unknown,Central Okla.,2026-03-28,Northeastern St.,W 7-1,7.0,1.0,614074,613908.0
softball,unknown,Central Okla.,2026-03-28,Northeastern St.,W 13-3,13.0,3.0,614074,613908.0
softball,unknown,Central Wash.,2026-03-28,Western Wash.,L 3-5,3.0,5.0,614075,613875.0
softball,unknown,Central Wash.,2026-03-28,Western Wash.,L 5-13,5.0,13.0,614075,613875.0
softball,unknown,Chadron St.,2026-03-28,Colo. Christian,L 3-6,3.0,6.0,614076,613904.0
softball,unknown,Chadron St.,2026-03-28,Colo. Christian,L 0-7,0.0,7.0,614076,613904.0
softball,unknown,Chaminade,2026-03-28,Vanguard,L 0-10,0.0,10.0,614023,614114.0
softball,unknown,Chaminade,2026-03-28,Vanguard,L 6-7,6.0,7.0,614023,614114.0
softball,unknown,Charleston (WV),2026-04-11,Davis & Elkins,W 8-1,8.0,1.0,614133,614027.0
softball,unknown,Charleston (WV),2026-04-11,Davis & Elkins,L 1-3,1.0,3.0,614133,614027.0
softball,unknown,Charleston (WV),2026-04-12,West Va. Wesleyan,W 8-0,8.0,0.0,614133,613899.0
softball,unknown,Charleston (WV),2026-04-12,West Va. Wesleyan,W 10-6 (8),10.0,6.0,614133,613899.0
softball,unknown,Chatham,2026-03-31,Wash. & Jeff.,W 2-0,2.0,0.0,614499,614406.0
softball,unknown,Chatham,2026-03-31,Wash. & Jeff.,W 4-2,4.0,2.0,614499,614406.0
softball,unknown,Chatham,2026-04-08,Penn St.-Beaver,W 10-2,10.0,2.0,614499,
softball,unknown,Chatham,2026-04-08,Penn St.-Beaver,W 9-2,9.0,2.0,614499,
softball,unknown,Chico St.,2026-03-28,Stanislaus St.,W 4-1,4.0,1.0,614018,614020.0
softball,unknown,Chico St.,2026-03-28,Stanislaus St.,W 4-0,4.0,0.0,614018,614020.0
softball,unknown,Chowan,2026-03-28,Francis Marion,L 1-10,1.0,10.0,613889,614086.0
softball,unknown,Chowan,2026-03-28,Francis Marion,W 4-3,4.0,3.0,613889,614086.0
softball,unknown,Christian Brothers,2026-02-04,Henderson St.,W 11-2,11.0,2.0,614077,614091.0
softball,unknown,Christian Brothers,2026-02-04,Henderson St.,L 0-8,0.0,8.0,614077,614091.0
softball,unknown,Christian Brothers,2026-03-15,AUM,L 2-10,2.0,10.0,614077,614119.0
softball,unknown,Claflin,2026-03-28,"Elizabeth City St. @Raleigh, N.C.",W 11-3,11.0,3.0,614118,614037.0
softball,unknown,Claflin,2026-03-28,"Virginia St. @Raleigh, NC",W 8-2,8.0,2.0,614118,613972.0
softball,unknown,Clarion,2026-04-04,Pitt.-Johnstown,L 4-6,4.0,6.0,614024,613951.0
softball,unknown,Clarion,2026-04-04,Pitt.-Johnstown,L 2-3,2.0,3.0,614024,613951.0
softball,unknown,Clark (MA),2026-03-31,Worcester St.,W 4-2,4.0,2.0,614237,614434.0
softball,unknown,Clark (MA),2026-03-31,Worcester St.,L 2-4,2.0,4.0,614237,614434.0
softball,unknown,Clark Atlanta,2026-02-06,Emmanuel (GA),W 7-4,7.0,4.0,614025,614127.0
softball,unknown,Clark Atlanta,2026-02-06,Emmanuel (GA),W 9-4,9.0,4.0,614025,614127.0
softball,unknown,Clark Atlanta,2026-03-27,Fort Valley St.,W 8-4,8.0,4.0,614025,614042.0
softball,unknown,Clark Atlanta,2026-03-27,Fort Valley St.,W 4-2,4.0,2.0,614025,614042.0
softball,unknown,Clark Atlanta,2026-03-28,Fort Valley St.,L 2-8,2.0,8.0,614025,614042.0
softball,unknown,Coast Guard,2026-03-31,Wesleyan (CT),L 2-4,2.0,4.0,614400,614412.0
softball,unknown,Coast Guard,2026-03-31,Wesleyan (CT),L 0-3,0.0,3.0,614400,614412.0
softball,unknown,Coker,2026-03-28,Lenoir-Rhyne,L 0-10,0.0,10.0,614078,614134.0
softball,unknown,Coker,2026-03-28,Lenoir-Rhyne,L 0-8,0.0,8.0,614078,614134.0
softball,D1,Col. of Charleston,2026-02-19,Georgia Tech,L 0-16,0.0,16.0,613758,613818.0
softball,unknown,Colo. Christian,2026-03-28,Chadron St.,W 6-3,6.0,3.0,613904,614076.0
softball,unknown,Colo. Christian,2026-03-28,Chadron St.,W 7-0,7.0,0.0,613904,614076.0
softball,unknown,Colo. Sch. of Mines,2026-03-28,Regis (CO),L 2-11,2.0,11.0,614026,613954.0
softball,unknown,Colo. Sch. of Mines,2026-03-28,Regis (CO),W 4-3,4.0,3.0,614026,613954.0
softball,unknown,Colorado Mesa,2026-03-28,UCCS,L 0-1,0.0,1.0,613905,613901.0
softball,unknown,Colorado Mesa,2026-03-28,UCCS,L 1-4,1.0,4.0,613905,613901.0
softball,unknown,Columbus St.,2026-02-21,Shorter,W 10-0,10.0,0.0,614131,613990.0
softball,unknown,Columbus St.,2026-03-28,Augusta,W 11-3,11.0,3.0,614131,614008.0
softball,unknown,Columbus St.,2026-03-28,Augusta,W 8-3,8.0,3.0,614131,614008.0
softball,unknown,Columbus St.,2026-04-07,Fort Valley St.,W 7-1,7.0,1.0,614131,614042.0
softball,unknown,Columbus St.,2026-04-07,Fort Valley St.,W 7-4,7.0,4.0,614131,614042.0
softball,unknown,Concord,2026-03-28,Davis & Elkins,W 2-0,2.0,0.0,614079,614027.0
softball,unknown,Concord,2026-03-28,Davis & Elkins,L 1-2 (8),1.0,2.0,614079,614027.0
softball,unknown,Concordia (TX),2026-03-31,Mary Hardin-Baylor,L 3-4 (8),3.0,4.0,614152,614460.0
softball,unknown,Concordia (TX),2026-03-31,Mary Hardin-Baylor,L 3-12,3.0,12.0,614152,614460.0
softball,unknown,Concordia Chicago,2026-03-22,Benedictine (IL),L 5-6,5.0,6.0,614240,614279.0
