sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
baseball,unknown,Texas Lutheran,2026-04-17,Concordia (TX),L 1-11,1.0,11.0,615446,615487.0
baseball,D1,Texas Southern,2026-02-21,"Southern U. @Vero Beach, FL",W 15-12,15.0,12.0,614790,614745.0
baseball,D1,Texas Southern,2026-03-17,Texas A&M-Victoria,L 14-20,14.0,20.0,614790,
baseball,D1,Texas Southern,2026-03-20,Mississippi Val.,W 16-8,16.0,8.0,614790,614667.0
baseball,D1,Texas Southern,2026-03-22,Mississippi Val.,W 9-3,9.0,3.0,614790,614667.0
baseball,D1,Texas Southern,2026-04-02,Alabama A&M,W 7-5,7.0,5.0,614790,614846.0
baseball,D1,Texas St.,2026-04-02,Ga. Southern,W 8-5,8.0,5.0,614747,614612.0
baseball,D1,Texas Tech,2026-04-02,Houston,L 6-8,6.0,8.0,614791,614622.0
baseball,D1,The Citadel,2026-04-02,Longwood,W 6-3,6.0,3.0,614583,614643.0
baseball,unknown,Thiel,2026-04-12,Penn St.-Altoona,W 12-6,12.0,6.0,615362,615488.0
baseball,unknown,Thiel,2026-04-17,Saint Vincent,L 11-12 (14),11.0,12.0,615362,615502.0
baseball,unknown,Thiel,2026-04-17,Saint Vincent,L 11-12 (14),11.0,12.0,615362,615502.0
baseball,unknown,Thiel,2026-04-17,Saint Vincent,L 4-14,4.0,14.0,615362,615502.0
baseball,unknown,Thomas (ME),2026-04-04,"VTSU Lyndon @Rindge, NH",L 2-5,2.0,5.0,615457,615503.0
baseball,unknown,Thomas (ME),2026-04-04,VTSU Lyndon,W 9-3,9.0,3.0,615457,615503.0
baseball,unknown,Thomas More,2026-02-21,West Va. Wesleyan,W 5-2,5.0,2.0,615116,614930.0
baseball,unknown,Thomas More,2026-03-06,Tiffin,W 7-4,7.0,4.0,615116,614903.0
baseball,unknown,Thomas More,2026-03-07,Tiffin,L 1-9,1.0,9.0,615116,614903.0
baseball,unknown,Thomas More,2026-03-08,Tiffin,L 4-9,4.0,9.0,615116,614903.0
baseball,unknown,Thomas More,2026-03-14,Hillsdale,L 8-11,8.0,11.0,615116,615039.0
baseball,unknown,Thomas More,2026-03-14,Hillsdale,W 5-3,5.0,3.0,615116,615039.0
baseball,unknown,Thomas More,2026-03-24,UC Clermont,W 10-3,10.0,3.0,615116,
baseball,unknown,Thomas More,2026-03-27,Ashland,L 5-6 (11),5.0,6.0,615116,615004.0
baseball,unknown,Thomas More,2026-03-28,Ashland,W 15-5,15.0,5.0,615116,615004.0
baseball,unknown,Thomas More,2026-03-28,Ashland,L 1-4 (9),1.0,4.0,615116,615004.0
baseball,unknown,Tiffin,2026-03-06,Thomas More,L 4-7,4.0,7.0,614903,615116.0
baseball,unknown,Tiffin,2026-03-07,Thomas More,W 9-1,9.0,1.0,614903,615116.0
baseball,unknown,Tiffin,2026-03-08,Thomas More,W 9-4,9.0,4.0,614903,615116.0
baseball,D1,Toledo,2026-02-14,Memphis,L 4-5 (10),4.0,5.0,614795,614658.0
baseball,D1,Toledo,2026-04-02,Eastern Mich.,W 10-2,10.0,2.0,614795,614600.0
baseball,D1,Towson,2026-04-02,Hofstra,W 9-6,9.0,6.0,614796,614619.0
baseball,unknown,Transylvania,2026-02-28,Baldwin Wallace,L 3-9,3.0,9.0,615490,615152.0
baseball,unknown,Trevecca Nazarene,2026-02-25,Lincoln Memorial,L 6-7,6.0,7.0,614949,614886.0
baseball,unknown,Trine,2026-04-08,Olivet,W 6-4,6.0,4.0,615495,615311.0
baseball,unknown,Trine,2026-04-16,Adrian,L 1-7,1.0,7.0,615495,615139.0
baseball,unknown,Trine,2026-04-17,Adrian,L 1-11,1.0,11.0,615495,615139.0
baseball,unknown,Trine,2026-04-17,Adrian,L 0-9,0.0,9.0,615495,615139.0
baseball,unknown,Trinity (CT),2026-03-16,"Grinnell @Pensacola, FL",W 21-4,21.0,4.0,615364,615216.0
baseball,unknown,Trinity (CT),2026-04-04,Williams,W 9-2,9.0,2.0,615364,615395.0
baseball,unknown,Trinity (CT),2026-04-04,Williams,W 13-3,13.0,3.0,615364,615395.0
baseball,unknown,Trinity (CT),2026-04-10,Bowdoin,W 11-5,11.0,5.0,615364,615159.0
baseball,unknown,Trinity (TX),2026-04-02,Berry,W 13-4,13.0,4.0,615365,615414.0
baseball,D1,Troy,2026-04-02,Arkansas St.,W 6-4,6.0,4.0,614797,614854.0
baseball,unknown,Tufts,2026-04-04,Colby,W 7-5,7.0,5.0,615366,615185.0
baseball,unknown,Tufts,2026-04-04,Colby,W 15-7,15.0,7.0,615366,615185.0
baseball,unknown,Tufts,2026-04-17,Bates,W 12-2,12.0,2.0,615366,615153.0
baseball,D1,Tulane,2026-04-02,Wichita St.,W 4-2,4.0,2.0,614762,614817.0
baseball,unknown,Tuskegee,2026-02-06,Stillman,L 6-7,6.0,7.0,615089,
baseball,unknown,Tuskegee,2026-02-06,Stillman,L 14-20,14.0,20.0,615089,
baseball,D1,UAB,2026-04-02,Fla. Atlantic,W 7-2,7.0,2.0,614849,614604.0
baseball,D1,UAlbany,2026-04-02,UMass Lowell,L 0-4,0.0,4.0,614850,614647.0
baseball,D1,UC Davis,2026-04-02,UC Irvine,L 1-4,1.0,4.0,614573,614574.0
baseball,D1,UC Irvine,2026-04-02,UC Davis,W 4-1,4.0,1.0,614574,614573.0
baseball,D1,UC Riverside,2026-04-02,Cal St. Fullerton,L 1-9,1.0,9.0,614576,614567.0
baseball,D1,UC San Diego,2026-04-02,Hawaii,W 10-9,10.0,9.0,614755,614618.0
baseball,D1,UC Santa Barbara,2026-04-02,Cal Poly,W 6-0,6.0,0.0,614571,614565.0
baseball,unknown,UChicago,2026-02-22,Rhodes,L 2-13,2.0,13.0,615179,615327.0
baseball,unknown,UChicago,2026-04-05,Brandeis,L 6-19,6.0,19.0,615179,615160.0
baseball,unknown,UChicago,2026-04-05,Brandeis,L 2-8,2.0,8.0,615179,615160.0
baseball,unknown,UChicago,2026-04-12,CWRU,W 9-4,9.0,4.0,615179,615172.0
baseball,D1,UConn,2026-03-04,New Haven,W 9-4,9.0,4.0,614587,615065.0
baseball,D1,UConn,2026-04-02,Creighton,L 1-3,1.0,3.0,614587,614590.0
baseball,D1,UIC,2026-03-06,Missouri,L 12-13,12.0,13.0,614625,614669.0
baseball,D1,UIC,2026-03-31,Milwaukee,W 12-5,12.0,5.0,614625,614820.0
baseball,D1,UIC,2026-04-02,Indiana St.,L 10-20,10.0,20.0,614625,614626.0
baseball,unknown,UIW,2026-04-02,Southeastern La.,L 3-9,3.0,9.0,614836,614741.0
baseball,D1,ULM,2026-03-06,UT Arlington,L 3-4,3.0,4.0,614691,614792.0
baseball,D1,ULM,2026-04-02,Georgia St.,L 7-10 (13),7.0,10.0,614691,614613.0
baseball,D1,UMBC,2026-04-02,Iona,W 9-8,9.0,8.0,614653,614629.0
baseball,D1,UMES,2026-04-02,FDU,L 3-7,3.0,7.0,614655,614602.0
baseball,unknown,UMSV,2026-04-14,John Jay,W 11-8,11.0,8.0,615283,615235.0
baseball,unknown,UMass Boston,2026-04-04,Babson,W 11-1,11.0,1.0,615260,615151.0
baseball,unknown,UMass Boston,2026-04-04,Babson,L 3-5,3.0,5.0,615260,615151.0
baseball,unknown,UMass Dartmouth,2026-04-04,Eastern Conn. St.,W 7-3,7.0,3.0,615354,615199.0
baseball,unknown,UMass Dartmouth,2026-04-04,Eastern Conn. St.,W 7-1,7.0,1.0,615354,615199.0
baseball,D1,UMass Lowell,2026-04-02,UAlbany,W 4-0,4.0,0.0,614647,614850.0
baseball,D1,UNC Asheville,2026-04-02,Gardner-Webb,L 6-13,6.0,13.0,614674,614829.0
baseball,unknown,UNC Greensboro,2026-04-02,Mercer,W 5-4,5.0,4.0,614677,614659.0
baseball,D1,UNCW,2026-04-02,Stony Brook,L 6-7 (10),6.0,7.0,614678,614751.0
baseball,D1,UNLV,2026-04-02,New Mexico,W 15-10,15.0,10.0,614680,614684.0
baseball,D1,USC Upstate,2026-04-02,Radford,L 4-6,4.0,6.0,614837,614716.0
baseball,D1,UT Arlington,2026-02-24,DBU,L 1-6,1.0,6.0,614792,614764.0
baseball,D1,UT Arlington,2026-03-06,ULM,W 4-3,4.0,3.0,614792,614691.0
baseball,D1,UT Arlington,2026-04-02,Tarleton St.,L 1-3,1.0,3.0,614792,614761.0
baseball,D1,UT Martin,2026-04-02,Morehead St.,L 8-12,8.0,12.0,614753,614671.0
baseball,D1,UTRGV,2026-03-31,Rice,L 4-6,4.0,6.0,614707,614718.0
baseball,D1,UTRGV,2026-04-02,Northwestern St.,L 9-17,9.0,17.0,614707,614696.0
baseball,D1,UTSA,2026-04-02,Rice,L 2-3 (10),2.0,3.0,614794,614718.0
baseball,unknown,UVA Wise,2026-03-18,Johnson (TN),L 3-8,3.0,8.0,614984,
baseball,unknown,UVA Wise,2026-04-03,Lincoln Memorial,L 5-6,5.0,6.0,614984,614886.0
baseball,unknown,UVA Wise,2026-04-04,Lincoln Memorial,L 7-9,7.0,9.0,614984,614886.0
baseball,unknown,UVA Wise,2026-04-04,Lincoln Memorial,W 7-6,7.0,6.0,614984,614886.0
baseball,unknown,UW-River Falls,2026-03-21,Carroll (WI),L 11-14,11.0,14.0,615126,615170.0
baseball,unknown,UW-River Falls,2026-03-21,Carroll (WI),L 5-15,5.0,15.0,615126,615170.0
baseball,unknown,UW-River Falls,2026-04-04,Wis.-Platteville,L 3-13,3.0,13.0,615126,615398.0
baseball,unknown,UW-River Falls,2026-04-04,Wis.-Platteville,W 18-12,18.0,12.0,615126,615398.0
baseball,unknown,Union (NY),2026-04-02,SUNY New Paltz,L 2-13,2.0,13.0,615369,615296.0
baseball,unknown,Union (NY),2026-04-04,Rensselaer,W 10-3,10.0,3.0,615369,615325.0
baseball,unknown,Union (NY),2026-04-04,Rensselaer,L 1-4,1.0,4.0,615369,615325.0
baseball,unknown,Union (NY),2026-04-17,Bard,L 4-6,4.0,6.0,615369,615412.0
baseball,unknown,Ursinus,2026-04-04,McDaniel,L 4-23,4.0,23.0,615370,615384.0
baseball,unknown,Ursinus,2026-04-04,McDaniel,W 4-3,4.0,3.0,615370,615384.0
baseball,unknown,Ursinus,2026-04-17,Haverford,L 1-7,1.0,7.0,615370,615223.0
baseball,D1,Utah,2026-04-02,Kansas,L 12-14,12.0,14.0,614800,614636.0
baseball,D1,Utah Tech,2026-04-02,Sacramento St.,W 7-6,7.0,6.0,614786,614570.0
baseball,D1,Utah Valley,2026-03-16,Cincinnati,L 1-11,1.0,11.0,614842,614582.0
baseball,D1,Utah Valley,2026-04-02,CSU Bakersfield,W 14-4,14.0,4.0,614842,614566.0
baseball,unknown,Utica,2026-03-24,SUNY Poly,L 6-8,6.0,8.0,615371,615470.0
baseball,unknown,Utica,2026-04-04,Alfred,W 20-5,20.0,5.0,615371,615289.0
baseball,unknown,Utica,2026-04-04,Alfred,W 16-3,16.0,3.0,615371,615289.0
baseball,unknown,Utica,2026-04-17,Houghton,W 14-2,14.0,2.0,615371,615131.0
baseball,D1,VCU,2026-02-22,Coastal Carolina,L 3-6,3.0,6.0,614804,614585.0
baseball,D1,VMI,2026-04-02,Wofford,L 5-16,5.0,16.0,614805,614765.0
baseball,unknown,VTSU Castleton,2026-04-04,Rhode Island Col.,W 12-2,12.0,2.0,615173,615326.0
baseball,unknown,VTSU Castleton,2026-04-04,Rhode Island Col.,W 24-3,24.0,3.0,615173,615326.0
baseball,unknown,VTSU Lyndon,2026-04-04,"Thomas (ME) @Rindge, NH",W 5-2,5.0,2.0,615503,615457.0
baseball,unknown,VTSU Lyndon,2026-04-04,Thomas (ME),L 3-9,3.0,9.0,615503,615457.0
baseball,unknown,Va. Wesleyan,2026-03-17,Regent,L 5-15,5.0,15.0,615373,615587.0
baseball,unknown,Va. Wesleyan,2026-04-04,Averett,W 8-4,8.0,4.0,615373,615150.0
baseball,unknown,Valley Forge,2026-04-04,Penn St.-Berks,L 0-10,0.0,10.0,615134,615500.0
baseball,unknown,Valley Forge,2026-04-04,Penn St.-Berks,L 3-8,3.0,8.0,615134,615500.0
baseball,D1,Valparaiso,2026-04-02,Washington,L 3-6,3.0,6.0,614801,614811.0
baseball,D1,Vanderbilt,2026-04-02,Texas A&M,W 14-8,14.0,8.0,614802,614788.0
baseball,unknown,Vanguard,2026-02-13,Jessup,W 16-10,16.0,10.0,615120,615121.0
baseball,unknown,Vanguard,2026-02-13,Jessup,L 4-9,4.0,9.0,615120,615121.0
baseball,unknown,Vassar,2026-04-04,Bard,L 2-4,2.0,4.0,615372,615412.0
baseball,unknown,Vassar,2026-04-04,Bard,W 20-3,20.0,3.0,615372,615412.0
baseball,unknown,Vassar,2026-04-17,Skidmore,L 2-9,2.0,9.0,615372,615352.0
baseball,D1,Villanova,2026-04-02,Butler,L 6-8,6.0,8.0,614803,614564.0
baseball,D1,Villanova,2026-04-07,Delaware St.,W 20-10,20.0,10.0,614803,614594.0
baseball,D1,Virginia,2026-04-02,Florida St.,W 4-3,4.0,3.0,614807,614606.0
baseball,unknown,Virginia St.,2026-02-14,Wheeling,L 0-3,0.0,3.0,615092,614938.0
baseball,unknown,Virginia St.,2026-02-14,Wheeling,L 0-4,0.0,4.0,615092,614938.0
baseball,unknown,Virginia St.,2026-03-07,Morris,W 4-3,4.0,3.0,615092,
baseball,unknown,Virginia St.,2026-03-07,Morris,W 14-2,14.0,2.0,615092,
baseball,unknown,Virginia St.,2026-03-08,Morris,W 17-9,17.0,9.0,615092,
baseball,unknown,Virginia St.,2026-04-08,Mid-Atlantic Christ.,L 1-2,1.0,2.0,615092,
baseball,unknown,Virginia St.,2026-04-08,Mid-Atlantic Christ.,L 0-1 (9),0.0,1.0,615092,
baseball,unknown,Virginia St.,2026-04-17,Mid-Atlantic Christ.,W 3-2,3.0,2.0,615092,
baseball,unknown,Virginia St.,2026-04-17,Mid-Atlantic Christ.,L 0-1,0.0,1.0,615092,
baseball,unknown,WPI,2026-04-01,MIT,L 1-4,1.0,4.0,615405,615258.0
baseball,unknown,WPI,2026-04-04,Emerson,W 4-3,4.0,3.0,615405,615204.0
baseball,unknown,WPI,2026-04-04,Emerson,L 2-7,2.0,7.0,615405,615204.0
baseball,D1,Wagner,2026-03-14,LIU,L 4-15,4.0,15.0,614808,614772.0
baseball,D1,Wagner,2026-03-15,LIU,W 11-1,11.0,1.0,614808,614772.0
baseball,D1,Wagner,2026-03-15,LIU,W 9-5,9.0,5.0,614808,614772.0
baseball,D1,Wagner,2026-04-02,Central Conn. St.,L 9-10 (10),9.0,10.0,614808,614579.0
baseball,unknown,Wartburg,2026-04-04,Neb. Wesleyan,L 1-7,1.0,7.0,615375,615294.0
baseball,unknown,Wartburg,2026-04-05,Neb. Wesleyan,L 0-1,0.0,1.0,615375,615294.0
baseball,unknown,Wartburg,2026-04-05,Neb. Wesleyan,W 5-4,5.0,4.0,615375,615294.0
baseball,unknown,Wash. & Jeff.,2026-03-31,Muskingum,L 0-7,0.0,7.0,615376,615286.0
baseball,unknown,Wash. & Lee,2026-04-04,Roanoke,L 4-14,4.0,14.0,615377,615329.0
baseball,unknown,Wash. & Lee,2026-04-04,Roanoke,W 20-10,20.0,10.0,615377,615329.0
baseball,unknown,WashU,2026-04-04,NYU,W 23-5,23.0,5.0,615379,615298.0
baseball,unknown,WashU,2026-04-05,NYU,W 11-1,11.0,1.0,615379,615298.0
baseball,unknown,WashU,2026-04-17,Brandeis,L 1-3,1.0,3.0,615379,615160.0
baseball,unknown,WashU,2026-04-17,Brandeis,W 7-2,7.0,2.0,615379,615160.0
baseball,unknown,Washburn,2026-04-14,Fort Hays St.,W 13-5,13.0,5.0,614916,614925.0
baseball,D1,Washington,2026-04-02,Valparaiso,W 6-3,6.0,3.0,614811,614801.0
baseball,unknown,Washington Col.,2026-04-07,Swarthmore,W 13-3,13.0,3.0,615378,615361.0
baseball,unknown,Washington Col.,2026-04-17,Franklin & Marshall,W 6-5,6.0,5.0,615378,615211.0
baseball,D1,Washington St.,2026-02-26,"BYU @Long Beach, CA",L 4-6,4.0,6.0,614810,614867.0
baseball,D1,Washington St.,2026-04-02,San Jose St.,L 5-8,5.0,8.0,614810,614733.0
baseball,unknown,Waynesburg,2026-04-09,Grove City,L 3-18,3.0,18.0,615447,615217.0
baseball,unknown,Waynesburg,2026-04-09,Grove City,L 10-14,10.0,14.0,615447,615217.0
baseball,unknown,Webster,2026-02-14,Mary Hardin-Baylor,L 7-10,7.0,10.0,615380,615436.0
baseball,unknown,Webster,2026-02-20,"Millikin @Millington , TN",L 1-8,1.0,8.0,615380,615264.0
baseball,unknown,Webster,2026-02-28,"Denison @Lexington, KY",L 4-20,4.0,20.0,615380,615194.0
baseball,unknown,Webster,2026-04-04,MUW,W 21-8,21.0,8.0,615380,615273.0
baseball,unknown,Webster,2026-04-16,Principia,W 15-13,15.0,13.0,615380,615320.0
baseball,unknown,Webster,2026-04-17,Principia,W 12-3,12.0,3.0,615380,615320.0
baseball,unknown,Webster,2026-04-17,Principia,W 11-3,11.0,3.0,615380,615320.0
baseball,unknown,Wentworth,2026-04-04,JWU (Providence),L 4-5,4.0,5.0,615381,615483.0
baseball,unknown,Wentworth,2026-04-04,JWU (Providence),W 15-9,15.0,9.0,615381,615483.0
baseball,unknown,Wesleyan (CT),2026-04-04,Hamilton,W 7-4,7.0,4.0,615382,615219.0
baseball,unknown,Wesleyan (CT),2026-04-04,Hamilton,W 15-4,15.0,4.0,615382,615219.0
baseball,unknown,Wesleyan (CT),2026-04-17,Middlebury,L 6-7,6.0,7.0,615382,615263.0
baseball,unknown,West Ala.,2026-02-28,Christian Brothers,W 11-3,11.0,3.0,615049,615109.0
baseball,unknown,West Ala.,2026-02-28,Christian Brothers,W 11-3,11.0,3.0,615049,615109.0
baseball,unknown,West Florida,2026-03-27,AUM,W 8-6,8.0,6.0,614937,614963.0
baseball,D1,West Ga.,2026-04-02,FGCU,W 9-4,9.0,4.0,614784,614841.0
baseball,unknown,West Liberty,2026-03-21,Davis & Elkins,W 2-0 (8),2.0,0.0,614905,615028.0
baseball,unknown,West Liberty,2026-03-21,Davis & Elkins,L 8-9,8.0,9.0,614905,615028.0
baseball,unknown,West Liberty,2026-03-22,West Va. Wesleyan,W 11-3,11.0,3.0,614905,614930.0
baseball,unknown,West Liberty,2026-03-22,West Va. Wesleyan,L 3-4,3.0,4.0,614905,614930.0
baseball,unknown,West Va. Wesleyan,2026-02-21,Thomas More,L 2-5,2.0,5.0,614930,615116.0
baseball,unknown,West Va. Wesleyan,2026-03-10,West Va. Tech,W 5-2,5.0,2.0,614930,
baseball,unknown,West Va. Wesleyan,2026-03-10,West Va. Tech,L 1-12,1.0,12.0,614930,
baseball,unknown,West Va. Wesleyan,2026-03-21,Wheeling,L 3-7,3.0,7.0,614930,614938.0
baseball,unknown,West Va. Wesleyan,2026-03-21,Wheeling,L 4-8,4.0,8.0,614930,614938.0
baseball,unknown,West Va. Wesleyan,2026-03-22,West Liberty,L 3-11,3.0,11.0,614930,614905.0
baseball,unknown,West Va. Wesleyan,2026-03-22,West Liberty,W 4-3,4.0,3.0,614930,614905.0
baseball,unknown,West Va. Wesleyan,2026-04-03,West Virginia St.,L 3-7,3.0,7.0,614930,614906.0
baseball,unknown,West Va. Wesleyan,2026-04-03,West Virginia St.,L 4-6 (8),4.0,6.0,614930,614906.0
baseball,unknown,West Va. Wesleyan,2026-04-04,West Virginia St.,W 6-5,6.0,5.0,614930,614906.0
baseball,unknown,West Va. Wesleyan,2026-04-04,West Virginia St.,W 8-2,8.0,2.0,614930,614906.0
baseball,unknown,West Virginia St.,2026-04-03,West Va. Wesleyan,W 7-3,7.0,3.0,614906,614930.0
baseball,unknown,West Virginia St.,2026-04-03,West Va. Wesleyan,W 6-4 (8),6.0,4.0,614906,614930.0
baseball,unknown,West Virginia St.,2026-04-04,West Va. Wesleyan,L 5-6,5.0,6.0,614906,614930.0
baseball,unknown,West Virginia St.,2026-04-04,West Va. Wesleyan,L 2-8,2.0,8.0,614906,614930.0
baseball,unknown,WestConn,2026-03-06,Yeshiva,W 16-3,16.0,3.0,615383,615407.0
baseball,unknown,WestConn,2026-03-06,Yeshiva,W 14-1,14.0,1.0,615383,615407.0
baseball,unknown,WestConn,2026-03-14,"Rivier @Myrtle beach , SC",L 3-4 (8),3.0,4.0,615383,615478.0
baseball,unknown,WestConn,2026-03-14,"Rivier @Myrtle beach , SC",W 9-8,9.0,8.0,615383,615478.0
baseball,unknown,WestConn,2026-03-15,"McDaniel @Myrtle beach , SC",L 1-5,1.0,5.0,615383,615384.0
baseball,unknown,WestConn,2026-03-15,"McDaniel @Myrtle Beach , SC",L 2-11,2.0,11.0,615383,615384.0
baseball,unknown,WestConn,2026-04-04,Southern Me.,L 2-17 (8),2.0,17.0,615383,615355.0
baseball,unknown,WestConn,2026-04-04,Southern Me.,L 2-6,2.0,6.0,615383,615355.0
baseball,D1,Western Caro.,2026-03-01,East Carolina,W 2-0,2.0,0.0,614813,614596.0
baseball,D1,Western Caro.,2026-04-02,Winthrop,W 15-7,15.0,7.0,614813,614819.0
baseball,D1,Western Ky.,2026-03-03,Cincinnati,L 2-5,2.0,5.0,614815,614582.0
baseball,D1,Western Ky.,2026-04-02,Liberty,L 3-8,3.0,8.0,614815,614642.0
baseball,D1,Western Mich.,2026-04-02,Central Mich.,L 7-8,7.0,8.0,614816,614581.0
baseball,unknown,Western New Eng.,2026-04-04,Endicott,L 0-5,0.0,5.0,615385,615469.0
baseball,unknown,Western New Eng.,2026-04-04,Endicott,L 0-6,0.0,6.0,615385,615469.0
baseball,unknown,Westfield St.,2026-04-04,Skidmore,L 4-16,4.0,16.0,615386,615352.0
baseball,unknown,Westfield St.,2026-04-04,Skidmore,L 2-9,2.0,9.0,615386,615352.0
baseball,unknown,Westfield St.,2026-04-17,Framingham St.,W 11-9,11.0,9.0,615386,615210.0
baseball,unknown,Westminster (MO),2026-04-02,Spalding,L 10-11 (10),10.0,11.0,615448,615485.0
baseball,unknown,Westminster (MO),2026-04-02,Spalding,L 8-12,8.0,12.0,615448,615485.0
baseball,unknown,Westminster (PA),2026-04-04,Geneva,L 5-8,5.0,8.0,615449,615127.0
baseball,unknown,Westminster (PA),2026-04-04,Geneva,W 2-1,2.0,1.0,615449,615127.0
baseball,unknown,Westminster (PA),2026-04-17,Bethany (WV),L 3-5,3.0,5.0,615449,615156.0
baseball,unknown,Westminster (PA),2026-04-17,Bethany (WV),W 6-1,6.0,1.0,615449,615156.0
baseball,unknown,Wheaton (IL),2026-03-19,Concordia Chicago,L 1-4,1.0,4.0,615387,615187.0
baseball,unknown,Wheaton (IL),2026-04-06,North Park,L 2-4,2.0,4.0,615387,615304.0
baseball,unknown,Wheaton (IL),2026-04-17,Carthage,W 20-7,20.0,7.0,615387,615171.0
baseball,unknown,Wheeling,2026-02-14,Virginia St.,W 3-0,3.0,0.0,614938,615092.0
baseball,unknown,Wheeling,2026-02-14,Virginia St.,W 4-0,4.0,0.0,614938,615092.0
baseball,unknown,Wheeling,2026-02-28,CarolinaU,W 10-4,10.0,4.0,614938,
baseball,unknown,Wheeling,2026-02-28,CarolinaU,W 16-6,16.0,6.0,614938,
baseball,unknown,Wheeling,2026-03-01,CarolinaU,W 20-8,20.0,8.0,614938,
baseball,unknown,Wheeling,2026-03-21,West Va. Wesleyan,W 7-3,7.0,3.0,614938,614930.0
baseball,unknown,Wheeling,2026-03-21,West Va. Wesleyan,W 8-4,8.0,4.0,614938,614930.0
baseball,unknown,Wheeling,2026-03-22,Davis & Elkins,W 12-3,12.0,3.0,614938,615028.0
baseball,unknown,Wheeling,2026-03-22,Davis & Elkins,W 7-2,7.0,2.0,614938,615028.0
baseball,unknown,Wheeling,2026-03-30,"Concord @Washington, PA",W 3-2,3.0,2.0,614938,615111.0
baseball,unknown,Wheeling,2026-03-30,"Concord @Washington, PA",W 2-1,2.0,1.0,614938,615111.0
baseball,unknown,Whittier,2026-04-04,Claremont-M-S,W 10-0,10.0,0.0,615390,615181.0
baseball,unknown,Whittier,2026-04-04,Claremont-M-S,W 10-8,10.0,8.0,615390,615181.0
baseball,unknown,Whittier,2026-04-17,Cal Lutheran,L 4-6,4.0,6.0,615390,615166.0
baseball,unknown,Whitworth,2026-04-04,Willamette,L 3-4,3.0,4.0,615450,615393.0
baseball,unknown,Whitworth,2026-04-04,Willamette,L 4-9,4.0,9.0,615450,615393.0
baseball,D1,Wichita St.,2026-04-02,Tulane,L 2-4,2.0,4.0,614817,614762.0
baseball,unknown,Widener,2026-04-04,Albright,W 7-6 (9),7.0,6.0,615391,615141.0
baseball,unknown,Widener,2026-04-04,Albright,W 7-1,7.0,1.0,615391,615141.0
baseball,unknown,Widener,2026-04-17,Hood,W 7-6,7.0,6.0,615391,615460.0
baseball,unknown,Wilkes,2026-03-06,"Alvernia @Fort Pierc, FL",L 5-8,5.0,8.0,615392,615409.0
baseball,unknown,Wilkes,2026-04-04,Elizabethtown,W 8-5,8.0,5.0,615392,615201.0
baseball,unknown,Willamette,2026-03-03,Warner Pacific,L 5-20,5.0,20.0,615393,
baseball,unknown,Willamette,2026-04-04,Whitworth,W 4-3,4.0,3.0,615393,615450.0
baseball,unknown,Willamette,2026-04-04,Whitworth,W 9-4,9.0,4.0,615393,615450.0
baseball,D1,William & Mary,2026-04-02,Campbell,L 2-5,2.0,5.0,614818,614577.0
baseball,unknown,William Peace,2026-04-04,Mary Baldwin,W 10-8,10.0,8.0,615477,615275.0
baseball,unknown,William Peace,2026-04-04,Mary Baldwin,L 1-10,1.0,10.0,615477,615275.0
baseball,unknown,Williams,2026-04-04,Trinity (CT),L 2-9,2.0,9.0,615395,615364.0
baseball,unknown,Williams,2026-04-04,Trinity (CT),L 3-13,3.0,13.0,615395,615364.0
baseball,unknown,Williams,2026-04-08,Skidmore,L 3-8,3.0,8.0,615395,615352.0
baseball,unknown,Williams,2026-04-17,Amherst,L 7-24,7.0,24.0,615395,615145.0
baseball,unknown,Wilson,2026-04-04,Penn St.-Abington,L 4-10,4.0,10.0,615270,615130.0
baseball,unknown,Wilson,2026-04-04,Penn St.-Abington,W 6-3,6.0,3.0,615270,615130.0
baseball,unknown,Wingate,2026-04-17,Lincoln Memorial,L 10-11,10.0,11.0,614909,614886.0
baseball,D1,Winthrop,2026-04-02,Western Caro.,L 7-15,7.0,15.0,614819,614813.0
baseball,unknown,Wis. Lutheran,2026-04-04,Aurora,L 1-12,1.0,12.0,615467,615149.0
baseball,unknown,Wis. Lutheran,2026-04-04,Aurora,L 0-10,0.0,10.0,615467,615149.0
baseball,unknown,Wis.-Oshkosh,2026-04-05,"Wis.-Stevens Point @Wisconsin Rapids, WI",L 3-12,3.0,12.0,615397,615399.0
baseball,unknown,Wis.-Oshkosh,2026-04-05,"Wis.-Stevens Point @Wisconsin Rapids, Wis.",W 10-0,10.0,0.0,615397,615399.0
baseball,unknown,Wis.-Platteville,2026-04-04,UW-River Falls,W 13-3,13.0,3.0,615398,615126.0
baseball,unknown,Wis.-Platteville,2026-04-04,UW-River Falls,L 12-18,12.0,18.0,615398,615126.0
baseball,unknown,Wis.-Stevens Point,2026-04-05,"Wis.-Oshkosh @Wisconsin Rapids, WI",W 12-3,12.0,3.0,615399,615397.0
baseball,unknown,Wis.-Stevens Point,2026-04-05,"Wis.-Oshkosh @Wisconsin Rapids, Wis.",L 0-10,0.0,10.0,615399,615397.0
baseball,unknown,Wis.-Superior,2026-04-17,North Central (MN),W 8-0,8.0,0.0,615401,615497.0
baseball,unknown,Wittenberg,2026-03-11,"Cairn @Myrtle Beach, SC",W 11-1,11.0,1.0,615403,615441.0
baseball,unknown,Wittenberg,2026-04-17,John Carroll,W 15-2,15.0,2.0,615403,615234.0
