year,sport,snapshot_date,is_selection,rank,yearId,name,w,l,wp,owp,oowp,rpi
2024,baseball,2024-02-19,False,160.0,574228,Bellarmine,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,84.0,573987,Belmont,3,1,0.61765,0.5,0.75,0.59191
2024,baseball,2024-02-19,False,100.0,574013,Bethune-Cookman,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,244.0,574014,Binghamton,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,50.0,574015,Boston College,2,1,0.66667,0.83333,0.42593,0.68981
2024,baseball,2024-02-19,False,160.0,574016,Bowling Green,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,160.0,574017,Bradley,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,,574019,Brown,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,244.0,574020,Bryant,0,1,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,210.0,574021,Bucknell,1,2,0.37037,0.33333,0.53704,0.39352
2024,baseball,2024-02-19,False,244.0,574022,Butler,0,2,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,233.0,574024,CSU Bakersfield,0,3,0.0,0.5,0.44444,0.36111
2024,baseball,2024-02-19,False,292.0,574028,CSUN,1,2,0.21212,0.0,0.375,0.14678
2024,baseball,2024-02-19,False,215.0,574023,Cal Poly,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,65.0,574026,Cal St. Fullerton,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,92.0,574031,California,2,1,0.66667,0.5,0.62963,0.57407
2024,baseball,2024-02-19,False,150.0,573994,California Baptist,2,2,0.46512,0.5,0.5,0.49128
2024,baseball,2024-02-19,False,100.0,574036,Campbell,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,244.0,574037,Canisius,0,1,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,210.0,573972,Central Ark.,1,2,0.37037,0.33333,0.53704,0.39352
2024,baseball,2024-02-19,False,,574038,Central Conn. St.,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,195.0,574040,Central Mich.,1,3,0.325,0.5,0.4375,0.44062
2024,baseball,2024-02-19,False,100.0,574011,Charleston So.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,215.0,574140,Charlotte,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,244.0,574041,Cincinnati,0,2,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574043,Clemson,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,197.0,574044,Coastal Carolina,1,2,0.21212,0.5,0.48148,0.4234
2024,baseball,2024-02-19,False,2.0,573974,Col. of Charleston,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,,574045,Columbia,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,244.0,574047,Coppin St.,0,2,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,,574048,Cornell,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,2.0,574049,Creighton,2,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,573975,DBU,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,,574050,Dartmouth,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,215.0,574051,Davidson,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,100.0,574052,Dayton,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,136.0,574054,Delaware,1,1,0.65,0.5,0.5,0.5375
2024,baseball,2024-02-19,False,160.0,574053,Delaware St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,60.0,574055,Duke,3,0,1.0,0.5,0.55556,0.63889
2024,baseball,2024-02-19,False,2.0,574057,ETSU,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,574056,East Carolina,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574058,Eastern Ill.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,244.0,574059,Eastern Ky.,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,203.0,574060,Eastern Mich.,1,3,0.38235,0.5,0.25,0.40809
2024,baseball,2024-02-19,False,215.0,573976,Elon,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,65.0,574061,Evansville,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,203.0,574063,FDU,1,3,0.38235,0.5,0.25,0.40809
2024,baseball,2024-02-19,False,244.0,573991,FGCU,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574066,FIU,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,244.0,574062,Fairfield,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,160.0,574065,Fla. Atlantic,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,244.0,574068,Florida,0,1,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,100.0,574064,Florida A&M,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,574067,Florida St.,2,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,212.0,574069,Fordham,0,3,0.0,0.55556,0.44444,0.38889
2024,baseball,2024-02-19,False,2.0,574025,Fresno St.,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,215.0,574073,Ga. Southern,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,215.0,573977,Gardner-Webb,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,233.0,574070,George Mason,0,3,0.0,0.5,0.44444,0.36111
2024,baseball,2024-02-19,False,244.0,574071,George Washington,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,208.0,574072,Georgetown,0,3,0.0,0.66667,0.2963,0.40741
2024,baseball,2024-02-19,False,2.0,574076,Georgia,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574074,Georgia St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574075,Georgia Tech,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,244.0,574077,Gonzaga,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,145.0,574078,Grambling,1,2,0.33333,0.66667,0.33333,0.5
2024,baseball,2024-02-19,False,196.0,573978,Grand Canyon,2,0,1.0,0.0,0.75,0.4375
2024,baseball,2024-02-19,False,,574080,Harvard,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,152.0,574081,Hawaii,2,2,0.35,0.5,0.5,0.4625
2024,baseball,2024-02-19,False,236.0,573988,High Point,1,3,0.15217,0.5,0.25,0.35054
2024,baseball,2024-02-19,False,244.0,574082,Hofstra,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,160.0,574083,Holy Cross,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574085,Houston,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,84.0,574084,Houston Christian,3,1,0.61765,0.5,0.75,0.59191
2024,baseball,2024-02-19,False,143.0,574087,Illinois,2,2,0.54054,0.5,0.5,0.51014
2024,baseball,2024-02-19,False,230.0,574086,Illinois St.,1,2,0.33333,0.33333,0.53704,0.38426
2024,baseball,2024-02-19,False,99.0,574090,Indiana,2,1,0.69697,0.5,0.51852,0.55387
2024,baseball,2024-02-19,False,59.0,574089,Indiana St.,2,0,1.0,0.5,0.58333,0.64583
2024,baseball,2024-02-19,False,244.0,574092,Iona,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,51.0,574093,Iowa,2,1,0.66667,0.83333,0.41898,0.68808
2024,baseball,2024-02-19,False,145.0,574094,Jackson St.,2,1,0.66667,0.33333,0.66667,0.5
2024,baseball,2024-02-19,False,2.0,574096,Jacksonville,2,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,100.0,574095,Jacksonville St.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,160.0,574097,James Madison,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,201.0,574099,Kansas,1,2,0.33333,0.5,0.33333,0.41667
2024,baseball,2024-02-19,False,92.0,574098,Kansas St.,2,1,0.66667,0.5,0.62963,0.57407
2024,baseball,2024-02-19,False,160.0,573979,Kennesaw St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,160.0,574100,Kent St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574101,Kentucky,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,244.0,574106,LIU,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,65.0,574112,LMU (CA),2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,54.0,574108,LSU,3,0,1.0,0.5,0.61111,0.65278
2024,baseball,2024-02-19,False,244.0,574102,Lafayette,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,94.0,574103,Lamar University,2,1,0.74074,0.5,0.51852,0.56481
2024,baseball,2024-02-19,False,203.0,574412,Le Moyne,1,3,0.38235,0.5,0.25,0.40809
2024,baseball,2024-02-19,False,63.0,574104,Lehigh,2,1,0.66667,0.66667,0.53704,0.63426
2024,baseball,2024-02-19,False,2.0,574105,Liberty,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574230,Lindenwood,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,215.0,573990,Lipscomb,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,215.0,574007,Little Rock,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,2.0,574027,Long Beach St.,2,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,574107,Longwood,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,100.0,574220,Louisiana,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,574109,Louisiana Tech,4,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,159.0,574110,Louisville,0,2,0.0,0.75,0.33333,0.45833
2024,baseball,2024-02-19,False,244.0,574113,Maine,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574114,Manhattan,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,160.0,574115,Marist,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,244.0,574116,Marshall,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,65.0,574118,Maryland,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,,574120,Massachusetts,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,244.0,574121,McNeese,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,160.0,574122,Memphis,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,100.0,574123,Mercer,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,242.0,573973,Merrimack,0,3,0.0,0.38889,0.40741,0.2963
2024,baseball,2024-02-19,False,2.0,574125,Miami (FL),3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,244.0,574124,Miami (OH),0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,145.0,574127,Michigan,2,2,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,231.0,574126,Michigan St.,1,3,0.25,0.41667,0.45312,0.38411
2024,baseball,2024-02-19,False,100.0,574128,Middle Tenn.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,244.0,573967,Milwaukee,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,100.0,574129,Minnesota,2,1,0.66667,0.5,0.51852,0.5463
2024,baseball,2024-02-19,False,100.0,574130,Mississippi St.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,,574131,Mississippi Val.,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,65.0,574133,Missouri,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,65.0,574218,Missouri St.,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,198.0,574134,Monmouth,1,3,0.25,0.5,0.4375,0.42188
2024,baseball,2024-02-19,False,65.0,574135,Morehead St.,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,160.0,574136,Mount St. Mary's,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574137,Murray St.,2,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,574154,N.C. A&T,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,100.0,574155,NC State,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,203.0,574160,NIU,1,3,0.38235,0.5,0.25,0.40809
2024,baseball,2024-02-19,False,244.0,574147,NJIT,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,65.0,573946,Navy,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,212.0,574143,Nebraska,1,2,0.33333,0.33333,0.55556,0.38889
2024,baseball,2024-02-19,False,1.0,574146,Nevada,2,1,0.78788,1.0,0.625,0.85322
2024,baseball,2024-02-19,False,160.0,574149,New Mexico,1,2,0.33333,0.5,0.48148,0.4537
2024,baseball,2024-02-19,False,100.0,574148,New Mexico St.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,100.0,574150,New Orleans,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,574151,Niagara,4,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,574152,Nicholls,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,100.0,574153,Norfolk St.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,151.0,573993,North Ala.,1,2,0.37037,0.5,0.48148,0.46296
2024,baseball,2024-02-19,False,2.0,574139,North Carolina,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,244.0,574156,North Dakota St.,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,152.0,573983,North Florida,1,1,0.35,0.5,0.5,0.4625
2024,baseball,2024-02-19,False,160.0,574158,Northeastern,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,244.0,574159,Northern Colo.,0,4,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,65.0,574161,Northern Ky.,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,160.0,574163,Northwestern,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,244.0,574162,Northwestern St.,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574164,Notre Dame,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574165,Oakland,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,65.0,574167,Ohio,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,96.0,574166,Ohio St.,2,1,0.66667,0.5,0.57407,0.56019
2024,baseball,2024-02-19,False,80.0,574169,Oklahoma,2,1,0.66667,0.66667,0.44444,0.61111
2024,baseball,2024-02-19,False,160.0,574168,Oklahoma St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574170,Old Dominion,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,136.0,574132,Ole Miss,2,2,0.65,0.5,0.5,0.5375
2024,baseball,2024-02-19,False,244.0,574144,Omaha,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,215.0,574171,Oral Roberts,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,97.0,574173,Oregon,2,1,0.66667,0.5,0.55556,0.55556
2024,baseball,2024-02-19,False,60.0,574172,Oregon St.,3,0,1.0,0.5,0.55556,0.63889
2024,baseball,2024-02-19,False,215.0,574174,Pacific,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,,574177,Penn,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,90.0,574176,Penn St.,3,1,0.75,0.5,0.5625,0.57812
2024,baseball,2024-02-19,False,209.0,574178,Pepperdine,1,3,0.175,0.5,0.4375,0.40312
2024,baseball,2024-02-19,False,2.0,574179,Pittsburgh,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,65.0,574180,Portland,2,1,0.78788,0.5,0.66667,0.61364
2024,baseball,2024-02-19,False,52.0,574181,Prairie View,3,0,1.0,0.5,0.66667,0.66667
2024,baseball,2024-02-19,False,2.0,573980,Presbyterian,4,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,,574182,Princeton,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,64.0,574183,Purdue,3,1,0.75,0.5,0.75,0.625
2024,baseball,2024-02-19,False,244.0,574091,Purdue Fort Wayne,0,2,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574231,Queens (NC),0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574184,Quinnipiac,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574185,Radford,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,136.0,574186,Rhode Island,1,1,0.65,0.5,0.5,0.5375
2024,baseball,2024-02-19,False,244.0,574187,Rice,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574188,Richmond,0,4,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,244.0,574189,Rider,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574190,Rutgers,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,134.0,574222,SFA,3,1,0.61765,0.5,0.5625,0.54504
2024,baseball,2024-02-19,False,203.0,574215,SIUE,1,3,0.38235,0.5,0.25,0.40809
2024,baseball,2024-02-19,False,215.0,574029,Sacramento St.,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,244.0,574191,Sacred Heart,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574194,Saint Joseph's,1,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,54.0,574195,Saint Louis,3,0,1.0,0.5,0.61111,0.65278
2024,baseball,2024-02-19,False,100.0,574196,Saint Mary's (CA),2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,244.0,574197,Saint Peter's,0,4,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,100.0,574198,Sam Houston,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,574199,Samford,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574201,San Diego,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,215.0,574200,San Diego St.,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,84.0,574202,San Francisco,3,1,0.61765,0.5,0.75,0.59191
2024,baseball,2024-02-19,False,244.0,574203,San Jose St.,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,160.0,574204,Santa Clara,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,160.0,573981,Seattle U,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,194.0,574205,Seton Hall,2,1,0.66667,0.27778,0.59028,0.45312
2024,baseball,2024-02-19,False,244.0,574206,Siena,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,60.0,574207,South Alabama,3,0,1.0,0.5,0.55556,0.63889
2024,baseball,2024-02-19,False,2.0,574208,South Carolina,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574209,South Dakota St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,238.0,574210,South Fla.,0,1,0.0,0.5,0.33333,0.33333
2024,baseball,2024-02-19,False,244.0,574211,Southeast Mo. St.,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,100.0,574212,Southeastern La.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,241.0,574213,Southern California,0,3,0.0,0.5,0.24074,0.31019
2024,baseball,2024-02-19,False,2.0,574214,Southern Ill.,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,233.0,574232,Southern Ind.,0,3,0.0,0.5,0.44444,0.36111
2024,baseball,2024-02-19,False,100.0,574216,Southern Miss.,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,238.0,574217,Southern U.,1,2,0.33333,0.16667,0.66667,0.33333
2024,baseball,2024-02-19,False,160.0,574192,St. Bonaventure,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574193,St. John's (NY),1,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,202.0,573909,St. Thomas (MN),1,3,0.25,0.5,0.38889,0.40972
2024,baseball,2024-02-19,False,215.0,574221,Stanford,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,152.0,574223,Stetson,1,1,0.35,0.5,0.5,0.4625
2024,baseball,2024-02-19,False,160.0,574233,Stonehill,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,232.0,574224,Stony Brook,1,3,0.25,0.5,0.25,0.375
2024,baseball,2024-02-19,False,2.0,573914,TCU,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,573910,Tarleton St.,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,97.0,574226,Tennessee,2,1,0.66667,0.5,0.55556,0.55556
2024,baseball,2024-02-19,False,100.0,574225,Tennessee Tech,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,100.0,573918,Texas,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,573913,Texas A&M,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,52.0,573915,Texas Southern,2,1,0.66667,0.83333,0.33333,0.66667
2024,baseball,2024-02-19,False,2.0,574219,Texas St.,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,80.0,573916,Texas Tech,2,1,0.66667,0.66667,0.44444,0.61111
2024,baseball,2024-02-19,False,100.0,574042,The Citadel,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,160.0,573920,Toledo,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,199.0,573921,Towson,1,3,0.29412,0.5,0.38889,0.42075
2024,baseball,2024-02-19,False,84.0,573922,Troy,3,1,0.61765,0.5,0.75,0.59191
2024,baseball,2024-02-19,False,100.0,573923,Tulane,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,100.0,573999,UAB,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,,574000,UAlbany,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,100.0,574032,UC Davis,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,2.0,574033,UC Irvine,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,135.0,574035,UC Riverside,2,2,0.35,0.66667,0.46875,0.53802
2024,baseball,2024-02-19,False,2.0,574229,UC San Diego,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,160.0,574030,UC Santa Barbara,1,2,0.48148,0.5,0.33333,0.4537
2024,baseball,2024-02-19,False,2.0,574039,UCF,1,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,2.0,574034,UCLA,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,91.0,574046,UConn,2,1,0.69697,0.5,0.61111,0.57702
2024,baseball,2024-02-19,False,89.0,574088,UIC,2,1,0.66667,0.5,0.66667,0.58333
2024,baseball,2024-02-19,False,2.0,573984,UIW,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,215.0,574157,ULM,1,2,0.21212,0.5,0.33333,0.38636
2024,baseball,2024-02-19,False,,574117,UMBC,0,0,0.5,0.5,0.5,0.5
2024,baseball,2024-02-19,False,244.0,574119,UMES,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,57.0,574111,UMass Lowell,3,1,0.84783,0.5,0.75,0.64946
2024,baseball,2024-02-19,False,244.0,574138,UNC Asheville,0,3,0.0,0.5,0.0,0.25
2024,baseball,2024-02-19,False,2.0,574141,UNC Greensboro,3,0,1.0,0.5,1.0,0.75
2024,baseball,2024-02-19,False,100.0,574142,UNCW,2,1,0.51852,0.5,0.66667,0.5463
2024,baseball,2024-02-19,False,65.0,574145,UNLV,2,1,0.78788,0.5,0.66667,0.61364
