year,sport,snapshot_date,is_selection,rank,yearId,name,w,l,wp,owp,oowp,rpi
2025,baseball,2025-02-17,False,,596530,Dartmouth,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,153.0,596531,Davidson,1,1,0.35,0.5,0.5,0.4625
2025,baseball,2025-02-17,False,230.0,596532,Dayton,2,2,0.5,0.0,0.75,0.3125
2025,baseball,2025-02-17,False,233.0,596534,Delaware,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596533,Delaware St.,0,2,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,203.0,596708,Duke,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,1.0,596536,ETSU,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,103.0,596535,East Carolina,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,162.0,596537,Eastern Ill.,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,219.0,596538,Eastern Ky.,0,3,0.0,0.5,0.44444,0.36111
2025,baseball,2025-02-17,False,233.0,596539,Eastern Mich.,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596460,Elon,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596709,Evansville,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596541,FDU,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,203.0,596473,FGCU,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,1.0,596544,FIU,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,76.0,596540,Fairfield,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,1.0,596543,Fla. Atlantic,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596546,Florida,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,203.0,596542,Florida A&M,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,1.0,596545,Florida St.,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596547,Fordham,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,103.0,596707,Fresno St.,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,1.0,596551,Ga. Southern,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,225.0,596461,Gardner-Webb,1,3,0.15217,0.5,0.25,0.35054
2025,baseball,2025-02-17,False,162.0,596548,George Mason,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,233.0,596549,George Washington,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,162.0,596550,Georgetown,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,90.0,596554,Georgia,3,1,0.825,0.5,0.5625,0.59688
2025,baseball,2025-02-17,False,1.0,596552,Georgia St.,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596553,Georgia Tech,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,162.0,596555,Gonzaga,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,73.0,596710,Grambling,2,1,0.66667,0.66667,0.48148,0.62037
2025,baseball,2025-02-17,False,218.0,596462,Grand Canyon,1,2,0.30303,0.33333,0.48148,0.36279
2025,baseball,2025-02-17,False,,596556,Harvard,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,1.0,596557,Hawaii,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596705,High Point,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596558,Hofstra,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,162.0,596559,Holy Cross,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,103.0,596561,Houston,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,91.0,596560,Houston Christian,3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,97.0,596563,Illinois,2,1,0.66667,0.5,0.66667,0.58333
2025,baseball,2025-02-17,False,233.0,596562,Illinois St.,0,2,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,219.0,596566,Indiana,0,3,0.0,0.5,0.44444,0.36111
2025,baseball,2025-02-17,False,97.0,596565,Indiana St.,2,1,0.66667,0.5,0.66667,0.58333
2025,baseball,2025-02-17,False,134.0,596568,Iona,1,1,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,162.0,596569,Iowa,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,102.0,596570,Jackson St.,2,1,0.66667,0.5,0.55556,0.55556
2025,baseball,2025-02-17,False,233.0,596572,Jacksonville,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,91.0,596571,Jacksonville St.,3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,233.0,596573,James Madison,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596575,Kansas,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,149.0,596574,Kansas St.,1,2,0.37037,0.5,0.48148,0.46296
2025,baseball,2025-02-17,False,203.0,596463,Kennesaw St.,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,149.0,596576,Kent St.,1,2,0.37037,0.5,0.48148,0.46296
2025,baseball,2025-02-17,False,134.0,596577,Kentucky,1,1,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,142.0,596711,LIU,2,2,0.58824,0.5,0.5,0.52206
2025,baseball,2025-02-17,False,1.0,596587,LMU (CA),3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596583,LSU,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596578,Lafayette,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,76.0,596579,Lamar University,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,233.0,596699,Le Moyne,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596580,Lehigh,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596581,Liberty,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596695,Lindenwood,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,153.0,596472,Lipscomb,1,1,0.35,0.5,0.5,0.4625
2025,baseball,2025-02-17,False,1.0,596488,Little Rock,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,203.0,596507,Long Beach St.,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,233.0,596582,Longwood,0,2,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,203.0,596687,Louisiana,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,1.0,596584,Louisiana Tech,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,145.0,596585,Louisville,2,1,0.66667,0.33333,0.62963,0.49074
2025,baseball,2025-02-17,False,233.0,596588,Maine,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596589,Manhattan,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,227.0,596590,Marist,0,4,0.0,0.5,0.375,0.34375
2025,baseball,2025-02-17,False,233.0,596591,Marshall,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,103.0,596593,Maryland,2,1,0.66667,0.5,0.51852,0.5463
2025,baseball,2025-02-17,False,,596595,Massachusetts,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,103.0,596596,McNeese,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,153.0,596597,Memphis,1,1,0.35,0.5,0.5,0.4625
2025,baseball,2025-02-17,False,103.0,596598,Mercer,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,228.0,596906,Mercyhurst,0,3,0.0,0.5,0.37037,0.34259
2025,baseball,2025-02-17,False,233.0,596458,Merrimack,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596600,Miami (FL),3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,59.0,596599,Miami (OH),2,1,0.78788,0.83333,0.51852,0.74327
2025,baseball,2025-02-17,False,67.0,596602,Michigan,3,0,1.0,0.5,0.55556,0.63889
2025,baseball,2025-02-17,False,61.0,596601,Michigan St.,4,0,1.0,0.5,0.75,0.6875
2025,baseball,2025-02-17,False,203.0,596603,Middle Tenn.,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,162.0,596452,Milwaukee,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,162.0,596604,Minnesota,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,1.0,596605,Mississippi St.,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,,596606,Mississippi Val.,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,162.0,596608,Missouri,1,2,0.33333,0.5,0.48148,0.4537
2025,baseball,2025-02-17,False,76.0,596685,Missouri St.,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,61.0,596609,Monmouth,2,2,0.5,1.0,0.25,0.6875
2025,baseball,2025-02-17,False,134.0,596610,Morehead St.,1,1,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,1.0,596611,Mount St. Mary's,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596612,Murray St.,2,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596627,N.C. A&T,2,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596628,NC State,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,162.0,596633,NIU,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,233.0,596621,NJIT,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596431,Navy,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,67.0,596712,Nebraska,2,1,0.66667,0.66667,0.55556,0.63889
2025,baseball,2025-02-17,False,162.0,596620,Nevada,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,103.0,596623,New Mexico,2,1,0.66667,0.5,0.51852,0.5463
2025,baseball,2025-02-17,False,103.0,596622,New Mexico St.,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,162.0,596624,New Orleans,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,233.0,596625,Niagara,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,103.0,596713,Nicholls,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,233.0,596626,Norfolk St.,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,97.0,596475,North Ala.,2,1,0.66667,0.5,0.66667,0.58333
2025,baseball,2025-02-17,False,1.0,596614,North Carolina,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596629,North Dakota St.,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,203.0,596467,North Florida,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,134.0,596631,Northeastern,1,1,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,134.0,596632,Northern Colo.,2,2,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,233.0,596634,Northern Ky.,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,76.0,596636,Northwestern,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,103.0,596635,Northwestern St.,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,76.0,596637,Notre Dame,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,196.0,596638,Oakland,1,3,0.38235,0.5,0.25,0.40809
2025,baseball,2025-02-17,False,233.0,596640,Ohio,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,233.0,596639,Ohio St.,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596641,Oklahoma,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,143.0,596714,Oklahoma St.,1,2,0.33333,0.66667,0.40741,0.51852
2025,baseball,2025-02-17,False,233.0,596642,Old Dominion,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,103.0,596607,Ole Miss,2,1,0.66667,0.5,0.51852,0.5463
2025,baseball,2025-02-17,False,233.0,596618,Omaha,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596715,Oral Roberts,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,91.0,596644,Oregon,3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,67.0,596643,Oregon St.,3,0,1.0,0.5,0.55556,0.63889
2025,baseball,2025-02-17,False,103.0,596645,Pacific,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,,596716,Penn,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,103.0,596647,Penn St.,2,1,0.66667,0.5,0.51852,0.5463
2025,baseball,2025-02-17,False,233.0,596648,Pepperdine,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596649,Pittsburgh,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,162.0,596650,Portland,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,216.0,596651,Prairie View,1,2,0.33333,0.33333,0.51852,0.37963
2025,baseball,2025-02-17,False,103.0,596464,Presbyterian,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,,596652,Princeton,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,1.0,596653,Purdue,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596567,Purdue Fort Wayne,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,76.0,596696,Queens (NC),2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,191.0,596654,Quinnipiac,1,3,0.325,0.5,0.4375,0.44062
2025,baseball,2025-02-17,False,203.0,596655,Radford,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,76.0,596656,Rhode Island,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,219.0,596657,Rice,0,3,0.0,0.5,0.44444,0.36111
2025,baseball,2025-02-17,False,1.0,596658,Richmond,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,,596659,Rider,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,76.0,596660,Rutgers,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,233.0,596689,SFA,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,101.0,596683,SIUE,2,1,0.74074,0.5,0.51852,0.56481
2025,baseball,2025-02-17,False,202.0,596509,Sacramento St.,1,2,0.25926,0.5,0.33333,0.39815
2025,baseball,2025-02-17,False,233.0,596661,Sacred Heart,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,149.0,596663,Saint Joseph's,1,2,0.37037,0.5,0.48148,0.46296
2025,baseball,2025-02-17,False,196.0,596664,Saint Louis,1,3,0.38235,0.5,0.25,0.40809
2025,baseball,2025-02-17,False,91.0,596665,Saint Mary's (CA),3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,196.0,596666,Saint Peter's,1,3,0.38235,0.5,0.25,0.40809
2025,baseball,2025-02-17,False,203.0,596667,Sam Houston,1,2,0.21212,0.5,0.33333,0.38636
2025,baseball,2025-02-17,False,1.0,596668,Samford,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596670,San Diego,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,217.0,596669,San Diego St.,1,2,0.33333,0.33333,0.48148,0.37037
2025,baseball,2025-02-17,False,89.0,596671,San Francisco,2,1,0.74074,0.5,0.66667,0.60185
2025,baseball,2025-02-17,False,76.0,596672,San Jose St.,2,1,0.78788,0.5,0.66667,0.61364
2025,baseball,2025-02-17,False,103.0,596673,Santa Clara,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,233.0,596465,Seattle U,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,219.0,596674,Seton Hall,1,2,0.33333,0.33333,0.44444,0.36111
2025,baseball,2025-02-17,False,233.0,596675,Siena,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,67.0,596676,South Alabama,3,0,1.0,0.5,0.55556,0.63889
2025,baseball,2025-02-17,False,1.0,596677,South Carolina,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,,596678,South Dakota St.,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,103.0,596679,South Fla.,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,134.0,596718,Southeast Mo. St.,1,1,0.65,0.5,0.5,0.5375
2025,baseball,2025-02-17,False,1.0,596680,Southeastern La.,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596681,Southern California,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,162.0,596682,Southern Ill.,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,64.0,596697,Southern Ind.,3,1,0.84783,0.5,0.75,0.64946
2025,baseball,2025-02-17,False,1.0,596719,Southern Miss.,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,103.0,596684,Southern U.,2,1,0.66667,0.5,0.51852,0.5463
2025,baseball,2025-02-17,False,64.0,596662,St. Bonaventure,3,1,0.84783,0.5,0.75,0.64946
2025,baseball,2025-02-17,False,233.0,596717,St. John's (NY),0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,162.0,596417,St. Thomas (MN),1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,1.0,596688,Stanford,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,67.0,596720,Stetson,3,0,1.0,0.5,0.55556,0.63889
2025,baseball,2025-02-17,False,233.0,596698,Stonehill,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,1.0,596690,Stony Brook,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596421,TCU,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,91.0,596700,Tarleton St.,3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,1.0,596721,Tennessee,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596691,Tennessee Tech,4,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,73.0,596425,Texas,2,1,0.66667,0.66667,0.48148,0.62037
2025,baseball,2025-02-17,False,1.0,596420,Texas A&M,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,190.0,596422,Texas Southern,1,2,0.33333,0.5,0.44444,0.44444
2025,baseball,2025-02-17,False,1.0,596686,Texas St.,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,233.0,596423,Texas Tech,0,3,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,232.0,596522,The Citadel,1,2,0.21212,0.16667,0.48148,0.25673
2025,baseball,2025-02-17,False,196.0,596427,Toledo,1,3,0.38235,0.5,0.25,0.40809
2025,baseball,2025-02-17,False,143.0,596428,Towson,1,2,0.33333,0.66667,0.40741,0.51852
2025,baseball,2025-02-17,False,1.0,596429,Troy,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596701,Tulane,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,147.0,596481,UAB,2,1,0.66667,0.33333,0.59259,0.48148
2025,baseball,2025-02-17,False,,596482,UAlbany,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,103.0,596512,UC Davis,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,60.0,596513,UC Irvine,2,1,0.66667,0.83333,0.51852,0.71296
2025,baseball,2025-02-17,False,103.0,596515,UC Riverside,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,162.0,596694,UC San Diego,1,2,0.48148,0.5,0.33333,0.4537
2025,baseball,2025-02-17,False,1.0,596510,UC Santa Barbara,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596519,UCF,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,1.0,596514,UCLA,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,219.0,596526,UConn,0,3,0.0,0.5,0.44444,0.36111
2025,baseball,2025-02-17,False,100.0,596564,UIC,1,2,0.48148,0.66667,0.48148,0.57407
2025,baseball,2025-02-17,False,91.0,596468,UIW,3,1,0.61765,0.5,0.75,0.59191
2025,baseball,2025-02-17,False,103.0,596630,ULM,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,,596592,UMBC,0,0,0.5,0.5,0.5,0.5
2025,baseball,2025-02-17,False,233.0,596594,UMES,0,4,0.0,0.5,0.0,0.25
2025,baseball,2025-02-17,False,145.0,596586,UMass Lowell,2,1,0.66667,0.33333,0.62963,0.49074
2025,baseball,2025-02-17,False,1.0,596613,UNC Asheville,3,0,1.0,0.5,1.0,0.75
2025,baseball,2025-02-17,False,103.0,596616,UNC Greensboro,2,1,0.51852,0.5,0.66667,0.5463
2025,baseball,2025-02-17,False,153.0,596617,UNCW,2,2,0.35,0.5,0.5,0.4625
2025,baseball,2025-02-17,False,162.0,596619,UNLV,1,2,0.33333,0.5,0.48148,0.4537
