id,player_name,position,classification,transferred,previous_team,recruited_rank,sixty_four_draft_ranking,team_id,player_id_ncaa,secondary_position,utility,height,bat,throw,hometown
96450,Regan Dillon,2B,Sr,FALSE,,,,1512,2817384,DH,FALSE,67,R,R,"Bryant, AR"
96451,Regan Duran,OF,,FALSE,,,,1132,2817286,,,,,,
96452,Regan Harris,,,FALSE,,,,1756,2985178,,,,,,
96453,Regan Hermeling,OF,,FALSE,,,,1255,2465921,,,67,R,R,"Tallahassee, FL"
96454,Regan Hutto,P,,FALSE,,,,1783,2488000,,,,,,
96455,Regan Krause,P,,FALSE,,,,1221,2477008,,,70,,,"Pontiac, IL"
96456,Regan Laubscher,OF,,FALSE,,,,1936,2481851,,,,,,
96457,Regan Lee,P,,FALSE,,,,1421,2666654,,FALSE,66,R,R,"Callahan, FL"
96458,Regan Legg,RF,Jr,FALSE,,,,1117,2943646,LF,FALSE,68,R,R,"Ladera Ranch, CA"
96459,Regan Mendick,,Sr,FALSE,,,,1801,2840721,,FALSE,,,,
96460,Regan Myers,C,Jr,FALSE,,,,1988,2963735,,FALSE,,,,"Port Jervis, NY"
96461,Regan Shockey,CF,Jr,FALSE,,,,1096,2950446,1B,FALSE,67,L,R,"Chino Hills, CA"
96462,Regan Spencer,P,,FALSE,,,,1144,2465406,,,71,R,R,"Lexington, NC"
96463,Regan Weisner,1B,,FALSE,,,,1088,2660566,,,68,R,R,"Granite Falls, NC"
96464,Regan Winkler,1B,Sr,FALSE,,,,2000,2969518,,FALSE,68,R,R,
96465,Regan Zak,LF,Jr,FALSE,,,,1691,2964186,,FALSE,64,L,L,"Ramsey, MN"
96466,Reganne Bennett,P,Jr,FALSE,,,,1222,2930086,,FALSE,70,R,R,"Novi, MI"
96467,Reganne Henning,SS,,FALSE,,,,1659,2685005,1B,FALSE,67,R,R,
96468,Regi Hecker,OF,,FALSE,,,,1363,2473711,,,68,L,R,"Lees Summit, MO"
96469,Regina Bangcoro,P,,FALSE,,,,1844,2956451,RF,TRUE,67,R,R,"Easton, PA"
96470,Reiko Flores-Wong,C,,FALSE,,,,2028,2812473,,,,,,
96471,Reili Gardner,CF,Sr,TRUE,1137,,,1239,2477676,,FALSE,66,L,R,"Dyersville, IA"
96472,Reilly Austin,1B,Jr,FALSE,,,,1726,2980008,,FALSE,70,R,R,"Cumberland, RI"
96473,Reilly Bronson,INF,,FALSE,,,,2039,2333633,,,,,,
96474,Reilly Howell,3B,Jr,FALSE,,,,1794,2946792,,FALSE,65,R,R,"North Augusta, SC"
96475,Reilly Russell,2B,Jr,FALSE,,,,1728,2963129,,FALSE,66,R,R,"Windham, ME"
96476,Reilly Vicendese,INF,,FALSE,,,,1435,2498678,,,63,R,R,"Ellicott City, MD"
96477,Reina Castillo,P,,FALSE,,,,1219,2657438,,FALSE,,,R,"Rialto, CA"
96478,Reina Checo,3B,Jr,FALSE,,,,1418,2960770,,FALSE,63,R,R,"Marietta, GA"
96479,Reina Washington,2B,Sr,FALSE,,,,1388,2819256,3B,FALSE,,,,
96480,Reina Zermeno,2B,Sr,FALSE,,,,1240,2797673,,FALSE,67,R,R,"Sacramento, CA"
96481,Reis Beuerlein,P,Sr,FALSE,,,,1195,2799594,,FALSE,69,R,R,"Cave Creek, AZ"
96482,Reis Sjoholm,LF,Jr,FALSE,,,,1121,2938368,,FALSE,65,L,L,"Noblesville, IN"
96483,Reiss McIntyre,P,,FALSE,,,,1958,2962757,RF,TRUE,67,R,R,"Nampa, ID"
96484,Remedios Garcia,INF,,FALSE,,,,2041,2977949,,,66,R,R,"New York City, NY"
96485,Remington Adams,2B,Sr,FALSE,,,,1631,2809853,,FALSE,64,R,R,"Farmington, AR"
96486,Remington Casida,C,,FALSE,,,,1927,2955366,,FALSE,,,,
96487,Remington Ross,OF,,FALSE,,,,1228,2482156,,,63,,,"Carr, CO"
96488,Remington Stark,P,,FALSE,,,,1723,2685614,,,,,,
96489,Remmington Hewitt,1B,Sr,FALSE,,,,1117,2807576,,FALSE,69,R,R,"Pleasant Grove, CA"
96490,Remy Smith,CF,,FALSE,,,,1572,2666190,,FALSE,,R,R,
96491,Ren Herschman,,,FALSE,,,,1702,2670080,,FALSE,,,,
96492,Renae Cunningham,P,Jr,FALSE,,,,1225,2946707,,FALSE,68,R,R,"Heath, OH"
96493,Renee Christian,LF,Jr,FALSE,,,,1293,2966281,,FALSE,65,,,"Oklahoma City, OK"
96494,Renee Gonneville,RF,Jr,FALSE,,,,1978,2940407,CF,FALSE,64,R,L,"Saco, ME"
96495,Renee McDonald,RF,Jr,FALSE,,,,1919,2970208,,FALSE,66,R,R,"South Abington Township, PA"
96496,Renee Nicholson,CF,,FALSE,,,,1694,2682007,,FALSE,,,,
96497,Renee Tooze,UT,,FALSE,,,,1723,2974984,,,,,,
96498,Reneigh Sandmann,1B,,FALSE,,,,1940,2662754,,FALSE,,,,
96499,Revi Brown,UT,,FALSE,,,,1941,2365601,,,68,R,R,"Boise, ID"
96500,Reya Adkins,RF,,FALSE,,,,1606,2831508,SS,FALSE,66,L,R,"Benson, AZ"
96501,Reyna Perez,LF,Jr,FALSE,,,,1936,2956518,,FALSE,63,L,L,
96502,Reyna Rupnow,RF,Jr,FALSE,,,,1663,2944454,LF,FALSE,64,L,R,"Ixonia, WI"
96503,Rhea-Ann Avalos,UT,,FALSE,,,,1301,2807547,,,67,,,"Corpus Christi, TX"
96504,Rhealee Ellis,,,FALSE,,,,1523,2944010,,,,,,"Frankfort, KY"
96505,Rheanne Burden,3B,,FALSE,,,,1886,2683395,,FALSE,,,,
96506,Rheanne Tullock,2B,Jr,FALSE,,,,1925,2948302,,FALSE,64,R,R,"Corryton, TN"
96507,Rhiann Dick,P,,FALSE,,,,1838,2505039,,FALSE,,,L,
96508,Rhianna Smith,3B,,FALSE,,,,1818,2970395,,,,,,
96509,Rhiannon Carroll,DH,Jr,FALSE,,,,1682,2964231,,FALSE,63,R,R,
96510,Rhiannon Ginnetti,OF,,FALSE,,,,1873,2327862,,,,,,
96511,Rhiannon Henry,P,Jr,FALSE,,,,1452,2957916,,FALSE,,,,
96512,Rhiannon Schaefer,P,Jr,FALSE,,,,1819,2970026,3B,TRUE,65,R,R,
96513,Rhiannon Sibbett,LF,Sr,FALSE,,,,1646,2804326,RF,FALSE,62,R,R,"Kelso, WA"
96514,Rhionna Bianchini,INF,,FALSE,,,,1812,2507225,,,,,,
96515,Rhyan Fritz,2B,,FALSE,,,,1423,2951238,SS,FALSE,,R,R,"Le Sueur, MN"
96516,Rhyan Massey,UT,,FALSE,,,,1434,2936956,,,68,L,R,"Limestone, TN"
96517,Rhyan Pogue,INF,,FALSE,,,,1514,2964011,,,68,L,R,"Gunter, TX"
96518,Rhyann Jones,P,Sr,FALSE,,,,1249,2822662,,FALSE,69,R,R,"Daleville, VA"
96519,Rhyleigh Horne,P,Jr,FALSE,,,,1886,2949937,2B,TRUE,,,,
96520,Rhyli Pope,UT,Sr,FALSE,,,,1448,2819809,,,,,,
96521,Riain Keefe,RF,Sr,FALSE,,,,1351,2807650,,FALSE,66,L,R,"Raynham, MA"
96522,Rian Dirmeyer,2b,,FALSE,,,,1323,2493783,,,66,,,"Phoenix, AZ"
96523,Rian Eigenmann,C,,FALSE,,,,1304,2146473,,,66,,,"Millville, NJ"
96524,Riann Fortin,1B,,FALSE,,,,1998,2679594,,,70,R,R,"Newport, VT"
96525,Rianna Sparandero,RF,Jr,FALSE,,,,1407,2954751,,FALSE,67,R,R,"Middletown, NJ"
96526,Ricki Garay,INF,,FALSE,,,,1558,2471307,,,,,,
96527,Rieane Zajac,SS,,FALSE,,,,1914,2944427,,,,,,
96528,Riece Onorato,P,,FALSE,,,,1855,2510474,,FALSE,62,R,R,"Cinnaminson, NJ"
96529,Rielly Lucas,1B,,FALSE,,,,1106,2657285,,FALSE,,,,"Huntington, WV"
96530,Rienna Lucy Higley,1B,So,FALSE,,,,1534,2979739,DH,FALSE,,,,
96531,Rigdon Lambeth,UT,,FALSE,,,,1737,2944605,,,,,,"Greensboro, NC"
96532,Rikki Hadley,OF,,FALSE,,,,1586,2465868,,,,,,
96533,Rilee Baughan,UT,,FALSE,,,,1689,2300603,,,,,,
96534,Rilee Ehrlacher,LF,Sr,FALSE,,,,1404,2803720,CF,FALSE,,R,R,
96535,Rileigh Dalton,P,,FALSE,,,,1658,2967778,,,66,R,R,"Max Meadows, VA"
96536,Rileigh De Weese,INF,,FALSE,,,,1268,2462288,,,66,L,R,"Powhatan, VA"
96537,Rileigh Fortin,SS,,FALSE,,,,2026,2954739,,FALSE,,R,R,
96538,Rileigh Glynn,LF,,FALSE,,,,1853,2977281,,FALSE,,L,L,
96539,Rileigh Morlock,P,,FALSE,,,,1694,2970102,,FALSE,,,,
96540,Riley Alcorn,P,,FALSE,,,,1903,2475532,,,69,R,R,"Marion, OH"
96541,Riley Anderson,DH,,FALSE,,,,1501,2670557,,FALSE,70,R,R,"Lynden, WA"
96542,Riley Andriski,C,,FALSE,,,,2091,2962036,,,69,R,R,"Newmarket, NH"
96543,Riley Barrett,2B,Sr,FALSE,,,,1988,2831331,RF,FALSE,,,,
96544,Riley Barsby,UT,,FALSE,,,,1418,2960764,,,66,R,R,"Milledgeville, GA"
96545,Riley Becker,C,,FALSE,,,,1150,2810135,,,67,R,R,"Matthews, NC"
96546,Riley Best,CF,Jr,TRUE,1556,,,1747,2943914,P,TRUE,66,R,R,"Coalport, PA"
96547,Riley Blampied,INF,,FALSE,,,,1340,2469118,,,68,R,R,"Cordele, GA"
96548,Riley Brown,CF,Jr,FALSE,,,,1491,2928615,,FALSE,66,L,R,"Pelzer, SC"
96549,Riley Burton,1B,Jr,FALSE,,,,1144,2938864,,FALSE,71,R,R,"Lancaster, SC"
96550,Riley Caiazza,2B,Jr,FALSE,,,,1991,2980837,,FALSE,,R,R,
96551,Riley Callahan,CF,,FALSE,,,,1949,2668069,LF,TRUE,69,R,R,
96552,Riley Carley,RF,,FALSE,,,,1142,2337647,LF,FALSE,69,R,R,"Tucson, AZ"
96553,Riley Chartier,CF,Sr,FALSE,,,,2008,2817363,,FALSE,61,R,R,"Johnston, RI"
96554,Riley Chumbley,1B,Sr,FALSE,,,,1188,2800301,3B,FALSE,,R,R,"Floyds Knobs, IN"
96555,Riley Coneeny,P,Sr,FALSE,,,,1878,2824789,2B,TRUE,,,,
96556,Riley Cooper,1B,Jr,FALSE,,,,1745,2958383,,FALSE,69,R,R,"Alexandria, VA"
96557,Riley Cope,OF,,FALSE,,,,1843,2947985,,,66,L,L,
96558,Riley Cunningham,UT,Jr,FALSE,,,,1368,2939501,,,66,R,L,"Archbald, PA"
96559,Riley Daniel,1B,Jr,FALSE,,,,1474,2812870,,FALSE,,,,"Moncks Corner, SC"
96560,Riley Danko,P,,FALSE,,,,1922,2945736,1B,TRUE,67,,,
96561,Riley Davis,3B,Jr,TRUE,1440,,,1426,2958751,,FALSE,67,R,R,"Crawfordville, FL"
96562,Riley Delcore,3B,,FALSE,,,,1525,2958282,1B,FALSE,69,R,R,"Stafford, VA"
96563,Riley Demers,1B,Jr,TRUE,1581,,,1458,2938358,,FALSE,,,,
96564,Riley Depa,P,Jr,FALSE,,,,1690,2978878,,FALSE,67,L,R,"Mount Prospect, IL"
96565,Riley Dittmar,2B,,FALSE,,,,1188,2668707,LF,FALSE,,L,R,"Sterling, IL"
96566,Riley Dolan,C,Sr,FALSE,,,,1898,2837659,,FALSE,,R,R,"Coram, NY"
96567,Riley Drake,3B,Sr,FALSE,,,,1596,2803621,,FALSE,63,R,R,"Quitman, AR"
96568,Riley Dreyer,CF,Sr,FALSE,,,,1792,2955135,,FALSE,64,R,R,
96569,Riley Eagan,,Jr,FALSE,,,,1809,2965986,,FALSE,63,R,R,"West Boylston, MA"
96570,Riley Fay,CF,Jr,FALSE,,,,1886,2949940,LF,FALSE,,,,
96571,Riley Feeley,C,,FALSE,,,,1845,2678504,DH,FALSE,,,,
96572,Riley Fitzgerald,3B,,FALSE,,,,1869,2689927,1B,FALSE,,,,
96573,Riley Flores,2B,Sr,FALSE,,,,1451,2809507,LF,FALSE,61,R,R,"Lubbock, TX"
96574,Riley Flynn,P,Sr,FALSE,,,,1110,2799443,,FALSE,,,,"Phoenix, AZ"
96575,Riley Ford,UT,,FALSE,,,,1724,2806981,,,66,R,R,"Lexington, SC"
96576,Riley Fox,OF,,FALSE,,,,1905,2797799,,,,,,
96577,Riley Frickleton,3B,So,FALSE,,,,1329,2948527,1B,FALSE,,R,R,"Reston, VA"
96578,Riley Frizell,1B,,FALSE,,,,1208,2468488,,,68,,,"Willoughby, OH"
96579,Riley Futrell,,,FALSE,,,,1660,2650334,,FALSE,62,L,R,"Florence, TX"
96580,Riley Gamache,3B,,FALSE,,,,1927,2682777,,FALSE,,,,
96581,Riley Gibson,C,,FALSE,,,,1263,2951034,,FALSE,67,R,R,"Niceville, FL"
96582,Riley Gillis,2B,,FALSE,,,,1631,2809912,,FALSE,67,R,R,"Sheridan, AR"
96583,Riley Gilmore,C,,FALSE,,,,1248,2805955,,FALSE,69,L,R,"Benton, AR"
96584,Riley Glenn-Millhouse,SS,,FALSE,,,,1893,2810041,,FALSE,,,,
96585,Riley Grant,,,FALSE,,,,1133,2809542,,FALSE,73,R,R,"Ardmore, OK"
96586,Riley Grimm,C,,FALSE,,,,1533,2500400,,,,,,
96587,Riley Grudzielanek,P,Jr,FALSE,,,,1225,2946722,,FALSE,70,R,R,"Oak Creek, WI"
96588,Riley Hamm,P,,FALSE,,,,1965,2952635,,,,,,
96589,Riley Hammonds,C,,FALSE,,,,2022,2804953,,FALSE,,R,R,
96590,Riley Hasseld,OF,,FALSE,,,,1552,2676677,,,,,,
96591,Riley Heard,UT,,FALSE,,,,1640,2950952,,,66,,,"Ringgold, GA"
96592,Riley Heim,SS,,FALSE,,,,1690,2666341,2B,FALSE,,,,
96593,Riley Henry,1B,,FALSE,,,,1679,2835698,,,,R,R,
96594,Riley Hope,3B,,FALSE,,,,1411,2796460,,FALSE,63,R,R,"Chuckey, TN"
96595,Riley Hull,1B,,FALSE,,,,1138,2658197,,FALSE,65,L,R,"Somerset, KY"
96596,Riley Jackson,2B,Jr,FALSE,,,,1888,2979974,,FALSE,63,R,R,"Perryville, MD"
96597,Riley Jamison,RF,Jr,FALSE,,,,2007,2957511,,FALSE,64,R,R,"Danbury, TX"
96598,Riley Jenkins,ss,,FALSE,,,,1476,2669509,,,,,,
96599,Riley Jenkins,1B,Sr,FALSE,,,,1478,2835873,,FALSE,65,R,R,
96600,Riley Jestadt,DH,Sr,FALSE,,,,1355,2810374,,FALSE,67,L,R,"Westerville, OH"
96601,Riley Johnson,P,,FALSE,,,,1645,2804566,,,68,R,R,"Colorado City, TX"
96602,Riley Kairer,LF,Jr,FALSE,,,,1351,2958860,,FALSE,68,R,R,"Collegeville, PA"
96603,Riley Kane,P,Sr,FALSE,,,,1924,2832003,,FALSE,64,,,"Prospect, CT"
96604,Riley Kish,RF,,FALSE,,,,1553,2827575,2B,FALSE,,,,
96605,Riley Kramolisch,LF,Sr,FALSE,,,,1583,2809386,,FALSE,,L,R,
96606,Riley Ladd,C,,FALSE,,,,1971,2505444,,,,R,R,"Mineral Ridge, OH"
96607,Riley Lamb,P,So,TRUE,1132,,,1434,2949322,,FALSE,65,R,R,"Portal, GA"
96608,Riley Lauffer,P,Sr,FALSE,,,,1349,2829436,,FALSE,66,R,R,"Peoria, AZ"
96609,Riley Laygo,1B,Jr,FALSE,,,,1713,2947882,,FALSE,66,R,R,"Hacienda Heights, CA"
96610,Riley Leadstrom,INF,,FALSE,,,,1350,2812468,,,65,R,R,"Shakopee, MN"
96611,Riley Leonhardt,P,,FALSE,,,,1757,2812349,,,,,,
96612,Riley Leverington,P,,FALSE,,,,1773,2975068,,,,,,
96613,Riley Lim-Ellis,C,,FALSE,,,,1703,2686970,,,,,,
96614,Riley Lingerfelt,P,,FALSE,,,,1460,2961405,,FALSE,73,R,R,"Welcome, NC"
96615,Riley Long,P,Sr,FALSE,,,,1841,2822259,,FALSE,63,R,R,"Philadelphia, PA"
96616,Riley Love,INF,,FALSE,,,,1113,2494022,,,,,,
96617,Riley Ludlam,C,,FALSE,,,,1086,2308802,,,73,,,"Fort Myers, FL"
96618,Riley Lusk,1B,Sr,FALSE,,,,1541,2809152,DH,FALSE,,,,
96619,Riley Mankowski,3B,Sr,FALSE,,,,1781,2803253,LF,FALSE,62,R,R,"Midlothian, IL"
96620,Riley Marshall,CF,Sr,FALSE,1524,,,1919,2819106,,FALSE,62,R,R,"Littleton, CO"
96621,Riley Martin,OF,,FALSE,,,,1286,2494499,,,64,L,R,"Pearland, TX"
96622,Riley Martin,2B,Sr,FALSE,,,,1992,2828073,,FALSE,,,,
96623,Riley McClellan,SS,,FALSE,,,,1556,2319295,,,,,,
96624,Riley McGovern,1B,,FALSE,,,,1623,2795369,,,68,R,L,"Lees Summit, MO"
96625,Riley McNemar,3B,Sr,FALSE,,,,1273,2653778,,FALSE,65,R,R,"Galena, KS"
96626,Riley Mohr,1B,,FALSE,,,,1121,2342768,,,71,,,"Bellevue, OH"
96627,Riley Myers,P,Sr,FALSE,,,,1837,2965572,,FALSE,67,R,R,"Shreveport, LA"
96628,Riley Nace,INF,,FALSE,,,,1864,2945801,,,,,,
96629,Riley Nayadley,SS,,FALSE,,,,1345,2666110,CF,FALSE,69,R,R,"Ooltewah, TN"
96630,Riley Nichols,RF,Jr,FALSE,,,,1584,2957109,LF,FALSE,70,R,R,"Virginia Beach, VA"
96631,Riley Nielson,P,Sr,FALSE,,,,1213,2821452,,FALSE,,,,"Tucson, AZ"
96632,Riley Nolan,2B,,FALSE,,,,1976,2945943,1B,FALSE,66,R,R,
96633,Riley Norwood,INF,,FALSE,,,,1795,2521592,,,65,R,R,"East Haven, CT"
96634,Riley Oâ€™Connor,C,,FALSE,,,,1567,2518139,3B,FALSE,63,R,R,"Maspeth, NY"
96635,Riley Oakes,UT,,FALSE,,,,1281,2312257,,,64,,,"Oviedo, FL"
96636,Riley O'Brien,2B,Jr,FALSE,,,,1705,2956650,,FALSE,65,R,R,"Wynantskill, NY"
96637,Riley Onisawa,C,,FALSE,,,,1619,2950010,,,66,R,R,"Tampa, FL"
96638,Riley Orcutt,P,,FALSE,,,,1151,2464708,,,73,R,R,"Newport Beach, CA"
96639,Riley Osborne,RF,Jr,FALSE,,,,1936,2956514,,FALSE,69,R,R,
96640,Riley Owens,LF,,FALSE,,,,1294,2661061,,FALSE,64,,,"Mooresville, IN"
96641,Riley Pavelka,P,,FALSE,,,,2018,2668709,,FALSE,68,R,R,"Naperville, IL"
96642,Riley Pennington,P,Sr,FALSE,,,,1193,2950204,,FALSE,70,R,R,"Mount Airy, NC"
96643,Riley Peschek,RF,Jr,FALSE,,,,1101,2942472,SS,FALSE,69,R,R,"Fox Island, WA"
96644,Riley Phillips,SS,,FALSE,,,,1959,2676002,2B,FALSE,,R,R,
96645,Riley Piromalli,P,,FALSE,,,,1604,2308495,,FALSE,,,,
96646,Riley Pool,C,,FALSE,,,,1357,2467507,,,68,,,"Scottsburg, IN"
96647,Riley Potter,DH,Jr,FALSE,,,,1289,2960429,C,FALSE,62,R,R,"Norco, CA"
96648,Riley Price,P,,FALSE,,,,1450,2652079,DH,TRUE,69,R,R,"Edgewood, TX"
96649,Riley Quirk,P,,FALSE,,,,1201,2797588,,FALSE,69,,,"Holden, MA"
96650,Riley Riendeau,3B,,FALSE,,,,1407,2305309,,,,R,R,"Lincoln, RI"
96651,Riley Rosenthal,2B,Sr,FALSE,,,,1396,2809318,,FALSE,,,,
96652,Riley Rudick,RF,Sr,FALSE,,,,1655,2802376,,FALSE,,,,
96653,Riley Salazar,P,Jr,FALSE,,,,1758,2948798,,FALSE,65,R,R,"Elizabeth, PA"
96654,Riley Sauser,1B,,FALSE,,,,1712,2657571,,FALSE,70,R,R,"Ely, IA"
96655,Riley Scwisow,ss,,FALSE,,,,1550,2961387,,,,,,
96656,Riley Sharp,INF,,FALSE,,,,1400,2955467,,,65,R,R,"Moore, OK"
96657,Riley Signor,C,Jr,FALSE,,,,1715,2964315,,FALSE,,,,
96658,Riley Sikes,P,Sr,FALSE,,,,1400,2812229,,FALSE,,R,R,
96659,Riley Simpson,1B,,FALSE,,,,1521,2661355,,FALSE,70,,,
96660,Riley Smith,1B,Jr,FALSE,,,,1715,2964318,,FALSE,,,,
96661,Riley Smith,,Jr,FALSE,,,,1813,2968930,,FALSE,64,L,R,"Graham, WA"
96662,Riley Sroczinski,1B,,FALSE,,,,1592,2652683,,,68,R,R,"Raynham, MA"
96663,Riley Stephens,INF,,FALSE,,,,1445,2667134,,,,,,
96664,Riley Stiner,1B,,FALSE,,,,1392,2660479,3B,FALSE,67,R,R,"San Ramon, CA"
96665,Riley Stockton,C,,FALSE,,,,1267,2463951,,,68,R,R,"Spanaway, WA"
96666,Riley Storrs,C,Jr,FALSE,,,,1973,2939453,1B,FALSE,66,R,R,"Fulton, NY"
96667,Riley Sullivan,RF,,FALSE,,,,1480,2659643,,FALSE,62,R,R,"Birmingham, AL"
96668,Riley Sullivan,P,,FALSE,,,,1554,2514102,,,,,,
96669,Riley Summers,RF,,FALSE,,,,1659,2829791,,FALSE,67,R,R,
96670,Riley Todd,UT,,FALSE,,,,1301,2807544,,,63,,,"Jacksonville, TX"
96671,Riley Truesdale,C,,FALSE,,,,1692,2820678,,,,R,R,"Vandalia, OH"
96672,Riley Tucker,INF,,FALSE,,,,1416,2309056,,,69,L,R,"Mount Pleasant, NC"
96673,Riley Valentine,C,,FALSE,,,,1308,2805056,3B,FALSE,65,R,R,"Phoenix, AZ"
96674,Riley Vaughn,P,Sr,FALSE,,,,1494,2806378,,FALSE,68,R,R,"Killen, AL"
96675,Riley Venn,1B,,FALSE,,,,1325,2949265,DH,FALSE,,,,"Oakbrook, IL"
96676,Riley Warden,LF,,FALSE,,,,1543,2947176,RF,FALSE,,,,
96677,Riley Westmoreland,LF,,FALSE,,,,1854,2673036,,FALSE,63,L,R,
96678,Riley Whalen,DH,Sr,FALSE,,,,1216,2825043,,FALSE,67,L,R,"Menifee, CA"
96679,Riley White,P,,FALSE,,,,1183,2459306,,,68,,,"Thorndale, TX"
96680,Riley Wickum,P,Sr,FALSE,,,,1155,2795144,,FALSE,,,,"Sutter, CA"
96681,Riley Wilkins,2B,Jr,FALSE,,,,1751,2937382,P,TRUE,63,L,R,"Louisville, KY"
96682,Riley Williams,P,,FALSE,,,,1577,2817391,,FALSE,67,R,R,"Corona, CA"
96683,Riley Wilson,INF,,FALSE,,,,1491,2928610,,,62,R,R,"Loganville, GA"
96684,Riley York,LF,Sr,FALSE,,,,1238,2824132,1B,FALSE,67,,,"Telford, PA"
96685,Riley Young,RF,Jr,FALSE,,,,2024,2949227,LF,FALSE,,,,
96686,Riley Youngblood,C,,FALSE,,,,1476,2961382,,FALSE,,,,
96687,Riley Zana,INF,,FALSE,,,,1176,2468396,,,68,R,R,"Elyria, OH"
96688,Rilie Maupin,INF,,FALSE,,,,1425,2796180,,,,,,
96689,Rilyn Heyliger,,,FALSE,,,,1309,2950849,,FALSE,64,L,L,"Stevensville, MD"
96690,Rissa Bajusz,P,,FALSE,,,,1188,2500284,,,,R,R,"Aurora, IL"
96691,Rita Benoit,P,,FALSE,,,,1728,2963162,,,65,R,R,"Hallowell, ME"
96692,River Boultinghouse,,Sr,FALSE,,,,1837,2965565,,FALSE,63,R,R,"Saint Gabriel, LA"
96693,River Mahler,SS,Sr,FALSE,,,,1221,2819568,,FALSE,68,L,R,"Monroe, WA"
96694,Roan Stanifer,C,Jr,FALSE,,,,1803,2964629,,FALSE,,R,R,"Mishawaka, IN"
96695,Robin Charlton,2B,Jr,TRUE,1904,,,1614,2950833,3B,FALSE,68,R,R,"Philadelphia, PA"
96696,Robyn Herron,P,Sr,FALSE,,,,1195,2817733,,FALSE,70,R,L,"Tampa, FL"
96697,Robynn Balmediano,LF,Sr,FALSE,,,,1215,2807243,,FALSE,63,L,R,"Benicia, CA"
96698,Roena Diver,UT,,FALSE,,,,1697,2939251,,,,,,
96699,Romona McLeod,LF,,FALSE,,,,1381,2670838,P,TRUE,,,,
96700,Rona Scott,INF,,FALSE,,,,1739,2365593,,,,,,
96701,Ronae Young,UT,,FALSE,,,,1985,2825540,,,,,,
96702,Ronni Grofman,UT,,FALSE,,,,1286,2823614,,,65,R,R,"Kingwood, TX"
96703,Ronni Howard,3B,,FALSE,,,,1111,2666330,,FALSE,65,R,R,"Fredericksbrg, VA"
96704,Ronni Ramos,INF,,FALSE,,,,1734,2693401,,,65,R,R,"Murphy, TX"
96705,Ronnie Johnson,1B,Jr,FALSE,,,,1582,2945763,P,TRUE,69,R,R,"Pilot Point, TX"
96706,Ronnie Latka,LF,,FALSE,,,,1907,2837657,CF,FALSE,62,R,R,
96707,Rory Dudley,1B,,FALSE,,,,1131,2658087,C,FALSE,70,,,"Irvine, CA"
96708,Rory Littman,1B,,FALSE,,,,1738,2983342,,,,,,
96709,Rory Schuck,LF,,FALSE,,,,1323,2807775,,FALSE,64,,,"Lakewood, CA"
96710,Rosa Carnesale,p,,FALSE,,,,1546,2963971,,,,,,
96711,Rosa DePrater,UT,,FALSE,,,,1843,2947991,,,64,R,R,
96712,Rosalyn Knauer,C,,FALSE,,,,2091,2975059,,,,,,
96713,Rose Cano,3B,Sr,FALSE,,,,1180,2805635,P,TRUE,63,R,R,"Long Beach, CA"
96714,Rose Gonzales,C,,FALSE,,,,1299,2953867,1B,FALSE,67,R,R,"Grand Prairie, TX"
96715,Rose Malen,P,Sr,FALSE,,,,1780,2812818,,FALSE,65,R,R,
96716,Rose Reitmeyer,LF,Sr,FALSE,,,,1597,2828138,CF,FALSE,66,B,R,"Oxford, CT"
96717,Rose Roach,2B,,FALSE,,,,1303,2653793,,FALSE,66,L,R,"Elburn, IL"
96718,Rose Stroh,P,,FALSE,,,,1988,2517332,,,,,,
96719,Roselyn Marmolejo,P,,FALSE,,,,1815,2828575,1B,TRUE,,,,
96720,Rosemary Espinoza,OF,Jr,FALSE,,,,1560,2978958,,,68,R,R,
96721,Rosemary Rivera,3B,,FALSE,,,,1571,2954204,,FALSE,,,,"Jewett, TX"
96722,Rosie Bartletti,SS,Sr,FALSE,,,,1518,2810618,P,TRUE,66,R,R,"Springfield, IL"
96723,Rosie Davis,3B,Jr,FALSE,,,,1119,2950410,,FALSE,65,R,R,"Readyville, TN"
96724,Rosie DiGiovanni,C,,FALSE,,,,1858,2805557,,FALSE,,,,
96725,Rosie Garcia,3B,,FALSE,,,,1260,2655792,DH,FALSE,,,,"San Fernando, CA"
96726,Rosie Gomez,1B,,FALSE,,,,1283,2654936,DH,FALSE,69,,,"Los Gatos, CA"
96727,Rosie Hayes,INF,,FALSE,,,,1910,2508408,,,,L,R,
96728,Rosie Unglaub,LF,,FALSE,,,,2030,2677555,CF,FALSE,,L,L,
96729,Rowan Drew,C,,FALSE,,,,1111,2958490,,,66,R,R,"Villa Park, CA"
96730,Rowan Franklin,,,FALSE,,,,1474,2798642,,,,,,
96731,Rowan Mulholland,C,Sr,TRUE,1266,,,1713,2808065,,FALSE,65,R,R,"Yardley, PA"
96732,Roxanne Ring,P,Sr,FALSE,,,,1691,2805864,,FALSE,65,R,R,"Somerset, WI"
96733,Roxie Freifeld,C,Jr,FALSE,,,,1955,2962890,,FALSE,,,,
96734,Roxy Smithson,1B,Jr,FALSE,,,,1452,2957921,,FALSE,69,R,R,
96735,Roxy Thompson,LF,Jr,FALSE,,,,1299,2953878,CF,FALSE,66,R,R,"Rockwall, TX"
96736,Rozalee Negron,SS,Jr,FALSE,,,,1572,2951015,,FALSE,64,R,R,"Whitehall, PA"
