id,games_played,games_started,games_appeared,putouts,assists,total_chances,errors,fielding_percentage,catchers_interference,passed_balls,stolen_bases_allowed,caught_stealing_by,double_plays_turned,range_factor,player_id,year,team_id
106161,19,11,19,16,1,18,1,0.944,0,0,0,0,0,0.894736842,44254,2024,535.0
106162,8,3,8,8,2,10,0,1.0,0,0,0,0,0,1.25,20572,2024,535.0
106163,12,0,12,0,2,3,1,0.667,0,0,4,1,0,0.166666667,44265,2024,535.0
106164,14,9,14,0,5,7,2,0.714,0,0,5,3,0,0.357142857,57722,2024,535.0
106165,13,0,13,1,4,9,4,0.556,0,0,7,3,0,0.384615385,57729,2024,535.0
106166,21,0,21,2,5,9,2,0.778,0,0,3,2,0,0.333333333,44256,2024,535.0
106167,48,48,48,114,8,123,1,0.992,0,0,0,0,0,2.541666667,57736,2024,535.0
106168,2,0,2,2,0,2,0,1.0,0,0,0,0,0,1.0,44268,2024,535.0
106169,17,0,17,3,1,5,1,0.8,0,0,1,1,0,0.235294118,44267,2024,535.0
106170,8,0,8,13,1,14,0,1.0,0,0,2,1,0,1.75,57721,2024,535.0
106171,28,22,28,140,15,161,6,0.963,0,2,36,12,0,5.535714286,44271,2024,535.0
106172,6,1,6,2,0,3,1,0.667,0,0,0,0,0,0.333333333,57724,2024,535.0
106173,7,0,7,3,0,3,0,1.0,0,0,1,0,0,0.428571429,44259,2024,535.0
106174,43,41,43,54,59,123,10,0.919,0,0,0,0,12,2.627906977,57732,2024,535.0
106175,42,40,42,36,51,96,9,0.906,0,0,0,0,2,2.071428571,57725,2024,535.0
106176,12,1,12,1,2,3,0,1.0,0,0,3,1,0,0.25,57735,2024,535.0
106177,46,46,46,75,2,81,4,0.951,0,0,0,0,0,1.673913043,57726,2024,535.0
106178,28,22,28,42,38,86,6,0.93,0,0,0,0,6,2.857142857,44260,2024,535.0
106179,14,0,14,1,4,5,0,1.0,0,0,5,3,0,0.357142857,20584,2024,535.0
106180,6,0,6,0,0,0,0,0.0,0,0,0,0,0,0.0,44253,2024,535.0
106181,17,5,17,10,0,13,3,0.769,0,0,0,0,0,0.588235294,20556,2024,535.0
106182,16,7,16,0,1,1,0,1.0,0,0,9,2,0,0.0625,57723,2024,535.0
106183,40,37,40,159,17,178,2,0.989,0,0,0,0,7,4.4,57734,2024,535.0
106184,4,0,4,1,1,3,1,0.667,0,0,0,0,0,0.5,57733,2024,535.0
106185,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,20558,2024,535.0
106186,14,12,14,4,10,14,0,1.0,0,0,16,5,0,1.0,44275,2024,535.0
106187,13,7,13,4,9,13,0,1.0,0,0,7,4,0,1.0,64082,2024,535.0
106188,45,41,45,179,24,208,5,0.976,0,3,34,13,2,4.511111111,64076,2024,535.0
106189,23,10,23,12,5,17,0,1.0,0,0,0,0,0,0.739130435,64077,2024,535.0
106190,21,21,21,139,13,158,6,0.962,0,0,0,0,12,7.238095238,64084,2024,535.0
106191,44,40,44,53,94,172,25,0.855,0,0,0,0,12,3.340909091,64078,2024,535.0
106192,10,0,10,1,2,3,0,1.0,0,0,0,1,0,0.3,64085,2024,535.0
106193,7,0,7,0,0,0,0,0.0,0,0,0,1,0,0.0,64086,2024,535.0
106194,13,13,13,6,5,14,3,0.786,0,0,11,2,1,0.846153846,22938,2024,535.0
106195,32,20,32,39,50,96,7,0.927,0,0,0,0,6,2.78125,64080,2024,535.0
106196,4,0,4,2,3,5,0,1.0,0,0,0,0,1,1.25,66914,2024,535.0
106198,22,20,22,139,10,153,4,0.974,0,2,30,2,0,6.772727273,4423,2024,724.0
106199,8,2,8,0,0,0,0,0.0,0,0,0,0,0,0.0,60354,2024,724.0
106200,6,0,6,0,2,2,0,1.0,0,0,1,1,0,0.333333333,27973,2024,724.0
106201,15,1,15,1,1,4,2,0.5,0,0,2,0,0,0.133333333,46953,2024,724.0
106202,27,16,27,31,3,35,1,0.971,0,0,0,0,0,1.259259259,27946,2024,724.0
106203,31,31,31,41,50,102,11,0.892,0,0,0,0,7,2.935483871,39818,2024,724.0
106204,5,0,5,1,1,2,0,1.0,0,0,0,0,0,0.4,46956,2024,724.0
106205,46,45,46,213,19,232,0,1.0,0,0,0,0,16,5.043478261,46950,2024,724.0
106206,26,16,26,12,6,20,2,0.9,0,0,4,1,0,0.692307692,46960,2024,724.0
106207,27,18,27,38,33,78,7,0.91,0,0,0,0,7,2.62962963,60356,2024,724.0
106208,50,50,50,232,47,292,13,0.955,0,8,56,5,10,5.58,27955,2024,724.0
106209,28,18,28,35,11,51,5,0.902,0,0,0,0,4,1.642857143,60350,2024,724.0
106210,11,10,11,30,0,32,2,0.938,0,0,0,0,0,2.727272727,60357,2024,724.0
106211,46,44,46,26,64,102,12,0.882,0,0,0,0,8,1.956521739,64089,2024,724.0
106212,15,8,15,2,2,8,4,0.5,0,0,10,2,0,0.266666667,64090,2024,724.0
106213,37,33,37,71,2,75,2,0.973,0,0,0,0,1,1.972972973,20468,2024,724.0
106214,14,6,14,1,4,5,0,1.0,0,0,6,1,1,0.357142857,64091,2024,724.0
106215,44,41,44,67,2,71,2,0.972,0,0,0,0,3,1.568181818,64092,2024,724.0
106216,8,0,8,0,0,0,0,0.0,0,0,0,0,0,0.0,64093,2024,724.0
106217,17,0,17,2,5,9,2,0.778,0,0,9,1,0,0.411764706,64094,2024,724.0
106218,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,64095,2024,724.0
106219,32,30,32,57,55,119,7,0.941,0,0,0,0,12,3.5,55999,2024,724.0
106220,48,47,48,108,13,127,6,0.953,0,0,8,0,0,2.520833333,54356,2024,724.0
106221,43,33,43,24,3,32,5,0.844,0,0,3,0,0,0.627906977,64096,2024,724.0
106222,18,1,18,3,5,8,0,1.0,0,0,8,2,0,0.444444444,64097,2024,724.0
106223,9,1,9,0,0,0,0,0.0,0,0,3,0,0,0.0,64098,2024,724.0
106224,14,0,14,1,6,7,0,1.0,0,0,2,2,1,0.5,64099,2024,724.0
106225,12,1,12,0,3,3,0,1.0,0,0,10,0,0,0.25,42445,2024,724.0
106226,10,1,10,0,1,1,0,1.0,0,0,3,0,0,0.1,60353,2024,724.0
106227,13,13,13,0,9,11,2,0.818,0,0,17,1,0,0.692307692,27962,2024,724.0
106228,6,4,6,4,8,13,1,0.923,0,0,0,0,3,2.0,77581,2024,724.0
106231,10,1,10,1,0,1,0,1.0,0,0,9,0,0,0.1,64070,2024,391.0
106232,39,36,39,192,7,207,8,0.961,1,7,61,5,4,5.102564103,64071,2024,391.0
106233,8,4,8,2,0,2,0,1.0,0,0,0,0,0,0.25,64073,2024,391.0
106234,14,0,14,3,1,4,0,1.0,0,0,7,2,0,0.285714286,55686,2024,391.0
106235,44,42,44,114,1,118,3,0.975,0,0,0,0,8,2.613636364,55682,2024,391.0
106236,39,31,39,57,47,118,14,0.881,0,0,1,0,10,2.666666667,42215,2024,391.0
106237,6,3,6,3,4,8,1,0.875,0,0,7,0,0,1.166666667,55678,2024,391.0
106238,32,25,32,81,15,101,5,0.95,1,6,42,6,0,3.0,55687,2024,391.0
106239,5,2,5,1,2,3,0,1.0,0,0,6,0,0,0.6,55690,2024,391.0
106240,4,2,4,7,1,9,1,0.889,1,1,3,1,0,2.0,55691,2024,391.0
106241,21,13,21,21,24,56,11,0.804,0,0,0,0,4,2.142857143,64059,2024,391.0
106242,43,43,43,59,71,140,10,0.929,0,0,3,0,7,3.023255814,64069,2024,391.0
106243,14,13,14,3,13,18,2,0.889,0,0,21,4,0,1.142857143,64074,2024,391.0
106244,12,11,12,5,2,10,3,0.7,0,0,18,1,0,0.583333333,64065,2024,391.0
106245,37,23,37,78,5,84,1,0.988,0,0,0,0,1,2.243243243,64068,2024,391.0
106246,10,3,10,1,1,2,0,1.0,0,0,8,1,0,0.2,64055,2024,391.0
106247,16,0,16,0,1,1,0,1.0,0,0,8,1,0,0.0625,64060,2024,391.0
106248,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,64056,2024,391.0
106249,22,12,22,51,2,54,1,0.981,0,0,0,0,2,2.409090909,64064,2024,391.0
106250,40,39,40,72,61,142,9,0.937,0,0,0,0,11,3.325,64053,2024,391.0
106251,43,35,43,67,4,73,2,0.973,0,0,0,0,1,1.651162791,64062,2024,391.0
106252,1,0,1,0,0,0,0,0.0,0,0,1,1,0,0.0,64054,2024,391.0
106253,14,11,14,3,4,7,0,1.0,0,0,12,0,0,0.5,64063,2024,391.0
106254,27,25,27,62,8,71,1,0.986,0,3,21,3,1,2.592592593,64067,2024,391.0
106255,21,1,21,2,2,5,1,0.8,0,0,12,2,0,0.19047619,64066,2024,391.0
106256,38,28,38,51,1,54,2,0.963,0,0,0,0,0,1.368421053,64058,2024,391.0
106259,28,20,28,31,1,33,1,0.97,0,0,0,0,0,1.142857143,36491,2024,3.0
106260,9,0,9,0,0,1,1,0.0,0,0,1,2,0,0.0,36488,2024,3.0
106261,20,0,20,3,2,6,1,0.833,0,0,2,1,0,0.25,36482,2024,3.0
106262,12,11,12,6,4,11,1,0.909,0,0,10,0,1,0.833333333,36490,2024,3.0
106263,48,45,48,65,3,68,0,1.0,0,0,0,0,0,1.416666667,50123,2024,3.0
106264,52,51,52,70,97,169,2,0.988,0,0,0,0,17,3.211538462,50120,2024,3.0
106265,7,0,7,0,0,0,0,0.0,0,0,3,0,0,0.0,50122,2024,3.0
106266,30,26,30,165,15,184,4,0.978,0,13,36,9,1,6.0,50115,2024,3.0
106267,13,0,13,2,2,4,0,1.0,0,0,1,1,0,0.307692308,50119,2024,3.0
106268,48,43,48,91,0,92,1,0.989,0,0,0,0,0,1.895833333,50112,2024,3.0
106269,52,51,52,377,26,408,5,0.988,0,0,0,0,25,7.75,105,2024,3.0
106270,6,0,6,1,2,3,0,1.0,0,0,1,0,1,0.5,50121,2024,3.0
106271,13,1,13,5,9,15,1,0.933,0,0,0,0,2,1.076923077,64100,2024,3.0
106272,51,48,51,55,8,66,3,0.955,0,0,0,0,0,1.235294118,64101,2024,3.0
106273,47,42,47,2,7,11,2,0.818,0,0,6,4,0,0.191489362,64103,2024,3.0
106274,12,2,12,0,1,1,0,1.0,0,0,7,1,0,0.083333333,64104,2024,3.0
106275,33,26,33,181,13,199,5,0.975,0,6,39,4,0,5.878787879,64106,2024,3.0
106276,20,5,20,6,0,7,1,0.857,0,0,0,0,0,0.3,64109,2024,3.0
106277,20,1,20,0,3,3,0,1.0,0,0,6,0,0,0.15,64110,2024,3.0
106278,6,0,6,4,0,4,0,1.0,0,0,0,0,2,0.666666667,64111,2024,3.0
106279,50,47,50,21,72,102,9,0.912,0,0,0,0,2,1.86,64112,2024,3.0
106280,21,7,21,17,2,19,0,1.0,0,0,0,0,0,0.904761905,64113,2024,3.0
106281,5,1,5,0,0,0,0,0.0,0,0,0,0,0,0.0,64114,2024,3.0
106282,12,12,12,2,6,10,2,0.8,0,0,15,0,0,0.666666667,64115,2024,3.0
106283,18,0,18,2,1,4,1,0.75,0,0,3,2,0,0.166666667,50114,2024,3.0
106284,24,8,24,18,24,48,6,0.875,0,0,0,0,6,1.75,36489,2024,3.0
106285,15,1,15,1,4,5,0,1.0,0,0,7,1,0,0.333333333,36485,2024,3.0
106286,2,0,2,0,0,0,0,0.0,0,1,0,0,0,0.0,50117,2024,3.0
106287,27,7,27,10,2,12,0,1.0,0,2,0,0,0,0.444444444,113,2024,3.0
106290,6,0,6,0,0,0,0,0.0,0,0,0,0,0,0.0,53923,2024,271.0
106291,11,3,11,1,0,1,0,1.0,0,0,1,1,0,0.090909091,53919,2024,271.0
106292,51,51,51,80,7,91,4,0.956,0,0,0,0,1,1.705882353,10331,2024,271.0
106293,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,53930,2024,271.0
106294,35,25,35,26,38,68,4,0.941,0,0,0,0,6,1.828571429,53924,2024,271.0
106295,7,1,7,3,1,4,0,1.0,0,0,0,0,0,0.571428571,53933,2024,271.0
106296,12,11,12,3,13,16,0,1.0,0,0,3,2,0,1.333333333,10326,2024,271.0
106297,19,1,19,1,2,3,0,1.0,0,0,2,1,0,0.157894737,53927,2024,271.0
106298,51,51,51,33,101,137,3,0.978,0,0,0,0,7,2.62745098,53918,2024,271.0
106299,51,51,51,379,15,397,3,0.992,0,0,0,0,25,7.725490196,53921,2024,271.0
106300,50,48,50,98,0,102,4,0.961,0,0,0,0,0,1.96,53932,2024,271.0
106301,44,40,44,80,4,88,4,0.955,0,0,0,0,1,1.909090909,55140,2024,271.0
106302,20,16,20,140,12,155,3,0.981,0,4,13,6,0,7.6,64129,2024,271.0
106303,46,43,46,44,43,102,15,0.853,0,0,0,0,12,1.891304348,64121,2024,271.0
106304,40,35,40,264,23,288,1,0.997,0,6,40,11,1,7.175,64117,2024,271.0
106305,21,4,21,1,7,9,1,0.889,0,0,3,0,0,0.380952381,64135,2024,271.0
106306,9,0,9,1,0,1,0,1.0,0,0,5,2,0,0.111111111,64133,2024,271.0
106307,27,15,27,0,1,1,0,1.0,0,0,1,2,0,0.037037037,64124,2024,271.0
106308,32,27,32,34,47,89,8,0.91,0,0,0,0,9,2.53125,64116,2024,271.0
106309,17,5,17,3,5,9,1,0.889,0,0,6,2,1,0.470588235,64131,2024,271.0
106310,38,35,38,33,97,138,8,0.942,0,0,0,0,12,3.421052632,64118,2024,271.0
106311,10,0,10,1,2,3,0,1.0,0,0,1,1,0,0.3,64127,2024,271.0
106312,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,57674,2024,271.0
106313,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,64126,2024,271.0
106314,11,1,11,1,3,4,0,1.0,0,0,2,3,0,0.363636364,64120,2024,271.0
106315,13,9,13,0,9,12,3,0.75,0,0,3,1,0,0.692307692,64122,2024,271.0
106316,15,9,15,0,9,9,0,1.0,0,0,11,1,0,0.6,64130,2024,271.0
106317,5,1,5,1,0,2,1,0.5,0,0,2,0,0,0.2,8411,2024,271.0
106318,7,3,7,0,0,0,0,0.0,0,0,0,0,0,0.0,30051,2024,271.0
106319,13,5,13,2,4,7,1,0.857,0,0,9,1,0,0.461538462,51675,2024,271.0
106322,48,48,48,175,32,212,5,0.976,0,1,16,8,12,4.3125,47273,2024,746.0
106323,4,1,4,3,3,6,0,1.0,0,0,0,0,0,1.5,60687,2024,746.0
106324,14,1,14,1,3,4,0,1.0,0,0,8,0,0,0.285714286,60682,2024,746.0
106325,31,29,31,52,53,111,6,0.946,0,0,0,0,8,3.387096774,32778,2024,746.0
106326,9,3,9,1,3,4,0,1.0,0,0,3,1,0,0.444444444,47274,2024,746.0
106327,42,37,42,69,1,70,0,1.0,0,0,0,0,0,1.666666667,47267,2024,746.0
106328,13,2,13,0,1,1,0,1.0,0,0,7,2,0,0.076923077,28814,2024,746.0
106329,1,0,1,0,1,1,0,1.0,0,0,0,0,0,1.0,28821,2024,746.0
106330,48,48,48,71,110,194,13,0.933,0,0,0,0,22,3.770833333,47264,2024,746.0
106331,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,60681,2024,746.0
106332,17,0,17,0,1,1,0,1.0,0,0,4,1,0,0.058823529,47261,2024,746.0
106333,13,8,13,9,0,9,0,1.0,0,0,0,0,0,0.692307692,60685,2024,746.0
106334,13,3,13,4,0,6,2,0.667,0,0,0,0,0,0.307692308,47272,2024,746.0
106335,12,0,12,0,2,3,1,0.667,0,0,3,0,0,0.166666667,60691,2024,746.0
106336,13,12,13,4,3,7,0,1.0,0,0,8,3,0,0.538461538,60684,2024,746.0
106337,2,0,2,0,2,2,0,1.0,0,0,1,0,0,1.0,47275,2024,746.0
106338,13,0,13,1,0,1,0,1.0,0,0,1,0,0,0.076923077,64494,2024,746.0
106339,46,44,46,36,73,123,14,0.886,0,0,0,0,9,2.369565217,47276,2024,746.0
106340,12,12,12,4,11,15,0,1.0,0,0,7,1,0,1.25,64497,2024,746.0
106341,14,4,14,2,5,9,2,0.778,0,0,7,0,1,0.5,64498,2024,746.0
106342,19,19,19,30,25,57,2,0.965,0,0,0,0,8,2.894736842,61992,2024,746.0
106343,12,0,12,1,3,5,1,0.8,0,0,3,1,0,0.333333333,47266,2024,746.0
106344,50,50,50,86,3,95,6,0.937,0,0,0,0,0,1.78,48727,2024,746.0
106345,14,0,14,3,2,5,0,1.0,0,0,2,1,0,0.357142857,64501,2024,746.0
106346,13,7,13,4,3,8,1,0.875,0,0,5,4,0,0.538461538,64493,2024,746.0
106347,24,22,24,33,37,72,2,0.972,0,0,0,0,5,2.916666667,64492,2024,746.0
106348,8,0,8,0,1,1,0,1.0,0,0,1,1,0,0.125,64502,2024,746.0
106349,22,16,22,35,4,43,4,0.907,0,4,7,2,0,1.772727273,64503,2024,746.0
106350,49,48,49,101,2,103,0,1.0,0,0,0,0,0,2.102040816,32742,2024,746.0
106351,12,0,12,1,2,4,1,0.75,0,0,1,3,1,0.25,64495,2024,746.0
106352,34,34,34,206,12,223,5,0.978,0,0,0,0,18,6.411764706,64500,2024,746.0
106353,12,9,12,4,7,13,2,0.846,0,0,9,4,1,0.916666667,64499,2024,746.0
106356,56,56,56,95,0,99,4,0.96,0,0,0,0,0,1.696428571,61132,2024,780.0
106357,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,61133,2024,780.0
106358,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,61138,2024,780.0
106359,59,57,59,119,150,276,7,0.975,0,0,0,0,35,4.559322034,61140,2024,780.0
106360,7,7,7,2,5,8,1,0.875,0,0,2,1,1,1.0,31439,2024,780.0
106361,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,61141,2024,780.0
106362,16,8,16,64,5,73,4,0.945,0,1,11,4,0,4.3125,19232,2024,780.0
106363,17,15,17,8,8,17,1,0.941,0,0,9,1,0,0.941176471,61128,2024,780.0
106364,60,59,60,105,7,116,4,0.966,0,0,0,0,2,1.866666667,61135,2024,780.0
106365,5,5,5,3,0,4,1,0.75,0,0,0,0,0,0.6,61131,2024,780.0
106366,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,61145,2024,780.0
106367,41,30,41,49,1,50,0,1.0,0,4,6,0,0,1.219512195,41360,2024,780.0
106368,16,0,16,14,1,15,0,1.0,0,0,0,0,0,0.9375,48979,2024,780.0
106369,26,13,26,0,0,0,0,0.0,0,0,0,0,0,0.0,61142,2024,780.0
106370,8,1,8,0,1,1,0,1.0,0,0,3,0,0,0.125,64507,2024,780.0
106371,25,0,25,0,3,4,1,0.75,0,0,4,0,0,0.12,64523,2024,780.0
106372,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,64521,2024,780.0
106373,23,0,23,0,1,1,0,1.0,0,0,5,0,0,0.043478261,64514,2024,780.0
106374,56,53,56,124,3,130,3,0.977,0,0,0,0,0,2.267857143,64516,2024,780.0
106375,10,2,10,2,4,6,0,1.0,0,0,2,0,1,0.6,64522,2024,780.0
106376,45,43,45,271,15,292,6,0.979,0,11,36,6,0,6.355555556,64509,2024,780.0
106377,21,7,21,1,3,5,1,0.8,0,0,5,0,0,0.19047619,64515,2024,780.0
106378,19,7,19,9,19,31,3,0.903,0,0,0,0,2,1.473684211,64519,2024,780.0
106379,22,3,22,2,6,9,1,0.889,0,0,6,1,1,0.363636364,64524,2024,780.0
106380,6,0,6,1,0,1,0,1.0,0,0,0,0,0,0.166666667,61143,2024,780.0
106381,21,3,21,1,5,7,1,0.857,0,0,7,2,0,0.285714286,64506,2024,780.0
106382,14,7,14,0,1,2,1,0.5,0,0,2,4,0,0.071428571,64511,2024,780.0
106383,19,5,19,3,5,8,0,1.0,0,0,4,0,0,0.421052632,64520,2024,780.0
106384,30,6,30,17,4,22,1,0.955,0,0,0,0,0,0.7,64517,2024,780.0
106385,9,2,9,0,1,2,1,0.5,0,0,1,0,0,0.111111111,64510,2024,780.0
106386,32,25,32,45,5,51,1,0.98,0,0,4,2,0,1.5625,64508,2024,780.0
106387,20,8,20,1,7,9,1,0.889,0,0,7,4,1,0.4,64525,2024,780.0
106388,59,59,59,46,88,144,10,0.931,0,0,0,0,12,2.271186441,64518,2024,780.0
106391,13,13,13,0,9,10,1,0.9,0,0,9,1,0,0.692307692,6550,2024,174.0
106392,53,53,53,122,2,124,0,1.0,0,0,0,0,0,2.339622642,6549,2024,174.0
106393,14,14,14,3,8,11,0,1.0,0,0,9,1,1,0.785714286,52535,2024,174.0
106394,53,53,53,104,3,111,4,0.964,0,0,0,0,1,2.018867925,38978,2024,174.0
106395,23,0,23,4,12,17,1,0.941,0,0,13,0,0,0.695652174,38975,2024,174.0
106396,1,1,1,0,1,1,0,1.0,0,0,0,2,0,1.0,52542,2024,174.0
106397,8,1,8,1,1,2,0,1.0,0,0,3,0,0,0.25,52544,2024,174.0
106398,4,0,4,0,1,1,0,1.0,0,0,0,0,0,0.25,52541,2024,174.0
106399,12,10,12,2,7,10,1,0.9,0,0,4,1,1,0.75,52545,2024,174.0
106400,50,50,50,72,5,79,2,0.975,0,0,0,0,0,1.54,6536,2024,174.0
106401,29,26,29,204,18,225,3,0.987,0,2,35,4,0,7.655172414,52540,2024,174.0
106402,54,54,54,73,119,209,17,0.919,0,0,0,0,29,3.555555556,52534,2024,174.0
106403,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,38976,2024,174.0
106404,23,20,23,10,27,43,6,0.86,0,0,0,0,3,1.608695652,52539,2024,174.0
106405,7,1,7,1,0,1,0,1.0,0,0,3,0,0,0.142857143,38973,2024,174.0
106406,20,0,20,0,1,1,0,1.0,0,0,6,0,0,0.05,6541,2024,174.0
106407,15,0,15,0,1,1,0,1.0,0,0,2,1,0,0.066666667,52538,2024,174.0
106408,54,54,54,86,153,247,8,0.968,0,0,0,0,34,4.425925926,64937,2024,174.0
106409,14,13,14,5,5,12,2,0.833,0,0,8,3,0,0.714285714,64938,2024,174.0
106410,31,18,31,172,6,180,2,0.989,0,0,0,0,17,5.741935484,64939,2024,174.0
106411,41,41,41,253,15,274,6,0.978,0,0,0,0,25,6.536585366,64942,2024,174.0
106412,8,0,8,0,1,1,0,1.0,0,0,0,0,1,0.125,64943,2024,174.0
106413,48,48,48,19,54,83,10,0.88,0,0,0,0,4,1.520833333,64945,2024,174.0
106414,13,1,13,2,0,2,0,1.0,0,0,4,2,0,0.153846154,43205,2024,174.0
106415,19,10,19,25,1,27,1,0.963,0,0,0,0,1,1.368421053,64936,2024,174.0
106416,8,2,8,7,0,9,2,0.778,0,0,0,0,0,0.875,64934,2024,174.0
106417,1,0,1,1,1,2,0,1.0,0,0,0,0,0,2.0,64935,2024,174.0
106418,33,32,33,216,17,236,3,0.987,0,5,31,5,2,7.060606061,64940,2024,174.0
106419,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,77357,2024,174.0
106422,11,2,11,1,0,1,0,1.0,0,0,0,0,0,0.090909091,39859,2024,232.0
106423,31,20,31,68,4,72,0,1.0,0,0,0,0,1,2.322580645,39849,2024,232.0
106424,13,0,13,3,2,6,1,0.833,0,0,4,3,0,0.384615385,39864,2024,232.0
106425,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,53362,2024,232.0
106426,49,49,49,80,2,86,4,0.953,0,0,0,0,1,1.673469388,53357,2024,232.0
106427,22,7,22,22,0,24,2,0.917,0,0,0,0,0,1.0,53356,2024,232.0
106428,13,13,13,2,9,14,3,0.786,0,0,10,1,2,0.846153846,53361,2024,232.0
106429,28,25,28,63,3,66,0,1.0,0,0,0,0,0,2.357142857,53359,2024,232.0
106430,25,2,25,6,18,25,1,0.96,0,0,12,5,3,0.96,15749,2024,232.0
106431,15,2,15,6,4,11,1,0.909,0,0,7,2,0,0.666666667,53364,2024,232.0
106432,49,49,49,130,150,288,8,0.972,0,0,0,0,43,5.714285714,39865,2024,232.0
106433,29,25,29,35,40,82,7,0.915,0,0,0,0,3,2.586206897,53363,2024,232.0
106434,39,36,39,220,15,238,3,0.987,0,2,46,10,3,6.025641026,53358,2024,232.0
106435,49,49,49,188,36,232,8,0.966,0,0,5,1,21,4.571428571,16893,2024,232.0
106436,17,17,17,114,17,132,1,0.992,0,0,0,0,18,7.705882353,39866,2024,232.0
106437,24,23,24,32,42,78,4,0.949,0,0,0,0,11,3.083333333,53355,2024,232.0
106438,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,64946,2024,232.0
106439,14,0,14,1,2,4,1,0.75,0,0,4,0,0,0.214285714,64950,2024,232.0
106440,8,0,8,2,0,2,0,1.0,0,0,1,0,0,0.25,64955,2024,232.0
106441,4,0,4,1,0,1,0,1.0,0,0,2,0,0,0.25,64957,2024,232.0
106442,38,37,38,44,92,140,4,0.971,0,0,0,0,26,3.578947368,64948,2024,232.0
106443,13,1,13,0,2,2,0,1.0,0,0,2,1,0,0.153846154,64958,2024,232.0
106444,14,12,14,2,12,18,4,0.778,0,0,9,3,0,1.0,64949,2024,232.0
106445,6,1,6,0,0,0,0,0.0,0,0,0,0,0,0.0,64951,2024,232.0
106446,9,1,9,1,3,4,0,1.0,0,0,2,0,1,0.444444444,64960,2024,232.0
106447,47,46,47,35,2,37,0,1.0,0,0,0,0,5,0.787234043,64954,2024,232.0
106448,36,34,36,62,5,68,1,0.985,0,0,0,0,1,1.861111111,64962,2024,232.0
106449,30,17,30,103,11,119,5,0.958,0,7,26,6,1,3.8,64959,2024,232.0
106450,6,5,6,2,0,2,0,1.0,0,0,8,0,0,0.333333333,64952,2024,232.0
106453,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,64136,2024,108.0
106454,16,0,16,2,3,6,1,0.833,0,0,4,0,0,0.3125,64147,2024,108.0
106455,14,8,14,3,9,13,1,0.923,0,0,9,1,0,0.857142857,50099,2024,108.0
106456,4,0,4,0,0,0,0,0.0,0,0,1,0,0,0.0,41358,2024,108.0
106457,26,11,26,7,23,33,3,0.909,0,0,0,0,2,1.153846154,64146,2024,108.0
106458,29,22,29,47,1,49,1,0.98,0,0,0,0,3,1.655172414,64140,2024,108.0
106459,14,2,14,0,2,2,0,1.0,0,0,3,3,0,0.142857143,64145,2024,108.0
106460,51,51,51,129,3,138,6,0.957,0,0,0,0,1,2.588235294,64138,2024,108.0
106461,23,7,23,42,5,47,0,1.0,0,1,5,3,0,2.043478261,4080,2024,108.0
106462,41,38,41,96,92,194,6,0.969,0,0,0,0,27,4.585365854,38007,2024,108.0
106463,12,8,12,0,4,5,1,0.8,0,0,10,2,0,0.333333333,51606,2024,108.0
106464,4,2,4,0,0,0,0,0.0,0,0,2,1,0,0.0,64139,2024,108.0
106465,13,13,13,6,17,25,2,0.92,0,0,2,1,0,1.769230769,51608,2024,108.0
106466,42,42,42,73,2,77,2,0.974,0,0,0,0,0,1.785714286,51602,2024,108.0
106467,16,6,16,16,25,43,2,0.953,0,0,0,0,6,2.5625,51604,2024,108.0
106468,47,47,47,357,28,388,3,0.992,0,0,0,0,38,8.191489362,38010,2024,108.0
106469,13,3,13,1,10,13,2,0.846,0,0,6,5,0,0.846153846,51600,2024,108.0
106470,19,15,19,96,15,112,1,0.991,0,7,23,10,1,5.842105263,38001,2024,108.0
106471,14,7,14,19,0,19,0,1.0,0,0,0,0,0,1.357142857,4071,2024,108.0
106472,21,0,21,3,2,6,1,0.833,0,0,5,1,0,0.238095238,51607,2024,108.0
106473,7,2,7,0,2,2,0,1.0,0,0,2,0,0,0.285714286,4076,2024,108.0
106474,10,5,10,0,2,3,1,0.667,0,0,3,1,1,0.2,38000,2024,108.0
106475,51,51,51,33,71,111,7,0.937,0,0,0,0,7,2.039215686,38009,2024,108.0
106476,30,14,30,4,0,4,0,1.0,0,0,0,0,0,0.133333333,38004,2024,108.0
106477,32,27,32,114,13,130,3,0.977,0,2,19,3,0,3.96875,59484,2024,108.0
