id,games_played,games_started,games_appeared,putouts,assists,total_chances,errors,fielding_percentage,catchers_interference,passed_balls,stolen_bases_allowed,caught_stealing_by,double_plays_turned,range_factor,player_id,year,team_id
105843,25,21,25,125,12,139,2,0.986,0,3,10,6,2,5.48,54624,2024,322.0
105844,13,9,13,0,5,5,0,1.0,0,0,7,3,0,0.384615385,41213,2024,322.0
105845,52,51,52,60,148,222,14,0.937,0,0,0,0,25,4.0,41218,2024,322.0
105846,8,4,8,0,3,3,0,1.0,0,0,2,1,0,0.375,63921,2024,322.0
105847,17,0,17,2,0,2,0,1.0,0,0,1,1,0,0.117647059,63929,2024,322.0
105848,32,28,32,1,7,8,0,1.0,0,0,3,4,0,0.25,63930,2024,322.0
105849,50,48,50,32,82,125,11,0.912,0,0,0,0,6,2.28,63920,2024,322.0
105850,10,6,10,1,4,6,1,0.833,0,0,7,0,0,0.5,63924,2024,322.0
105851,26,16,26,12,0,12,0,1.0,0,0,0,0,0,0.461538462,63925,2024,322.0
105852,32,18,32,103,9,115,3,0.974,0,0,0,0,11,3.5,63928,2024,322.0
105853,10,2,10,0,4,4,0,1.0,0,0,0,0,0,0.4,63926,2024,322.0
105854,51,49,51,104,116,226,6,0.973,0,0,0,0,27,4.31372549,12268,2024,322.0
105855,8,2,8,0,1,1,0,1.0,0,0,0,0,0,0.125,63927,2024,322.0
105856,9,0,9,0,1,1,0,1.0,0,0,1,0,0,0.111111111,63931,2024,322.0
105857,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,63923,2024,322.0
105858,7,0,7,1,0,1,0,1.0,0,0,2,1,0,0.142857143,63922,2024,322.0
105859,6,1,6,3,0,4,1,0.75,0,0,5,1,0,0.5,75526,2024,322.0
105860,10,8,10,0,6,6,0,1.0,0,0,4,1,0,0.6,75525,2024,322.0
105863,33,32,33,245,10,257,2,0.992,0,0,0,0,35,7.727272727,31461,2024,812.0
105864,25,24,25,152,18,172,2,0.988,0,17,37,8,0,6.8,31449,2024,812.0
105865,14,10,14,13,0,13,0,1.0,0,0,0,0,0,0.928571429,46661,2024,812.0
105866,9,0,9,2,1,3,0,1.0,0,0,1,0,0,0.333333333,63946,2024,812.0
105867,45,44,45,23,71,109,15,0.862,0,0,0,0,6,2.088888889,63936,2024,812.0
105868,16,0,16,0,2,3,1,0.667,0,0,0,1,0,0.125,31458,2024,812.0
105869,47,47,47,94,3,98,1,0.99,0,0,0,0,1,2.063829787,61599,2024,812.0
105870,13,8,13,5,6,12,1,0.917,0,0,3,1,1,0.846153846,61602,2024,812.0
105871,6,1,6,0,1,1,0,1.0,0,0,3,0,0,0.166666667,63934,2024,812.0
105872,11,0,11,0,0,0,0,0.0,0,0,3,1,0,0.0,61601,2024,812.0
105873,17,10,17,15,11,30,4,0.867,0,0,0,0,6,1.529411765,48243,2024,812.0
105874,33,21,33,32,0,34,2,0.941,0,0,0,0,0,0.96969697,48234,2024,812.0
105875,7,6,7,19,13,34,2,0.941,0,0,0,0,7,4.571428571,61600,2024,812.0
105876,24,19,24,33,53,93,7,0.925,0,0,0,0,11,3.583333333,61596,2024,812.0
105877,15,1,15,0,3,3,0,1.0,0,0,4,1,1,0.2,61605,2024,812.0
105878,11,11,11,1,6,7,0,1.0,0,0,6,6,0,0.636363636,61607,2024,812.0
105879,35,31,35,225,26,256,5,0.98,0,10,12,12,7,7.171428571,61608,2024,812.0
105880,44,42,44,0,0,0,0,0.0,0,0,0,0,0,0.0,48247,2024,812.0
105881,12,2,12,3,3,6,0,1.0,0,0,4,1,0,0.5,48244,2024,812.0
105882,38,35,38,38,103,145,4,0.972,0,0,3,0,24,3.710526316,61598,2024,812.0
105883,17,17,17,31,57,89,1,0.989,0,0,0,0,7,5.176470588,46419,2024,812.0
105884,39,32,39,48,1,50,1,0.98,0,0,0,0,0,1.256410256,63939,2024,812.0
105885,7,0,7,1,0,2,1,0.5,0,0,1,0,0,0.142857143,63937,2024,812.0
105886,37,29,37,45,64,112,3,0.973,0,0,5,2,17,2.945945946,63942,2024,812.0
105887,34,29,34,67,1,69,1,0.986,0,0,0,0,5,2.0,63943,2024,812.0
105888,15,8,15,11,1,14,2,0.857,0,0,0,0,0,0.8,63944,2024,812.0
105889,8,0,8,1,0,2,1,0.5,0,0,0,1,0,0.125,63940,2024,812.0
105890,12,11,12,4,4,8,0,1.0,0,0,4,2,1,0.666666667,50788,2024,812.0
105891,13,2,13,0,3,3,0,1.0,0,0,10,2,0,0.230769231,63932,2024,812.0
105892,15,7,15,31,3,35,1,0.971,0,4,10,1,1,2.266666667,63941,2024,812.0
105893,5,0,5,0,0,1,1,0.0,0,0,0,0,0,0.0,63933,2024,812.0
105896,39,27,39,54,54,112,4,0.964,0,0,0,0,16,2.769230769,52,2024,715.0
105897,15,10,15,0,9,10,1,0.9,0,0,3,2,0,0.6,27629,2024,715.0
105898,21,14,21,84,2,91,5,0.945,0,3,21,1,0,4.095238095,60234,2024,715.0
105899,16,0,16,0,3,3,0,1.0,0,0,10,2,0,0.1875,60238,2024,715.0
105900,36,29,36,51,77,134,6,0.955,0,0,0,0,11,3.555555556,60244,2024,715.0
105901,35,30,35,86,33,125,6,0.952,0,0,0,0,15,3.4,60243,2024,715.0
105902,8,1,8,1,1,2,0,1.0,0,0,0,0,0,0.25,27613,2024,715.0
105903,32,22,32,32,45,84,7,0.917,0,0,0,0,10,2.40625,60241,2024,715.0
105904,41,19,41,15,0,17,2,0.882,0,0,0,0,0,0.365853659,27617,2024,715.0
105905,37,23,37,65,1,68,2,0.971,0,0,0,0,1,1.783783784,60232,2024,715.0
105906,15,0,15,2,3,6,1,0.833,0,0,4,1,0,0.333333333,46816,2024,715.0
105907,39,36,39,247,14,268,7,0.974,0,0,0,0,22,6.692307692,27624,2024,715.0
105908,15,1,15,2,3,7,2,0.714,0,0,8,1,1,0.333333333,60235,2024,715.0
105909,18,0,18,0,2,2,0,1.0,0,0,1,1,0,0.111111111,27614,2024,715.0
105910,7,2,7,0,0,0,0,0.0,0,0,1,0,0,0.0,60233,2024,715.0
105911,38,30,38,51,82,137,4,0.971,0,0,0,0,15,3.5,27606,2024,715.0
105912,15,12,15,3,10,14,1,0.929,0,0,2,3,1,0.866666667,46829,2024,715.0
105913,24,22,24,10,1,11,0,1.0,0,0,0,0,0,0.458333333,46817,2024,715.0
105914,13,13,13,2,11,14,1,0.929,0,0,14,2,1,1.0,60236,2024,715.0
105915,7,3,7,2,2,5,1,0.8,0,0,0,0,0,0.571428571,63951,2024,715.0
105916,1,0,1,0,1,1,0,1.0,0,0,0,0,1,1.0,63947,2024,715.0
105917,36,32,36,71,4,78,3,0.962,0,0,0,0,2,2.083333333,63949,2024,715.0
105918,40,32,40,49,2,52,1,0.981,0,0,0,0,0,1.275,60237,2024,715.0
105919,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,66896,2024,715.0
105920,26,22,26,127,14,145,4,0.972,1,4,17,7,1,5.423076923,63948,2024,715.0
105921,28,23,28,15,22,46,9,0.804,0,0,0,0,3,1.321428571,63950,2024,715.0
105922,4,0,4,0,0,0,0,0.0,0,0,2,0,0,0.0,66897,2024,715.0
105923,15,1,15,1,6,9,2,0.778,0,0,7,0,0,0.466666667,66891,2024,715.0
105924,12,6,12,0,5,5,0,1.0,0,0,3,3,0,0.416666667,77085,2024,715.0
105925,39,24,39,56,5,64,3,0.953,0,0,0,0,1,1.564102564,63954,2024,715.0
105926,25,18,25,29,2,33,2,0.939,0,0,0,0,0,1.24,72878,2024,715.0
105927,21,18,21,89,9,102,4,0.961,0,2,19,6,1,4.666666667,60212,2024,715.0
105928,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,75944,2024,715.0
105929,6,0,6,0,1,1,0,1.0,0,0,1,0,0,0.166666667,77086,2024,715.0
105932,9,3,9,0,1,1,0,1.0,0,0,4,1,0,0.111111111,63970,2024,53.0
105933,18,0,18,2,3,6,1,0.833,0,0,1,0,0,0.277777778,37982,2024,53.0
105934,13,12,13,1,10,11,0,1.0,0,0,10,3,0,0.846153846,63966,2024,53.0
105935,25,10,25,94,9,104,1,0.99,0,7,14,6,0,4.12,63971,2024,53.0
105936,13,13,13,6,15,21,0,1.0,0,0,14,5,3,1.615384615,2079,2024,53.0
105937,36,30,36,39,1,41,1,0.976,0,0,0,0,0,1.111111111,37194,2024,53.0
105938,36,27,36,41,66,114,7,0.939,0,0,0,0,14,2.972222222,2052,2024,53.0
105939,14,0,14,1,2,4,1,0.75,0,0,3,0,0,0.214285714,26720,2024,53.0
105940,50,50,50,49,96,157,12,0.924,0,0,0,0,14,2.9,2075,2024,53.0
105941,47,47,47,75,1,77,1,0.987,0,0,0,0,0,1.617021277,41274,2024,53.0
105942,42,35,42,65,97,166,4,0.976,0,0,0,0,24,3.857142857,63960,2024,53.0
105943,8,0,8,0,1,2,1,0.5,0,0,2,1,0,0.125,63969,2024,53.0
105944,28,22,28,41,0,43,2,0.953,0,0,0,0,0,1.464285714,63976,2024,53.0
105945,14,12,14,4,13,18,1,0.944,0,0,9,2,0,1.214285714,63972,2024,53.0
105946,13,0,13,0,2,4,2,0.5,0,0,3,0,0,0.153846154,63959,2024,53.0
105947,9,0,9,0,1,1,0,1.0,0,0,4,1,0,0.111111111,63955,2024,53.0
105948,47,47,47,64,45,114,5,0.956,0,1,7,0,4,2.319148936,63961,2024,53.0
105949,51,51,51,131,7,140,2,0.986,0,0,0,0,1,2.705882353,2077,2024,53.0
105950,4,0,4,0,0,0,0,0.0,0,0,3,1,0,0.0,50879,2024,53.0
105951,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,37189,2024,53.0
105952,6,1,6,0,1,1,0,1.0,0,0,1,1,0,0.166666667,50875,2024,53.0
105953,13,1,13,1,2,3,0,1.0,0,0,5,0,0,0.230769231,4127,2024,53.0
105954,46,38,46,0,0,0,0,0.0,0,0,0,0,0,0.0,2053,2024,53.0
105955,6,0,6,0,0,0,0,0.0,0,0,0,0,0,0.0,2062,2024,53.0
105956,4,0,4,1,0,1,0,1.0,0,0,0,0,0,0.25,50874,2024,53.0
105957,15,1,15,1,3,5,1,0.8,0,0,0,0,0,0.266666667,2093,2024,53.0
105958,6,0,6,0,0,0,0,0.0,0,0,2,0,0,0.0,37973,2024,53.0
105959,2,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,2067,2024,53.0
105960,36,34,36,200,18,220,2,0.991,0,18,51,9,0,6.055555556,37190,2024,53.0
105961,9,0,9,1,1,2,0,1.0,0,0,0,1,0,0.222222222,37191,2024,53.0
105962,8,0,8,5,2,8,1,0.875,1,0,1,0,0,0.875,2076,2024,53.0
105963,22,12,22,11,32,44,1,0.977,0,0,0,0,3,1.954545455,50876,2024,53.0
105964,50,49,50,369,17,389,3,0.992,0,0,0,0,32,7.72,2085,2024,53.0
105965,9,5,9,0,4,5,1,0.8,0,0,7,1,0,0.444444444,50877,2024,53.0
105966,6,1,6,0,3,4,1,0.75,0,0,2,0,0,0.5,37192,2024,53.0
105967,12,2,12,11,2,13,0,1.0,0,0,0,0,1,1.083333333,63956,2024,53.0
105968,15,0,15,1,3,5,1,0.8,0,0,2,0,0,0.266666667,14694,2024,53.0
105969,14,3,14,6,0,6,0,1.0,0,0,0,0,0,0.428571429,63974,2024,53.0
105972,16,6,16,3,3,7,1,0.857,0,0,4,1,0,0.375,63983,2024,110.0
105973,9,2,9,1,4,5,0,1.0,0,0,0,0,1,0.555555556,51639,2024,110.0
105974,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,12675,2024,110.0
105975,36,36,36,34,99,146,13,0.911,0,0,0,0,20,3.694444444,4145,2024,110.0
105976,17,8,17,0,4,5,1,0.8,0,0,9,1,0,0.235294118,51642,2024,110.0
105977,59,58,59,142,1,145,2,0.986,0,0,0,0,0,2.423728814,38035,2024,110.0
105978,22,20,22,153,9,163,1,0.994,0,5,24,3,0,7.363636364,51632,2024,110.0
105979,12,4,12,1,5,6,0,1.0,0,0,0,0,1,0.5,10639,2024,110.0
105980,56,51,56,144,7,152,1,0.993,0,0,0,0,18,2.696428571,51646,2024,110.0
105981,10,0,10,0,1,1,0,1.0,0,0,1,0,0,0.1,4149,2024,110.0
105982,22,16,22,5,7,13,1,0.923,0,0,4,0,0,0.545454545,44128,2024,110.0
105983,30,16,30,11,20,37,6,0.838,0,0,0,0,1,1.033333333,7141,2024,110.0
105984,7,0,7,1,1,2,0,1.0,0,0,1,0,0,0.285714286,3958,2024,110.0
105985,7,3,7,0,3,3,0,1.0,0,0,0,1,0,0.428571429,51653,2024,110.0
105986,16,7,16,3,0,3,0,1.0,0,0,0,0,0,0.1875,51658,2024,110.0
105987,2,2,2,14,0,14,0,1.0,0,0,3,0,0,7.0,51648,2024,110.0
105988,15,12,15,5,8,13,0,1.0,0,0,12,0,1,0.866666667,51656,2024,110.0
105989,41,26,41,35,53,92,4,0.957,0,0,0,0,9,2.146341463,51629,2024,110.0
105990,16,0,16,0,0,0,0,0.0,0,0,2,0,0,0.0,38041,2024,110.0
105991,56,53,56,80,138,225,7,0.969,0,0,1,0,29,3.892857143,38039,2024,110.0
105992,59,57,59,150,0,152,2,0.987,0,0,0,0,0,2.542372881,51649,2024,110.0
105993,15,14,15,4,4,8,0,1.0,0,0,13,0,1,0.533333333,38047,2024,110.0
105994,11,0,11,1,0,1,0,1.0,0,0,4,0,0,0.090909091,51640,2024,110.0
105995,11,2,11,23,2,25,0,1.0,0,1,4,1,0,2.272727273,51647,2024,110.0
105996,41,38,41,258,19,281,4,0.986,0,9,43,2,1,6.756097561,38050,2024,110.0
105997,3,0,3,0,0,0,0,0.0,0,0,2,0,0,0.0,51630,2024,110.0
105998,11,0,11,0,1,1,0,1.0,0,0,1,0,0,0.090909091,51635,2024,110.0
105999,59,59,59,93,4,99,2,0.98,0,0,0,0,0,1.644067797,4143,2024,110.0
106000,24,19,24,16,34,52,2,0.962,0,0,0,0,4,2.083333333,63988,2024,110.0
106001,16,0,16,0,0,0,0,0.0,0,0,6,0,0,0.0,61558,2024,110.0
106002,15,8,15,3,0,3,0,1.0,0,0,0,0,0,0.2,63986,2024,110.0
106003,9,1,9,14,1,15,0,1.0,0,0,0,0,2,1.666666667,63984,2024,110.0
106004,10,0,10,1,0,2,1,0.5,0,0,1,1,0,0.1,63977,2024,110.0
106005,56,55,56,302,20,327,5,0.985,0,0,0,0,26,5.75,54072,2024,110.0
106006,8,1,8,6,0,6,0,1.0,0,0,0,0,0,0.75,63978,2024,110.0
106007,7,0,7,2,2,4,0,1.0,0,0,2,0,0,0.571428571,63985,2024,110.0
106008,31,25,31,31,54,90,5,0.944,0,0,0,0,9,2.741935484,63982,2024,110.0
106009,5,1,5,0,0,0,0,0.0,0,0,1,1,0,0.0,63981,2024,110.0
106010,16,0,16,0,2,2,0,1.0,0,0,8,1,0,0.125,63980,2024,110.0
106013,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,77632,2024,579.0
106014,25,16,25,39,0,39,0,1.0,0,0,0,0,0,1.56,57092,2024,579.0
106015,9,9,9,0,2,3,1,0.667,0,0,7,3,0,0.222222222,63579,2024,579.0
106016,1,0,1,2,0,2,0,1.0,0,0,0,0,0,2.0,63581,2024,579.0
106017,6,1,6,8,2,10,0,1.0,0,0,0,0,0,1.666666667,44505,2024,579.0
106018,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,58344,2024,579.0
106019,11,8,11,2,6,9,1,0.889,0,0,9,2,0,0.727272727,44892,2024,579.0
106020,14,11,14,2,10,14,2,0.857,0,0,1,4,0,0.857142857,58342,2024,579.0
106021,12,0,12,1,1,2,0,1.0,0,0,2,1,0,0.166666667,44884,2024,579.0
106022,10,4,10,22,0,22,0,1.0,0,1,1,0,0,2.2,63570,2024,579.0
106023,10,4,10,4,8,12,0,1.0,0,0,1,0,2,1.2,63572,2024,579.0
106024,16,5,16,4,5,9,0,1.0,0,0,3,2,0,0.5625,63561,2024,579.0
106025,14,13,14,71,7,78,0,1.0,0,3,13,3,0,5.571428571,63569,2024,579.0
106026,24,15,24,23,20,48,5,0.896,0,0,0,0,3,1.791666667,63576,2024,579.0
106027,6,1,6,2,4,7,1,0.857,0,0,0,0,1,1.0,63562,2024,579.0
106028,8,5,8,8,17,25,0,1.0,0,0,0,0,3,3.125,63559,2024,579.0
106029,17,13,17,8,2,10,0,1.0,0,0,0,0,0,0.588235294,63582,2024,579.0
106030,13,4,13,1,2,3,0,1.0,0,0,4,2,0,0.230769231,58341,2024,579.0
106031,47,47,47,280,28,319,11,0.966,0,19,46,13,0,6.553191489,44887,2024,579.0
106032,19,2,19,0,3,5,2,0.6,0,0,5,0,0,0.157894737,44881,2024,579.0
106033,36,36,36,72,32,118,14,0.881,0,0,0,0,9,2.888888889,58340,2024,579.0
106034,1,0,1,0,0,0,0,0.0,0,0,1,0,0,0.0,58337,2024,579.0
106035,26,0,26,2,7,9,0,1.0,0,0,5,2,0,0.346153846,44894,2024,579.0
106036,30,28,30,39,59,108,10,0.907,0,0,0,0,17,3.266666667,63558,2024,579.0
106037,44,43,44,103,73,183,7,0.962,0,0,0,0,20,4.0,58347,2024,579.0
106038,47,45,47,211,13,227,3,0.987,0,0,0,0,23,4.765957447,58335,2024,579.0
106039,18,12,18,24,8,36,4,0.889,0,0,0,0,2,1.777777778,63577,2024,579.0
106040,5,3,5,7,4,12,1,0.917,0,0,0,0,0,2.2,63580,2024,579.0
106041,5,0,5,0,2,2,0,1.0,0,0,0,0,0,0.4,63565,2024,579.0
106042,2,0,2,0,0,0,0,0.0,0,0,1,0,0,0.0,63578,2024,579.0
106043,29,26,29,21,1,25,3,0.88,0,0,0,0,0,0.75862069,59634,2024,579.0
106044,16,4,16,0,3,3,0,1.0,0,0,6,0,0,0.1875,63563,2024,579.0
106045,10,0,10,0,0,0,0,0.0,0,0,1,2,0,0.0,63560,2024,579.0
106046,25,19,25,28,1,31,2,0.935,0,0,0,0,0,1.16,29830,2024,579.0
106047,16,1,16,1,2,3,0,1.0,0,0,6,1,0,0.1875,63555,2024,579.0
106048,16,6,16,3,6,10,1,0.9,0,0,4,0,0,0.5625,63566,2024,579.0
106049,18,0,18,0,4,4,0,1.0,0,0,0,1,0,0.222222222,63571,2024,579.0
106050,34,31,34,67,2,73,4,0.945,0,0,0,0,0,2.029411765,63556,2024,579.0
106051,35,31,35,45,1,48,2,0.958,0,0,0,0,0,1.314285714,63575,2024,579.0
106052,12,8,12,14,11,27,2,0.926,0,0,0,0,3,2.083333333,63574,2024,579.0
106053,4,0,4,0,0,0,0,0.0,0,0,1,0,0,0.0,63564,2024,579.0
106054,11,0,11,1,0,2,1,0.5,0,0,3,0,0,0.090909091,63573,2024,579.0
106055,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,77598,2024,579.0
106056,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,77597,2024,579.0
106057,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,58343,2024,579.0
106060,47,43,47,271,26,300,3,0.99,1,6,40,17,1,6.319148936,62023,2024,840.0
106061,12,0,12,2,5,8,1,0.875,0,0,0,1,0,0.583333333,48633,2024,840.0
106062,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,62024,2024,840.0
106063,41,34,41,72,4,76,0,1.0,0,0,0,0,0,1.853658537,32519,2024,840.0
106064,46,44,46,25,0,25,0,1.0,0,0,0,0,1,0.543478261,48637,2024,840.0
106065,40,35,40,71,2,75,2,0.973,0,0,0,0,0,1.825,62015,2024,840.0
106066,11,6,11,2,5,8,1,0.875,0,0,4,2,0,0.636363636,32513,2024,840.0
106067,4,1,4,0,1,1,0,1.0,0,0,0,0,0,0.25,62017,2024,840.0
106068,12,0,12,0,2,2,0,1.0,0,0,5,2,1,0.166666667,62020,2024,840.0
106069,7,6,7,0,8,9,1,0.889,0,0,2,0,1,1.142857143,48635,2024,840.0
106070,51,51,51,368,33,405,4,0.99,0,0,0,0,36,7.862745098,32514,2024,840.0
106071,15,0,15,1,0,1,0,1.0,0,0,0,0,0,0.066666667,62031,2024,840.0
106072,49,49,49,74,104,185,7,0.962,0,0,0,0,24,3.632653061,62021,2024,840.0
106073,11,0,11,0,0,0,0,0.0,0,0,8,2,0,0.0,62019,2024,840.0
106074,51,51,51,37,94,138,7,0.949,0,0,0,0,7,2.568627451,62028,2024,840.0
106075,17,0,17,1,6,7,0,1.0,0,0,2,0,1,0.411764706,32536,2024,840.0
106076,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,62022,2024,840.0
106077,12,0,12,2,4,6,0,1.0,0,0,1,1,0,0.5,62016,2024,840.0
106078,40,31,40,42,92,138,4,0.971,0,0,0,0,18,3.35,63583,2024,840.0
106079,9,7,9,21,1,22,0,1.0,0,2,3,1,0,2.444444444,14930,2024,840.0
106080,13,13,13,9,13,24,2,0.917,0,0,5,1,1,1.692307692,47788,2024,840.0
106081,12,5,12,2,4,9,3,0.667,0,0,4,2,0,0.5,63590,2024,840.0
106082,32,22,32,44,59,111,8,0.928,0,0,0,0,14,3.21875,63594,2024,840.0
106083,26,19,26,9,0,9,0,1.0,0,0,1,0,0,0.346153846,63588,2024,840.0
106084,35,32,35,57,3,61,1,0.984,0,0,0,0,1,1.714285714,63585,2024,840.0
106085,43,38,43,62,0,64,2,0.969,0,0,0,0,0,1.441860465,47823,2024,840.0
106086,16,6,16,3,3,7,1,0.857,0,0,7,2,2,0.375,50074,2024,840.0
106087,9,0,9,0,1,1,0,1.0,0,0,0,1,0,0.111111111,63592,2024,840.0
106088,9,3,9,28,3,31,0,1.0,0,0,2,1,0,3.444444444,63586,2024,840.0
106089,14,6,14,3,6,10,1,0.9,0,0,4,5,0,0.642857143,63591,2024,840.0
106092,4,0,4,1,2,3,0,1.0,0,0,3,1,0,0.75,58055,2024,557.0
106093,14,14,14,1,10,14,3,0.786,0,0,15,3,0,0.785714286,58054,2024,557.0
106094,14,7,14,12,20,38,6,0.842,0,0,0,0,5,2.285714286,44557,2024,557.0
106095,17,13,17,5,6,17,6,0.647,0,0,18,3,0,0.647058824,20186,2024,557.0
106096,16,2,16,2,2,4,0,1.0,0,0,6,5,0,0.25,58052,2024,557.0
106097,12,3,12,0,7,7,0,1.0,0,0,4,1,0,0.583333333,58049,2024,557.0
106098,25,21,25,17,36,57,4,0.93,0,0,0,0,1,2.12,44555,2024,557.0
106099,46,45,46,58,116,190,16,0.916,0,0,0,0,26,3.782608696,44563,2024,557.0
106100,11,9,11,3,3,6,0,1.0,0,0,7,0,0,0.545454545,58043,2024,557.0
106101,51,51,51,205,35,246,6,0.976,2,4,32,11,0,4.705882353,44567,2024,557.0
106102,16,5,16,10,1,11,0,1.0,0,0,0,0,0,0.6875,44564,2024,557.0
106103,15,10,15,27,0,27,0,1.0,0,0,0,0,0,1.8,58056,2024,557.0
106104,49,49,49,89,135,231,7,0.97,0,0,0,0,26,4.571428571,44565,2024,557.0
106105,51,51,51,222,9,234,3,0.987,0,0,0,0,16,4.529411765,58051,2024,557.0
106106,16,13,16,15,1,16,0,1.0,0,0,0,0,0,1.0,39208,2024,557.0
106107,17,6,17,14,0,14,0,1.0,0,0,0,0,0,0.823529412,58046,2024,557.0
106108,18,9,18,0,0,0,0,0.0,0,0,0,0,0,0.0,58044,2024,557.0
106109,49,49,49,88,2,93,3,0.968,0,0,0,0,0,1.836734694,58042,2024,557.0
106110,42,41,42,226,24,252,2,0.992,1,4,45,8,0,5.952380952,58050,2024,557.0
106111,2,2,2,0,0,0,0,0.0,0,0,0,1,0,0.0,21435,2024,557.0
106112,22,0,22,4,8,16,4,0.75,0,0,3,4,2,0.545454545,44558,2024,557.0
106113,32,24,32,42,4,49,3,0.939,0,0,0,0,0,1.4375,21405,2024,557.0
106114,11,2,11,2,2,4,0,1.0,0,0,0,0,0,0.363636364,63990,2024,557.0
106115,48,46,48,177,37,225,11,0.951,0,0,0,0,15,4.458333333,64001,2024,557.0
106116,4,1,4,2,0,2,0,1.0,0,0,0,0,0,0.5,63992,2024,557.0
106117,30,28,30,75,3,78,0,1.0,0,0,0,0,1,2.6,63999,2024,557.0
106118,5,0,5,1,0,1,0,1.0,0,0,1,0,0,0.2,63997,2024,557.0
106119,15,0,15,0,2,3,1,0.667,0,0,4,1,0,0.133333333,63994,2024,557.0
106120,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,64000,2024,557.0
106121,11,7,11,0,4,5,1,0.8,0,0,6,1,0,0.363636364,63993,2024,557.0
106122,17,1,17,1,6,12,5,0.583,0,0,5,3,0,0.411764706,63998,2024,557.0
106123,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,63996,2024,557.0
106124,24,0,24,0,6,7,1,0.857,0,0,5,1,0,0.25,63991,2024,557.0
106127,18,9,18,22,0,22,0,1.0,0,0,0,0,0,1.222222222,52229,2024,151.0
106128,12,6,12,2,4,7,1,0.857,0,0,8,5,0,0.5,52222,2024,151.0
106129,40,40,40,99,0,104,5,0.952,0,0,0,0,0,2.475,52223,2024,151.0
106130,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,5719,2024,151.0
106131,12,1,12,1,4,5,0,1.0,0,0,0,0,2,0.416666667,52225,2024,151.0
106132,17,3,17,1,0,2,1,0.5,0,0,8,1,0,0.058823529,38691,2024,151.0
106133,17,0,17,3,3,6,0,1.0,0,0,5,1,0,0.352941176,5709,2024,151.0
106134,23,23,23,124,27,155,4,0.974,0,0,55,12,2,6.565217391,5708,2024,151.0
106135,10,4,10,0,3,3,0,1.0,0,0,6,1,0,0.3,38695,2024,151.0
106136,4,2,4,0,0,2,2,0.0,0,0,1,1,0,0.0,38692,2024,151.0
106137,8,8,8,1,4,5,0,1.0,0,0,2,4,0,0.625,52224,2024,151.0
106138,7,0,7,0,3,3,0,1.0,0,0,3,0,1,0.428571429,5696,2024,151.0
106139,41,40,41,39,71,118,8,0.932,0,0,0,0,8,2.682926829,52226,2024,151.0
106140,8,1,8,7,2,9,0,1.0,0,3,2,0,0,1.125,38698,2024,151.0
106141,45,45,45,97,92,195,6,0.969,0,0,0,0,28,4.2,52227,2024,151.0
106142,44,44,44,100,2,105,3,0.971,0,0,0,0,1,2.318181818,52232,2024,151.0
106143,7,0,7,0,2,2,0,1.0,0,0,0,0,0,0.285714286,64006,2024,151.0
106144,24,22,24,107,22,132,3,0.977,0,7,54,15,1,5.375,64010,2024,151.0
106145,34,31,34,38,57,108,13,0.88,0,0,0,0,13,2.794117647,51316,2024,151.0
106146,21,20,21,34,39,78,5,0.936,0,0,0,0,9,3.476190476,64008,2024,151.0
106147,15,10,15,0,7,7,0,1.0,0,0,14,2,0,0.466666667,64007,2024,151.0
106148,17,0,17,0,3,3,0,1.0,0,0,15,2,0,0.176470588,50448,2024,151.0
106149,17,12,17,56,0,57,1,0.982,0,0,0,0,7,3.294117647,64013,2024,151.0
106150,43,43,43,66,1,68,1,0.985,0,0,0,0,0,1.558139535,64014,2024,151.0
106151,9,0,9,0,1,1,0,1.0,0,0,11,0,0,0.111111111,64003,2024,151.0
106152,15,0,15,0,1,3,2,0.333,0,0,7,2,0,0.066666667,64012,2024,151.0
106153,5,0,5,0,0,0,0,0.0,0,0,5,1,0,0.0,64002,2024,151.0
106154,40,40,40,264,12,280,4,0.986,0,0,0,0,26,6.9,5695,2024,151.0
106155,22,8,22,17,1,19,1,0.947,0,0,0,0,0,0.818181818,64011,2024,151.0
106156,4,3,4,0,1,1,0,1.0,0,0,3,0,0,0.25,38687,2024,151.0
106157,13,7,13,1,5,6,0,1.0,0,0,13,6,0,0.461538462,64009,2024,151.0
106158,29,26,29,0,0,0,0,0.0,0,0,0,0,0,0.0,64015,2024,151.0
