id,school_id,State,education,avg_port_add_2years,avg_port_add_2years_rank,avg_port_loss_2years,avg_port_loss_2years_rank,portal_ab,portal_ab_rank,portal_ip,portal_ip_rank,AB50_player_year_C,AB50_player_year_rank_C,AB50_player_year_1B,AB50_player_year_rank_1B,AB50_player_year_2B,AB50_player_year_rank_2B,AB50_player_year_SS,AB50_player_year_rank_SS,AB50_player_year_3B,AB50_player_year_rank_3B,AB50_player_year_LF,AB50_player_year_rank_LF,AB50_player_year_CF,AB50_player_year_rank_CF,AB50_player_year_RF,AB50_player_year_rank_RF,IP20_player_year,IP20_player_year_rank,Coach_2yr_win_percentage,3yr_wOBA,3yr_OPS,3yr_wRAA,3yr_k_bb,3yr_ISO,3yr_xFIP,3yr_WHIP,3yr_K_BB,3yr_A_OPS,3yr_BB_Per,3yr_K_percentage
1411,1434,42,,0.5,0.3913,0,0,76,0.7023,16.77766667,0.3835,2,0.6124,2.425806452,0.6796,1.714285714,0.3596,3,0.798,0.827751196,0.0938,1,0.2023,3,0.7822,1.386243386,0.3571,0.466747721,0.2041,0.56,0.6842,0.692966667,0.644833333,0.703566667,0.669566667,0.597666667,0.601833333,0.512833333,0.665466667,0.349366667,0.6283
1412,1435,38,,0,0,2,0.9474,179.6666667,0.9581,16,0.3684,2.851485149,0.8258,1.911764706,0.4144,0,0,2,0.6162,0,0,0,0,2,0.5248,4,1,0,0,0.529,0.6178,0.6364,0.6388,0.823066667,0.692866667,0.969366667,0.8551,0.936266667,0.868133333,0.732366667,0.973033333
1413,1436,9,,4,0.9855,1.5,0.8474,244.3333333,0.9814,15.66666667,0.3609,2.460122699,0.7416,2.365384615,0.663,3,0.8146,2,0.6162,0.85840708,0.1094,3,0.7977,2,0.5248,2.254545455,0.6429,0.61751915,0.4082,0.611,0.718633333,0.700333333,0.7371,0.266833333,0.543566667,0.477766667,0.830866667,0.650533333,0.8353,0.726666667,0.484366667
1414,1437,42,,0,0,0.5,0.4895,13.33333333,0.1674,0,0,0,0,3.090909091,0.8398,2,0.5899,4,1,0.553191489,0.0104,0,0,0,0,0,0,0,0,0.692,0.5873,0.5958,0.5765,0.586133333,0.7883,0.719866667,0.792733333,0.772366667,0.702133333,0.879833333,0.615533333
1415,1438,20,,0,0,1,0.7211,0,0,0,0,3.714285714,0.9494,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.714,0.811633333,0.8092,0.765066667,0.184466667,0.771233333,0.427566667,0.560533333,0.483366667,0.578066667,0.4429,0.4324
1416,1439,9,,2.5,0.942,1,0.7211,109.6666667,0.8558,3.444666667,0.1504,3,0.8933,2.447368421,0.6851,3,0.8146,0,0,4,1,3,0.7977,1.730769231,0.2624,0.982905983,0.2013,0,0,0.511,0.630466667,0.6122,0.614433333,0.159933333,0.581433333,0.4707,0.438933333,0.4303,0.411366667,0.410033333,0.485933333
1417,1440,33,,0.5,0.3913,0.5,0.4895,8.333333333,0.1163,0,0,0,0,0.76056338,0.0663,0,0,1,0.2929,2,0.5781,1.134020619,0.2197,2.530612245,0.5792,0,0,0,0,0.56,0.8083,0.803433333,0.8146,0.295933333,0.7905,0.528066667,0.453366667,0.5391,0.400933333,0.333,0.5948
1418,1441,40,,0.5,0.3913,0.5,0.4895,7.666666667,0.093,16.66666667,0.3759,0,0,0,0,1.813953488,0.4045,0,0,0,0,1.347826087,0.2659,0,0,0,0,0.814096154,0.5918,0.49,0.5517,0.552766667,0.544133333,0.745733333,0.5477,0.263533333,0.1602,0.346366667,0.1729,0.263433333,0.433
1419,1442,6,,0,0,0,0,0,0,0,0,1.612903226,0.4326,0,0,3,0.8146,2,0.6162,0,0,3,0.7977,4,1,2.07,0.5909,0,0,0.432,0.717233333,0.714633333,0.723266667,0.341866667,0.644533333,0.136333333,0.280666667,0.2215,0.249633333,0.2514,0.249033333
1420,1443,14,,0.5,0.3913,0,0,77.33333333,0.7209,0,0,0,0,4,1,0,0,2.865168539,0.6768,1.720930233,0.3698,2,0.5607,2,0.5248,1,0.2922,0,0,0.722,0.8734,0.8537,0.900433333,0.113933333,0.718933333,0.910833333,0.919933333,0.9217,0.9079,0.746633333,0.9351
1421,1444,33,,2,0.8696,0.5,0.4895,0,0,50.99966667,0.797,2.361581921,0.7022,2.774193548,0.7514,0.858490566,0.0955,2,0.6162,1.736842105,0.3802,1.436507937,0.3006,1.111111111,0.2178,2,0.5844,2.343057242,1,0.561,0.8892,0.879333333,0.866733333,0.1076,0.9315,0.560866667,0.406666667,0.510366667,0.366766667,0.3659,0.6103
1422,1445,16,,0.5,0.3913,1,0.7211,17,0.2,14.889,0.3459,1.559322034,0.4045,2,0.5856,1.917355372,0.4831,2,0.6162,1,0.25,2.466666667,0.6185,2,0.5248,1,0.2922,0.589445485,0.3673,0.636,0.744833333,0.7435,0.768166667,0.275133333,0.7015,0.790166667,0.8063,0.834866667,0.758533333,0.826666667,0.767533333
1423,1446,40,,0,0,5.5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.326066667,0.3273,0.3268,0.4845,0.448066667,0.092766667,0.224433333,0.1667,0.1896,0.031033333,0.3463
1424,1447,38,,2.5,0.942,0.5,0.4895,122.3333333,0.8884,64,0.8947,1.558441558,0.3989,2.316666667,0.6519,2,0.5899,4,1,2,0.5781,0.743243243,0.052,0,0,0,0,0,0,0.5,0.6491,0.646466667,0.642733333,0.347633333,0.608733333,0.335033333,0.19,0.261233333,0.2245,0.348333333,0.3046
1425,1448,35,,0,0,0.5,0.4895,0,0,0,0,0.878787879,0.1404,1.723404255,0.3481,2,0.5899,4,1,1.351351351,0.2969,0,0,0,0,3.457364341,0.8766,0,0,0.557,0.666833333,0.668033333,0.655766667,0.5563,0.664066667,0.372366667,0.783066667,0.593833333,0.752366667,0.535066667,0.5897
1426,1449,33,,1,0.6087,0.5,0.4895,48.33333333,0.4977,0,0,0,0,2.008928571,0.5912,1.538461538,0.3483,0.978021978,0.0758,0,0,0,0,3,0.7822,0.952380952,0.1818,0,0,0.389,0.591266667,0.586433333,0.585,0.565066667,0.6689,0.4965,0.488666667,0.484533333,0.407,0.594033333,0.413466667
1427,1450,4,,0.5,0.3913,0.5,0.4895,59.66666667,0.5907,0,0,1.692307692,0.4831,4,1,0,0,2,0.6162,0.72815534,0.0521,2.712765957,0.6416,1,0.2079,2.79,0.7403,0,0,0.632,0.549033333,0.561066667,0.540433333,0.634133333,0.4085,0.588666667,0.7959,0.73,0.726466667,0.687733333,0.660466667
1428,1451,43,,3.5,0.9758,1,0.7211,339.6666667,0.9953,32.88866667,0.6316,2.85,0.8202,0,0,2.782608696,0.6461,1,0.2929,1,0.25,2.23880597,0.5838,1,0.2079,3.232876712,0.8636,0,0,0.723,0.704833333,0.704866667,0.687566667,0.357066667,0.7347,0.681666667,0.743266667,0.654533333,0.6386,0.619433333,0.633533333
1429,1452,38,,2,0.8696,0,0,43.66666667,0.4744,0,0,2.313253012,0.691,0,0,0,0,1.964912281,0.3838,1.61038961,0.3333,0,0,2.949152542,0.6139,4,1,0,0,0.622,0.6242,0.6216,0.620766667,0.707933333,0.692066667,0.765133333,0.785133333,0.838533333,0.651333333,0.9191,0.614333333
1430,1453,5,,2,0.8696,1.5,0.8474,163.6666667,0.9488,29.111,0.5865,1.130434783,0.2247,0.715517241,0.0608,3,0.8146,3,0.798,2.074074074,0.5833,0.75974026,0.0578,1,0.2079,2.865168539,0.7468,0.986671052,0.7143,0.62,0.614066667,0.619066667,0.636333333,0.266233333,0.588233333,0.5181,0.694533333,0.603766667,0.613133333,0.857233333,0.3529
1431,1454,25,,0,0,1.5,0.8474,24,0.2884,23.66666667,0.4962,0.855555556,0.1292,2.524590164,0.6906,1.313131313,0.2753,2,0.6162,2,0.5781,0,0,3,0.7822,0.519685039,0.0195,0,0,0.607,0.4104,0.4153,0.3823,0.697166667,0.440533333,0.663833333,0.687366667,0.432966667,0.739233333,0.516866667,0.400366667
1432,1455,29,,0.5,0.3913,0,0,0.333333333,0.014,18.22233333,0.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0.709066667,0.7118,0.6412,0.249733333,0.589866667,0.600233333,0.711033333,0.516266667,0.8374,0.316333333,0.652933333
1433,1456,40,,0,0,0.5,0.4895,43,0.4698,0,0,2,0.6124,3.272727273,0.8564,1.362637363,0.2978,0,0,3,0.8594,3.722222222,0.8728,1,0.2079,0.964285714,0.1883,0,0,0.813,0.8799,0.8775,0.873866667,0.152133333,0.862366667,0.7975,0.665766667,0.726866667,0.618733333,0.391266667,0.851166667
1434,1457,20,,1,0.6087,0.5,0.4895,19.66666667,0.2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.4723,0.4834,0.488033333,0.506933333,0.551033333,0.647933333,0.366933333,0.548866667,0.478066667,0.422533333,0.622133333
1435,1458,33,,1,0.6087,0.5,0.4895,57.33333333,0.5767,2.889,0.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.574,0.530533333,0.5156,0.5437,0.447966667,0.426333333,0.473033333,0.395033333,0.3137,0.314833333,0.183233333,0.416333333
1436,1459,35,,2,0.8696,0.5,0.4895,70.33333333,0.6651,53.77766667,0.812,0,0,0,0,1.857142857,0.4494,0,0,1.848484848,0.3958,0,0,2,0.5248,0,0,0.359893881,0.1633,0.446,0.461766667,0.460333333,0.4593,0.600333333,0.338433333,0.853766667,0.8159,0.926166667,0.7387,0.847066667,0.8849
1437,1460,40,,1,0.6087,2,0.9474,22.33333333,0.2791,0,0,1.300546448,0.2921,2.411214953,0.6685,1.227722772,0.2528,1.738095238,0.3434,1.957627119,0.4375,1.387755102,0.2832,1.477832512,0.2376,0,0,0,0,0.253,0.555366667,0.5482,0.5406,0.6259,0.6176,0.466433333,0.192866667,0.5327,0.1736,0.297766667,0.698766667
1438,1461,10,,4,0.9392,3,0.7971,159.3333333,0.7471,72.55566667,0.8177,0,0,2.643564356,0.6227,0,0,4,1,1.888888889,0.3333,3,0.8125,4,1,0.518072289,0.0041,0.354388836,0.0909,0.439,0.3752,0.370866667,0.341833333,0.596066667,0.480333333,0.122866667,0.107633333,0.0817,0.135666667,0.091266667,0.1313
1439,1462,32,,1,0.6087,0,0,2.333333333,0.0419,51.111,0.8045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.295966667,0.298633333,0.357066667,0.7129,0.327833333,0.424633333,0.449433333,0.5348,0.403033333,0.698566667,0.394066667
1440,1463,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.216833333,0.239533333,0.2878,0.8736,0.307966667,0.3852,0.0703,0.275033333,0.097966667,0.3592,0.290966667
1441,1464,8,,1.5,0.7633,0.5,0.4895,64.66666667,0.6233,83.111,0.9398,0,0,0,0,0,0,3,0.798,0,0,0,0,0,0,0.753424658,0.0909,1.092437752,0.7755,,0.5617,0.551733333,0.5641,0.400133333,0.360733333,0.5941,0.732233333,0.819933333,0.689733333,0.842566667,0.6707
1442,1465,25,,0,0,0,0,3,0.0512,0,0,1.103448276,0.2135,4,1,1.325301205,0.2865,3,0.798,4,1,2,0.5607,3,0.7822,3.073684211,0.8506,0,0,0.623,0.782466667,0.7737,0.783633333,0.2226,0.7402,0.8405,0.8809,0.8687,0.876433333,0.781933333,0.829466667
1443,1466,5,,0.5,0.3913,0,0,8.333333333,0.1163,42.77766667,0.7293,1.916666667,0.5281,0,0,1.820895522,0.4101,2.819672131,0.6717,1.961538462,0.4479,2.008130081,0.5665,3.486238532,0.7871,2.647058824,0.7338,1.509674984,0.9388,0.718,0.729466667,0.719766667,0.750066667,0.109833333,0.5332,0.662233333,0.835766667,0.669366667,0.857366667,0.7384,0.532366667
1444,1467,25,,0.5,0.3913,0.5,0.4895,19.33333333,0.2419,0,0,2.197530864,0.6517,3.630769231,0.8895,2.38317757,0.6067,2,0.6162,1.933333333,0.4323,4,1,0.793478261,0.0396,4,1,0,0,0.482,0.668166667,0.652133333,0.665633333,0.2727,0.4752,0.678133333,0.678066667,0.522133333,0.749266667,0.238233333,0.7244
1445,1468,14,,0.5,0.3913,1,0.7211,0,0,1.666666667,0.0752,1.768115942,0.5056,2.769230769,0.7459,3,0.8146,1,0.2929,2.91588785,0.7396,0,0,2,0.5248,0,0,0,0,0.6,0.545,0.5302,0.519133333,0.525166667,0.320466667,0.460366667,0.459033333,0.323233333,0.585633333,0.1192,0.602
1446,1469,38,,0.5,0.3913,1,0.7211,13,0.1581,0,0,2,0.6124,1.45045045,0.2928,3.8,0.8876,0,0,2.867647059,0.724,0,0,3,0.7822,1,0.2922,0,0,0.636,0.6032,0.625366667,0.622933333,0.857366667,0.7312,0.632766667,0.793733333,0.874233333,0.643066667,0.951166667,0.460833333
1447,1470,22,,1.5,0.7633,1.5,0.8474,61,0.6,45.66666667,0.7669,0,0,2.281690141,0.6464,3.68,0.8764,1.861111111,0.3636,2,0.5781,0,0,3,0.7822,1,0.2922,0,0,0.365,0.428166667,0.4562,0.4122,0.6934,0.496666667,0.188433333,0.326566667,0.425166667,0.237066667,0.463333333,0.340566667
1448,1471,25,,0,0,0.5,0.4895,0,0,0,0,0.620437956,0.0618,2.653061224,0.7293,0,0,1,0.2929,1.424657534,0.3021,1.53,0.3295,2,0.5248,2.210526316,0.6104,0,0,,0.5113,0.5114,0.507633333,0.682766667,0.518866667,0.361433333,0.274933333,0.355333333,0.220166667,0.406533333,0.371733333
1449,1472,38,,0.5,0.3913,0,0,20,0.2512,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0.721433333,0.727733333,0.6745,0.560766667,0.6225,0.8319,0.8135,0.834166667,0.8146,0.5915,0.882033333
1450,1473,23,,0.5,0.3913,1,0.7211,0.333333333,0.014,9.889,0.2556,3.947368421,0.9663,2.556818182,0.7072,1.87804878,0.4607,2.871794872,0.6818,2.482758621,0.6354,3.797979798,0.8844,1,0.2079,0,0,0.530820018,0.2857,,0.8113,0.807666667,0.811233333,0.3555,0.8007,0.8952,0.6834,0.727533333,0.7177,0.4208,0.838433333
1451,1474,1,,2,0.8696,1,0.7211,100,0.8093,0,0,0.925925926,0.1573,1.901960784,0.4088,2.937931034,0.6798,0.938461538,0.0606,3.147540984,0.875,3.853211009,0.8902,1.885714286,0.2871,1,0.2922,0,0,0.536,0.661033333,0.676766667,0.651366667,0.3208,0.845033333,0.5977,0.687666667,0.668066667,0.626766667,0.6023,0.690633333
1452,1475,32,,0,0,3,0.9789,0,0,1,0.0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.513433333,0.491666667,0.5147,0.338,0.2779,0.349666667,0.286266667,0.399833333,0.2921,0.4167,0.4159
1453,1476,10,,1.5,0.7633,0.5,0.4895,109,0.8465,0.111,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.701766667,0.690466667,0.655133333,0.488,0.573233333,0.366533333,0.372866667,0.236366667,0.413766667,0.163733333,0.383433333
1454,1477,30,,2,0.8696,2.5,0.9684,132,0.9023,0,0,,,,,,,,,,,,,,,,,,,0,0.382266667,0.399533333,0.379566667,0.254533333,0.344833333,0.243733333,0.1765,0.138066667,0.163033333,0.310833333,0.1055
1455,1478,32,,0,0,0.5,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.51,0.5299,0.513933333,0.485966667,0.478766667,0.325666667,0.844266667,0.864866667,0.918666667,0.872166667,0.820233333,0.8553
1456,1479,36,,1,0.6087,0,0,69.66666667,0.6605,12.66666667,0.3233,0,0,2.985074627,0.7735,0,0,1,0.2929,0,0,2.469565217,0.6243,2,0.5248,2,0.5844,0,0,0.471,0.5518,0.552433333,0.537033333,0.508966667,0.583333333,0.427133333,0.502433333,0.726766667,0.4087,0.6313,0.713933333
1457,1480,1,,1,0.6087,0.5,0.4895,64.66666667,0.6233,0,0,0.970149254,0.1742,2.551181102,0.7017,0.971428571,0.118,2,0.6162,1,0.25,2,0.5607,2,0.5248,2.243697479,0.6299,0,0,0.532,0.7173,0.7222,0.713566667,0.4229,0.8795,0.511366667,0.862366667,0.800933333,0.762,0.7217,0.7492
1458,1481,25,,1,0.6087,0.5,0.4895,114.3333333,0.8744,1,0.0677,3,0.8933,2,0.5856,1.37007874,0.3034,3,0.798,4,1,0.7109375,0.0347,1,0.2079,0.931506849,0.1688,0,0,0.442,0.4618,0.464333333,0.445566667,0.833666667,0.406333333,0.475633333,0.5159,0.5601,0.513233333,0.407466667,0.646666667
1459,1482,43,,1.5,0.7633,0,0,18.33333333,0.2326,61.222,0.8722,1.590361446,0.4157,2,0.5856,1,0.2303,4,1,2.49,0.6406,1,0.2023,4,1,2.419354839,0.6948,0.725271154,0.5306,,0.637233333,0.615766667,0.662033333,0.2241,0.477166667,0.274233333,0.536466667,0.288433333,0.478933333,0.557733333,0.181333333
1460,1483,22,,1.5,0.7633,0,0,80,0.7349,61.44433333,0.8797,2.789473684,0.809,0,0,0,0,2.75,0.6616,0,0,0,0,0,0,1.388429752,0.3636,0,0,0.631,0.6965,0.6928,0.705,0.1748,0.706333333,0.9404,0.9317,0.954233333,0.929133333,0.875266667,0.920833333
1461,1484,25,,0,0,0,0,0,0,0,0,2.285714286,0.6798,1.878378378,0.4033,3,0.8146,0,0,2.85106383,0.7135,1.820512821,0.3757,0,0,1.138211382,0.3052,0,0,0.466,0.586166667,0.580133333,0.589933333,0.605166667,0.699833333,0.527533333,0.452433333,0.475766667,0.504033333,0.363566667,0.586333333
1462,1485,22,,0.5,0.3913,0.5,0.4895,8.333333333,0.1163,0,0,1.326315789,0.3146,0,0,0.720930233,0.0506,1,0.2929,1.433962264,0.3073,2.310344828,0.5954,4,1,0,0,0,0,0.744,0.3992,0.3941,0.3794,0.4745,0.242,0.458066667,0.830666667,0.683966667,0.854466667,0.5671,0.714466667
1463,1486,38,,1,0.6087,0.5,0.4895,7,0.0884,34.66666667,0.6466,1.327868852,0.3202,0,0,1.793103448,0.3876,1,0.2929,3,0.8594,0,0,2,0.5248,0,0,0,0,0.516,0.6912,0.6814,0.658233333,0.6534,0.710966667,0.841566667,0.508733333,0.873366667,0.4653,0.892366667,0.726733333
1464,1487,6,,0.5,0.3913,0.5,0.4895,40.33333333,0.4372,0,0,1.318181818,0.3034,0.50877193,0.011,1.136842105,0.2416,4,1,1,0.25,0,0,0.641666667,0.0198,2.364238411,0.6688,0,0,0.248,0.261866667,0.256466667,0.245833333,0.636533333,0.3473,0.407233333,0.240666667,0.3696,0.147333333,0.463466667,0.326033333
1465,1488,32,,0,0,0.5,0.4895,0,0,0,0,0,0,0,0,3.420289855,0.8539,0,0,0,0,3,0.7977,0,0,0,0,0,0,,0.341766667,0.3556,0.339,0.6503,0.242533333,0.203233333,0.344266667,0.339766667,0.307233333,0.4386,0.290333333
1466,1489,6,,0,0,0.5,0.4895,0,0,0,0,3,0.8933,1.956989247,0.4365,1,0.2303,4,1,1,0.25,4,1,4,1,0,0,0,0,0.442,0.699733333,0.676633333,0.704566667,0.3087,0.649333333,0.446133333,0.456833333,0.3491,0.506933333,0.2758,0.4403
1467,1490,35,,1,0.6087,1.5,0.8474,15,0.1767,0,0,3,0.8933,0,0,2.953125,0.691,0.853333333,0.0354,0,0,1.970588235,0.4277,0,0,0,0,0,0,0.564,0.602433333,0.6053,0.607,0.552966667,0.6398,0.933633333,0.794333333,0.871966667,0.866766667,0.6173,0.9106
1468,1491,40,,0.5,0.3913,0.5,0.4895,1.666666667,0.0233,3.111,0.1353,1.595238095,0.4213,0.808823529,0.0718,1.698924731,0.3539,1.734939759,0.3384,2,0.5781,2.272727273,0.5896,3,0.7822,0.8125,0.1299,0,0,0.438,0.814333333,0.816833333,0.8069,0.471233333,0.8753,0.753466667,0.549666667,0.5716,0.540233333,0.594866667,0.5492
1469,1492,9,,2,0.8696,0,0,96.66666667,0.7953,4.333333333,0.1654,3,0.8933,0.8625,0.0884,1.803278689,0.3989,0,0,1,0.25,1.705882353,0.3584,0.851851852,0.0594,1.923076923,0.4805,0,0,0.631,0.466833333,0.458533333,0.453433333,0.323166667,0.414466667,0.834833333,0.993833333,0.9938,0.993833333,0.996266667,0.7896
1470,1493,22,,1,0.6087,1,0.7211,23.66666667,0.2837,2.444333333,0.0977,2,0.6124,2.192307692,0.6243,4,1,3,0.798,3.512195122,0.901,3.714285714,0.8671,4,1,0,0,0,0,0.56,0.580866667,0.583333333,0.5675,0.4152,0.630833333,0.670466667,0.713466667,0.662833333,0.751366667,0.6007,0.695266667
1471,1494,42,,1,0.6087,1,0.7211,73.33333333,0.6791,62.66666667,0.8872,1,0.2079,3,0.8232,0.565217391,0.0112,1,0.2929,3.327102804,0.8958,0.816326531,0.0925,3,0.7822,2.227272727,0.6234,0,0,0.405,0.2179,0.2291,0.200733333,0.896033333,0.2744,0.786633333,0.589633333,0.777866667,0.469733333,0.500733333,0.819366667
1472,1495,36,,2,0.8696,2,0.9474,109.6666667,0.8558,2.666666667,0.1053,1.431034483,0.3539,1,0.1989,3,0.8146,3,0.798,1,0.25,1.915966387,0.4104,2,0.5248,1.711538462,0.4286,0,0,0.675,0.6893,0.689233333,0.6809,0.404233333,0.739933333,0.863066667,0.9149,0.8602,0.914766667,0.6052,0.898333333
1473,1496,38,,0.5,0.3913,1,0.7211,48.66666667,0.5023,0,0,0,0,0,0,0.847457627,0.0899,0,0,1,0.25,0,0,4,1,0,0,0,0,0.346,0.532566667,0.524233333,0.527733333,0.5402,0.524466667,0.2842,0.135533333,0.232,0.121966667,0.191133333,0.3698
1474,1497,13,,0.5,0.3913,0.5,0.4895,18.33333333,0.2326,54.77766667,0.8346,1.495495495,0.3764,0.871559633,0.0939,1.764705882,0.3708,4,1,1,0.25,1,0.2023,2,0.5248,2.391891892,0.6818,0,0,0.566,0.765633333,0.749633333,0.7902,0.466566667,0.753,0.885366667,0.870133333,0.943333333,0.862433333,0.755766667,0.932366667
1475,1498,33,,0,0,0.5,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.266433333,0.263433333,0.385733333,0.6983,0.1485,0.1209,0.081033333,0.1848,0.074333333,0.469933333,0.093066667
1476,1499,36,,1.5,0.7633,1.5,0.8474,22,0.2744,32.22233333,0.6241,2.448275862,0.7303,1.426086957,0.2762,1.341176471,0.2921,2,0.6162,4,1,0.793478261,0.0694,2,0.5248,1.638297872,0.4156,0,0,0.74,0.89,0.882233333,0.8913,0.165833333,0.9018,0.867566667,0.708266667,0.817,0.7289,0.522566667,0.902666667
1477,1500,43,,5,0.9952,0.5,0.4895,325.6666667,0.9907,0.777666667,0.0301,0,0,1.686131387,0.337,0,0,1.333333333,0.3131,1.726027397,0.375,0.901960784,0.1156,2.337662338,0.5396,1.764705882,0.4351,0,0,0.497,0.737333333,0.713766667,0.7447,0.2325,0.701366667,0.5287,0.485433333,0.550833333,0.518766667,0.493733333,0.554333333
1478,1501,47,,1,0.6087,1,0.7211,214.3333333,0.9674,2.444333333,0.0977,0.566929134,0.0393,2.774774775,0.7569,2,0.5899,3.794871795,0.8232,2.921052632,0.7448,3,0.7977,3,0.7822,0.885245902,0.1558,0,0,0.644,0.758366667,0.754633333,0.764466667,0.163666667,0.771066667,0.383166667,0.4328,0.3889,0.443966667,0.352033333,0.408033333
1479,1502,32,,2.5,0.942,2,0.9474,64.33333333,0.614,139.9996667,0.9925,3,0.8933,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0.914470113,0.6327,0.485,0.558533333,0.565966667,0.516333333,0.565866667,0.535266667,0.563133333,0.679833333,0.687066667,0.619066667,0.682233333,0.564333333
1480,1503,35,,0,0,0,0,92.66666667,0.7907,42.44433333,0.7218,2,0.6124,1.788461538,0.3702,3.142857143,0.8315,2,0.6162,3.290322581,0.8906,3,0.7977,0,0,1.549295775,0.3961,0,0,0.554,0.387466667,0.397533333,0.3642,0.541033333,0.366733333,0.763,0.854133333,0.8109,0.830666667,0.741966667,0.766533333
1481,1504,41,,0.5,0.3913,0.5,0.4895,0,0,10.889,0.2857,0.930232558,0.1629,1,0.1989,2.167785235,0.6011,4,1,2,0.5781,0,0,1,0.2079,3,0.8247,0.654432903,0.4694,0.36,0.716533333,0.7142,0.729933333,0.435166667,0.716666667,0.471766667,0.2428,0.556966667,0.243566667,0.446866667,0.615966667
1482,1505,40,,2,0.8696,1.5,0.8474,45.66666667,0.493,0,0,0,0,0.970588235,0.1271,1.779816514,0.382,1,0.2929,0.651785714,0.026,3.962616822,0.896,3,0.7822,2.282608696,0.6558,0,0,0.443,0.645266667,0.6941,0.651433333,0.811433333,0.864733333,0.823966667,0.731866667,0.8677,0.668,0.709166667,0.896166667
1483,1506,1,,0.5,0.3913,0,0,51.33333333,0.5209,0,0,1.391304348,0.3371,1.794392523,0.3757,0,0,1,0.2929,2,0.5781,2.928571429,0.6821,1,0.2079,3,0.8247,0,0,0.534,0.5791,0.5615,0.5755,0.0782,0.518466667,0.475666667,0.763133333,0.684833333,0.6883,0.740333333,0.523533333
1484,1507,48,,1,0.6087,1.5,0.8474,104.6666667,0.8186,40.33333333,0.7068,2.115384615,0.6348,0,0,0,0,4,1,2.913043478,0.7344,4,1,4,1,0,0,0,0,0.497,0.4762,0.478733333,0.463533333,0.644833333,0.547666667,0.6501,0.398866667,0.508066667,0.461366667,0.574,0.433933333
1485,1508,34,,0.5,0.3913,0.5,0.4895,14.33333333,0.1721,0,0,3.795620438,0.9551,0,0,2.676923077,0.6292,2,0.6162,1.161290323,0.2604,1.527777778,0.3237,3.67816092,0.7921,0,0,0,0,0.561,0.518966667,0.533633333,0.505666667,0.7204,0.6552,0.8412,0.7703,0.730866667,0.7372,0.818866667,0.509933333
1486,1509,4,,2,0.8696,0.5,0.4895,56.66666667,0.5721,29.44433333,0.609,0,0,3.580952381,0.884,3.00617284,0.8202,4,1,3,0.8594,3,0.7977,1,0.2079,0.495495495,0.013,0,0,0.609,0.482966667,0.482833333,0.477966667,0.450266667,0.4258,0.592433333,0.616333333,0.538066667,0.627133333,0.5732,0.490766667
1487,1510,9,,1.5,0.7633,0,0,87,0.7674,0,0,3.430894309,0.9382,1.290322581,0.2155,4,1,0,0,1.891304348,0.4063,4,1,0,0,1.858585859,0.461,0,0,0.627,0.536833333,0.544166667,0.523433333,0.558433333,0.492366667,0.573,0.847,0.617,0.803033333,0.4822,0.675633333
1488,1511,49,,0,0,0,0,41,0.4465,0,0,4,1,2,0.5856,1.85,0.4438,3,0.798,3.162790698,0.8802,1,0.2023,1.640449438,0.2525,0,0,0,0,0.373,0.615966667,0.6171,0.6182,0.4397,0.767333333,0.233866667,0.307233333,0.241366667,0.3792,0.110266667,0.3856
1489,1512,4,,5,0.9952,1.5,0.8474,228.3333333,0.9767,75.88866667,0.9323,0.987012987,0.1854,4,1,3.041666667,0.8258,4,1,1.909090909,0.4115,4,1,2.47826087,0.5644,3.764705882,0.8961,1.625003125,0.9592,0.773,0.838633333,0.833566667,0.846133333,0.1539,0.877033333,0.882033333,0.904633333,0.867966667,0.926633333,0.5402,0.952033333
1490,1513,5,,0.5,0.3913,0.5,0.4895,30,0.3628,22.22233333,0.4586,4,1,4,1,1.836065574,0.427,1,0.2929,0.861386139,0.1146,1.407407407,0.289,3,0.7822,3.044247788,0.8377,0,0,0.59,0.472366667,0.496,0.449933333,0.404533333,0.560833333,0.5587,0.6711,0.572233333,0.715333333,0.544633333,0.5737
